sum_num,count,example_input,input,result,result_emojis,model_output,model_input,expected,actual
2,2,"[1, 3, -2, 1, 5, 8]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/33/0.py,input/triples_sum_to/33.txt,,
2,2,"[1, 3, -2, 1, 5, 8]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/33/0.py,input/triples_sum_to/33.txt,,
2,2,"[1, 3, -2, 1, 5, 8]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/33/0.py,input/triples_sum_to/33.txt,,
2,2,"[1, 3, -2, 1, 5, 8]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/33/0.py,input/triples_sum_to/33.txt,,
2,2,"[1, 3, -2, 1, 5, 8]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/33/0.py,input/triples_sum_to/33.txt,,
2,2,"[1, 2, -3, 7, 2, 7]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/34/0.py,input/triples_sum_to/34.txt,,
2,2,"[1, 2, -3, 7, 2, 7]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/34/0.py,input/triples_sum_to/34.txt,,
2,2,"[1, 2, -3, 7, 2, 7]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/34/0.py,input/triples_sum_to/34.txt,,
2,2,"[1, 2, -3, 7, 2, 7]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/34/0.py,input/triples_sum_to/34.txt,,
2,2,"[1, 2, -3, 7, 2, 7]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/34/0.py,input/triples_sum_to/34.txt,,
2,2,[1],"[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/35/0.py,input/triples_sum_to/35.txt,,
2,2,[1],"[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/35/0.py,input/triples_sum_to/35.txt,,
2,2,[1],"[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/35/0.py,input/triples_sum_to/35.txt,,
2,2,[1],"[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/35/0.py,input/triples_sum_to/35.txt,,
2,2,[1],"[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/35/0.py,input/triples_sum_to/35.txt,,
2,3,"[1, 3, 5, 0]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/36/0.py,input/triples_sum_to/36.txt,,
2,3,"[1, 3, 5, 0]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/36/0.py,input/triples_sum_to/36.txt,,
2,3,"[1, 3, 5, 0]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/36/0.py,input/triples_sum_to/36.txt,,
2,3,"[1, 3, 5, 0]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/36/0.py,input/triples_sum_to/36.txt,,
2,3,"[1, 3, 5, 0]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/36/0.py,input/triples_sum_to/36.txt,,
2,3,"[1, 3, -2, 1, 5, 8]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/37/0.py,input/triples_sum_to/37.txt,,
2,3,"[1, 3, -2, 1, 5, 8]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/37/0.py,input/triples_sum_to/37.txt,,
2,3,"[1, 3, -2, 1, 5, 8]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/37/0.py,input/triples_sum_to/37.txt,,
2,3,"[1, 3, -2, 1, 5, 8]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/37/0.py,input/triples_sum_to/37.txt,,
2,3,"[1, 3, -2, 1, 5, 8]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/37/0.py,input/triples_sum_to/37.txt,,
2,3,"[1, 2, -3, 7, 2, 7]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/38/0.py,input/triples_sum_to/38.txt,,
2,3,"[1, 2, -3, 7, 2, 7]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/38/0.py,input/triples_sum_to/38.txt,,
2,3,"[1, 2, -3, 7, 2, 7]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/38/0.py,input/triples_sum_to/38.txt,,
2,3,"[1, 2, -3, 7, 2, 7]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/38/0.py,input/triples_sum_to/38.txt,,
2,3,"[1, 2, -3, 7, 2, 7]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/38/0.py,input/triples_sum_to/38.txt,,
2,3,[1],"[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/39/0.py,input/triples_sum_to/39.txt,,
2,3,[1],"[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/39/0.py,input/triples_sum_to/39.txt,,
2,3,[1],"[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/39/0.py,input/triples_sum_to/39.txt,,
2,3,[1],"[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/39/0.py,input/triples_sum_to/39.txt,,
2,3,[1],"[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/39/0.py,input/triples_sum_to/39.txt,,
2,4,"[1, 3, 5, 0]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/40/0.py,input/triples_sum_to/40.txt,,
2,4,"[1, 3, 5, 0]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/40/0.py,input/triples_sum_to/40.txt,,
2,4,"[1, 3, 5, 0]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/40/0.py,input/triples_sum_to/40.txt,,
2,4,"[1, 3, 5, 0]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/40/0.py,input/triples_sum_to/40.txt,,
2,4,"[1, 3, 5, 0]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/40/0.py,input/triples_sum_to/40.txt,,
2,4,"[1, 3, -2, 1, 5, 8]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/41/0.py,input/triples_sum_to/41.txt,,
2,4,"[1, 3, -2, 1, 5, 8]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/41/0.py,input/triples_sum_to/41.txt,,
2,4,"[1, 3, -2, 1, 5, 8]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/41/0.py,input/triples_sum_to/41.txt,,
2,4,"[1, 3, -2, 1, 5, 8]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/41/0.py,input/triples_sum_to/41.txt,,
2,4,"[1, 3, -2, 1, 5, 8]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/41/0.py,input/triples_sum_to/41.txt,,
2,4,"[1, 2, -3, 7, 2, 7]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/42/0.py,input/triples_sum_to/42.txt,,
2,4,"[1, 2, -3, 7, 2, 7]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/42/0.py,input/triples_sum_to/42.txt,,
2,4,"[1, 2, -3, 7, 2, 7]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/42/0.py,input/triples_sum_to/42.txt,,
2,4,"[1, 2, -3, 7, 2, 7]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/42/0.py,input/triples_sum_to/42.txt,,
2,4,"[1, 2, -3, 7, 2, 7]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/42/0.py,input/triples_sum_to/42.txt,,
2,4,[1],"[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/43/0.py,input/triples_sum_to/43.txt,,
2,4,[1],"[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/43/0.py,input/triples_sum_to/43.txt,,
2,4,[1],"[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/43/0.py,input/triples_sum_to/43.txt,,
2,4,[1],"[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/43/0.py,input/triples_sum_to/43.txt,,
2,4,[1],"[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/43/0.py,input/triples_sum_to/43.txt,,
2,5,"[1, 3, 5, 0]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/44/0.py,input/triples_sum_to/44.txt,,
2,5,"[1, 3, 5, 0]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/44/0.py,input/triples_sum_to/44.txt,,
2,5,"[1, 3, 5, 0]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/44/0.py,input/triples_sum_to/44.txt,,
2,5,"[1, 3, 5, 0]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",f,❌,outputs/triples_sum_to/44/0.py,input/triples_sum_to/44.txt,True,False
2,5,"[1, 3, 5, 0]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",f,❌,outputs/triples_sum_to/44/0.py,input/triples_sum_to/44.txt,True,False
2,5,"[1, 3, -2, 1, 5, 8]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/45/0.py,input/triples_sum_to/45.txt,,
2,5,"[1, 3, -2, 1, 5, 8]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/45/0.py,input/triples_sum_to/45.txt,,
2,5,"[1, 3, -2, 1, 5, 8]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/45/0.py,input/triples_sum_to/45.txt,,
2,5,"[1, 3, -2, 1, 5, 8]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",f,❌,outputs/triples_sum_to/45/0.py,input/triples_sum_to/45.txt,True,False
2,5,"[1, 3, -2, 1, 5, 8]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",f,❌,outputs/triples_sum_to/45/0.py,input/triples_sum_to/45.txt,True,False
2,5,"[1, 2, -3, 7, 2, 7]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/46/0.py,input/triples_sum_to/46.txt,,
2,5,"[1, 2, -3, 7, 2, 7]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/46/0.py,input/triples_sum_to/46.txt,,
2,5,"[1, 2, -3, 7, 2, 7]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/46/0.py,input/triples_sum_to/46.txt,,
2,5,"[1, 2, -3, 7, 2, 7]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",f,❌,outputs/triples_sum_to/46/0.py,input/triples_sum_to/46.txt,True,False
2,5,"[1, 2, -3, 7, 2, 7]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",f,❌,outputs/triples_sum_to/46/0.py,input/triples_sum_to/46.txt,True,False
2,5,[1],"[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/47/0.py,input/triples_sum_to/47.txt,,
2,5,[1],"[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/47/0.py,input/triples_sum_to/47.txt,,
2,5,[1],"[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/47/0.py,input/triples_sum_to/47.txt,,
2,5,[1],"[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",f,❌,outputs/triples_sum_to/47/0.py,input/triples_sum_to/47.txt,True,False
2,5,[1],"[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",f,❌,outputs/triples_sum_to/47/0.py,input/triples_sum_to/47.txt,True,False
3,2,"[1, 3, 5, 0]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/48/0.py,input/triples_sum_to/48.txt,,
3,2,"[1, 3, 5, 0]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/48/0.py,input/triples_sum_to/48.txt,,
3,2,"[1, 3, 5, 0]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/48/0.py,input/triples_sum_to/48.txt,,
3,2,"[1, 3, 5, 0]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/48/0.py,input/triples_sum_to/48.txt,,
3,2,"[1, 3, 5, 0]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/48/0.py,input/triples_sum_to/48.txt,,
3,2,"[1, 3, -2, 1, 5, 8]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/49/0.py,input/triples_sum_to/49.txt,,
3,2,"[1, 3, -2, 1, 5, 8]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/49/0.py,input/triples_sum_to/49.txt,,
3,2,"[1, 3, -2, 1, 5, 8]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/49/0.py,input/triples_sum_to/49.txt,,
3,2,"[1, 3, -2, 1, 5, 8]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/49/0.py,input/triples_sum_to/49.txt,,
3,2,"[1, 3, -2, 1, 5, 8]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/49/0.py,input/triples_sum_to/49.txt,,
3,2,"[1, 2, -3, 7, 2, 7]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/50/0.py,input/triples_sum_to/50.txt,,
3,2,"[1, 2, -3, 7, 2, 7]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/50/0.py,input/triples_sum_to/50.txt,,
3,2,"[1, 2, -3, 7, 2, 7]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/50/0.py,input/triples_sum_to/50.txt,,
3,2,"[1, 2, -3, 7, 2, 7]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/50/0.py,input/triples_sum_to/50.txt,,
3,2,"[1, 2, -3, 7, 2, 7]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/50/0.py,input/triples_sum_to/50.txt,,
3,2,[1],"[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/51/0.py,input/triples_sum_to/51.txt,,
3,2,[1],"[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/51/0.py,input/triples_sum_to/51.txt,,
3,2,[1],"[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/51/0.py,input/triples_sum_to/51.txt,,
3,2,[1],"[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/51/0.py,input/triples_sum_to/51.txt,,
3,2,[1],"[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/51/0.py,input/triples_sum_to/51.txt,,
3,3,"[1, 3, 5, 0]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/52/0.py,input/triples_sum_to/52.txt,,
3,3,"[1, 3, 5, 0]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/52/0.py,input/triples_sum_to/52.txt,,
3,3,"[1, 3, 5, 0]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/52/0.py,input/triples_sum_to/52.txt,,
3,3,"[1, 3, 5, 0]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/52/0.py,input/triples_sum_to/52.txt,,
3,3,"[1, 3, 5, 0]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/52/0.py,input/triples_sum_to/52.txt,,
3,3,"[1, 3, -2, 1, 5, 8]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/53/0.py,input/triples_sum_to/53.txt,,
3,3,"[1, 3, -2, 1, 5, 8]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/53/0.py,input/triples_sum_to/53.txt,,
3,3,"[1, 3, -2, 1, 5, 8]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/53/0.py,input/triples_sum_to/53.txt,,
3,3,"[1, 3, -2, 1, 5, 8]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/53/0.py,input/triples_sum_to/53.txt,,
3,3,"[1, 3, -2, 1, 5, 8]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/53/0.py,input/triples_sum_to/53.txt,,
3,3,"[1, 2, -3, 7, 2, 7]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/54/0.py,input/triples_sum_to/54.txt,,
3,3,"[1, 2, -3, 7, 2, 7]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/54/0.py,input/triples_sum_to/54.txt,,
3,3,"[1, 2, -3, 7, 2, 7]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/54/0.py,input/triples_sum_to/54.txt,,
3,3,"[1, 2, -3, 7, 2, 7]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/54/0.py,input/triples_sum_to/54.txt,,
3,3,"[1, 2, -3, 7, 2, 7]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/54/0.py,input/triples_sum_to/54.txt,,
3,3,[1],"[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/55/0.py,input/triples_sum_to/55.txt,,
3,3,[1],"[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/55/0.py,input/triples_sum_to/55.txt,,
3,3,[1],"[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/55/0.py,input/triples_sum_to/55.txt,,
3,3,[1],"[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/55/0.py,input/triples_sum_to/55.txt,,
3,3,[1],"[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/55/0.py,input/triples_sum_to/55.txt,,
3,4,"[1, 3, 5, 0]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/56/0.py,input/triples_sum_to/56.txt,,
3,4,"[1, 3, 5, 0]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/56/0.py,input/triples_sum_to/56.txt,,
3,4,"[1, 3, 5, 0]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/56/0.py,input/triples_sum_to/56.txt,,
3,4,"[1, 3, 5, 0]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/56/0.py,input/triples_sum_to/56.txt,,
3,4,"[1, 3, 5, 0]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/56/0.py,input/triples_sum_to/56.txt,,
3,4,"[1, 3, -2, 1, 5, 8]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/57/0.py,input/triples_sum_to/57.txt,,
3,4,"[1, 3, -2, 1, 5, 8]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/57/0.py,input/triples_sum_to/57.txt,,
3,4,"[1, 3, -2, 1, 5, 8]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/57/0.py,input/triples_sum_to/57.txt,,
3,4,"[1, 3, -2, 1, 5, 8]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/57/0.py,input/triples_sum_to/57.txt,,
3,4,"[1, 3, -2, 1, 5, 8]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/57/0.py,input/triples_sum_to/57.txt,,
3,4,"[1, 2, -3, 7, 2, 7]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/58/0.py,input/triples_sum_to/58.txt,,
3,4,"[1, 2, -3, 7, 2, 7]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/58/0.py,input/triples_sum_to/58.txt,,
3,4,"[1, 2, -3, 7, 2, 7]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/58/0.py,input/triples_sum_to/58.txt,,
3,4,"[1, 2, -3, 7, 2, 7]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/58/0.py,input/triples_sum_to/58.txt,,
3,4,"[1, 2, -3, 7, 2, 7]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/58/0.py,input/triples_sum_to/58.txt,,
3,4,[1],"[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/59/0.py,input/triples_sum_to/59.txt,,
3,4,[1],"[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/59/0.py,input/triples_sum_to/59.txt,,
3,4,[1],"[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/59/0.py,input/triples_sum_to/59.txt,,
3,4,[1],"[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/59/0.py,input/triples_sum_to/59.txt,,
3,4,[1],"[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/59/0.py,input/triples_sum_to/59.txt,,
3,5,"[1, 3, 5, 0]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/60/0.py,input/triples_sum_to/60.txt,,
3,5,"[1, 3, 5, 0]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/60/0.py,input/triples_sum_to/60.txt,,
3,5,"[1, 3, 5, 0]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/60/0.py,input/triples_sum_to/60.txt,,
3,5,"[1, 3, 5, 0]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",f,❌,outputs/triples_sum_to/60/0.py,input/triples_sum_to/60.txt,True,False
3,5,"[1, 3, 5, 0]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/60/0.py,input/triples_sum_to/60.txt,,
3,5,"[1, 3, -2, 1, 5, 8]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/61/0.py,input/triples_sum_to/61.txt,,
3,5,"[1, 3, -2, 1, 5, 8]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/61/0.py,input/triples_sum_to/61.txt,,
3,5,"[1, 3, -2, 1, 5, 8]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/61/0.py,input/triples_sum_to/61.txt,,
3,5,"[1, 3, -2, 1, 5, 8]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",f,❌,outputs/triples_sum_to/61/0.py,input/triples_sum_to/61.txt,True,False
3,5,"[1, 3, -2, 1, 5, 8]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/61/0.py,input/triples_sum_to/61.txt,,
3,5,"[1, 2, -3, 7, 2, 7]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/62/0.py,input/triples_sum_to/62.txt,,
3,5,"[1, 2, -3, 7, 2, 7]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/62/0.py,input/triples_sum_to/62.txt,,
3,5,"[1, 2, -3, 7, 2, 7]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/62/0.py,input/triples_sum_to/62.txt,,
3,5,"[1, 2, -3, 7, 2, 7]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",f,❌,outputs/triples_sum_to/62/0.py,input/triples_sum_to/62.txt,True,False
3,5,"[1, 2, -3, 7, 2, 7]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/62/0.py,input/triples_sum_to/62.txt,,
3,5,[1],"[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/63/0.py,input/triples_sum_to/63.txt,,
3,5,[1],"[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/63/0.py,input/triples_sum_to/63.txt,,
3,5,[1],"[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/63/0.py,input/triples_sum_to/63.txt,,
3,5,[1],"[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",f,❌,outputs/triples_sum_to/63/0.py,input/triples_sum_to/63.txt,True,False
3,5,[1],"[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/63/0.py,input/triples_sum_to/63.txt,,
5,2,"[1, 3, 5, 0]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/64/0.py,input/triples_sum_to/64.txt,,
5,2,"[1, 3, 5, 0]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/64/0.py,input/triples_sum_to/64.txt,,
5,2,"[1, 3, 5, 0]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/64/0.py,input/triples_sum_to/64.txt,,
5,2,"[1, 3, 5, 0]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/64/0.py,input/triples_sum_to/64.txt,,
5,2,"[1, 3, 5, 0]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/64/0.py,input/triples_sum_to/64.txt,,
5,2,"[1, 3, -2, 1, 5, 8]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/65/0.py,input/triples_sum_to/65.txt,,
5,2,"[1, 3, -2, 1, 5, 8]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/65/0.py,input/triples_sum_to/65.txt,,
5,2,"[1, 3, -2, 1, 5, 8]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/65/0.py,input/triples_sum_to/65.txt,,
5,2,"[1, 3, -2, 1, 5, 8]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/65/0.py,input/triples_sum_to/65.txt,,
5,2,"[1, 3, -2, 1, 5, 8]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/65/0.py,input/triples_sum_to/65.txt,,
