var1_name,var2_name,line_order1,line_order2,line_order3,op1,op2,op3,input,result,result_emojis,model_output,model_input,expected,actual
a,fekjfwoeifjwu5gfd,second,third,first,product,sum,difference,"[0, 1]",p,✅,outputs/arithmetic/1882/0.py,input/arithmetic/1882.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,product,sum,difference,"[100, 20]",p,✅,outputs/arithmetic/1882/0.py,input/arithmetic/1882.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,product,difference,sum,"[3, 5]",f,❌,outputs/arithmetic/1884/0.py,input/arithmetic/1884.txt,'8\n15\n-2','8\n-2\n15'
a,fekjfwoeifjwu5gfd,second,third,first,product,difference,sum,"[7, 10]",f,❌,outputs/arithmetic/1884/0.py,input/arithmetic/1884.txt,'17\n70\n-3','17\n-3\n70'
a,fekjfwoeifjwu5gfd,second,third,first,product,difference,sum,"[0, 0]",p,✅,outputs/arithmetic/1884/0.py,input/arithmetic/1884.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,product,difference,sum,"[1, 0]",f,❌,outputs/arithmetic/1884/0.py,input/arithmetic/1884.txt,'1\n0\n1','1\n1\n0'
a,fekjfwoeifjwu5gfd,second,third,first,product,difference,sum,"[0, 1]",f,❌,outputs/arithmetic/1884/0.py,input/arithmetic/1884.txt,'1\n0\n-1','1\n-1\n0'
a,fekjfwoeifjwu5gfd,second,third,first,product,difference,sum,"[100, 20]",f,❌,outputs/arithmetic/1884/0.py,input/arithmetic/1884.txt,'120\n2000\n80','120\n80\n2000'
a,fekjfwoeifjwu5gfd,third,first,second,sum,difference,product,"[3, 5]",f,❌,outputs/arithmetic/1976/0.py,input/arithmetic/1976.txt,'-2\n15\n8','8\n-2\n15'
a,fekjfwoeifjwu5gfd,third,first,second,sum,difference,product,"[7, 10]",f,❌,outputs/arithmetic/1976/0.py,input/arithmetic/1976.txt,'-3\n70\n17','17\n-3\n70'
a,fekjfwoeifjwu5gfd,third,first,second,sum,difference,product,"[0, 0]",p,✅,outputs/arithmetic/1976/0.py,input/arithmetic/1976.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,sum,difference,product,"[1, 0]",f,❌,outputs/arithmetic/1976/0.py,input/arithmetic/1976.txt,'1\n0\n1','1\n1\n0'
a,fekjfwoeifjwu5gfd,third,first,second,sum,difference,product,"[0, 1]",f,❌,outputs/arithmetic/1976/0.py,input/arithmetic/1976.txt,'-1\n0\n1','1\n-1\n0'
a,fekjfwoeifjwu5gfd,third,first,second,sum,difference,product,"[100, 20]",f,❌,outputs/arithmetic/1976/0.py,input/arithmetic/1976.txt,'80\n2000\n120','120\n80\n2000'
a,fekjfwoeifjwu5gfd,third,first,second,sum,product,difference,"[3, 5]",f,❌,outputs/arithmetic/1978/0.py,input/arithmetic/1978.txt,'15\n-2\n8','8\n15\n-2'
a,fekjfwoeifjwu5gfd,third,first,second,sum,product,difference,"[7, 10]",f,❌,outputs/arithmetic/1978/0.py,input/arithmetic/1978.txt,'70\n-3\n17','17\n70\n-3'
a,fekjfwoeifjwu5gfd,third,first,second,sum,product,difference,"[0, 0]",p,✅,outputs/arithmetic/1978/0.py,input/arithmetic/1978.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,sum,product,difference,"[1, 0]",f,❌,outputs/arithmetic/1978/0.py,input/arithmetic/1978.txt,'0\n1\n1','1\n0\n1'
a,fekjfwoeifjwu5gfd,third,first,second,sum,product,difference,"[0, 1]",f,❌,outputs/arithmetic/1978/0.py,input/arithmetic/1978.txt,'0\n-1\n1','1\n0\n-1'
a,fekjfwoeifjwu5gfd,third,first,second,sum,product,difference,"[100, 20]",f,❌,outputs/arithmetic/1978/0.py,input/arithmetic/1978.txt,'2000\n80\n120','120\n2000\n80'
a,fekjfwoeifjwu5gfd,third,first,second,difference,sum,product,"[3, 5]",f,❌,outputs/arithmetic/1982/0.py,input/arithmetic/1982.txt,'8\n15\n-2','8\n-2\n15'
a,fekjfwoeifjwu5gfd,third,first,second,difference,sum,product,"[7, 10]",f,❌,outputs/arithmetic/1982/0.py,input/arithmetic/1982.txt,'17\n70\n-3','17\n-3\n70'
a,fekjfwoeifjwu5gfd,third,first,second,difference,sum,product,"[0, 0]",p,✅,outputs/arithmetic/1982/0.py,input/arithmetic/1982.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,difference,sum,product,"[1, 0]",f,❌,outputs/arithmetic/1982/0.py,input/arithmetic/1982.txt,'1\n0\n1','1\n1\n0'
a,fekjfwoeifjwu5gfd,third,first,second,difference,sum,product,"[0, 1]",f,❌,outputs/arithmetic/1982/0.py,input/arithmetic/1982.txt,'1\n0\n-1','1\n-1\n0'
a,fekjfwoeifjwu5gfd,third,first,second,difference,sum,product,"[100, 20]",f,❌,outputs/arithmetic/1982/0.py,input/arithmetic/1982.txt,'120\n2000\n80','120\n80\n2000'
a,fekjfwoeifjwu5gfd,third,first,second,difference,product,sum,"[3, 5]",f,❌,outputs/arithmetic/1986/0.py,input/arithmetic/1986.txt,'15\n8\n-2','8\n-2\n15'
a,fekjfwoeifjwu5gfd,third,first,second,difference,product,sum,"[7, 10]",f,❌,outputs/arithmetic/1986/0.py,input/arithmetic/1986.txt,'70\n17\n-3','17\n-3\n70'
a,fekjfwoeifjwu5gfd,third,first,second,difference,product,sum,"[0, 0]",p,✅,outputs/arithmetic/1986/0.py,input/arithmetic/1986.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,difference,product,sum,"[1, 0]",f,❌,outputs/arithmetic/1986/0.py,input/arithmetic/1986.txt,'0\n1\n1','1\n1\n0'
a,fekjfwoeifjwu5gfd,third,first,second,difference,product,sum,"[0, 1]",f,❌,outputs/arithmetic/1986/0.py,input/arithmetic/1986.txt,'0\n1\n-1','1\n-1\n0'
a,fekjfwoeifjwu5gfd,third,first,second,difference,product,sum,"[100, 20]",f,❌,outputs/arithmetic/1986/0.py,input/arithmetic/1986.txt,'2000\n120\n80','120\n80\n2000'
a,fekjfwoeifjwu5gfd,third,first,second,product,sum,difference,"[3, 5]",p,✅,outputs/arithmetic/1990/0.py,input/arithmetic/1990.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,sum,difference,"[7, 10]",p,✅,outputs/arithmetic/1990/0.py,input/arithmetic/1990.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,sum,difference,"[0, 0]",p,✅,outputs/arithmetic/1990/0.py,input/arithmetic/1990.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,sum,difference,"[1, 0]",p,✅,outputs/arithmetic/1990/0.py,input/arithmetic/1990.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,sum,difference,"[0, 1]",p,✅,outputs/arithmetic/1990/0.py,input/arithmetic/1990.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,sum,difference,"[100, 20]",p,✅,outputs/arithmetic/1990/0.py,input/arithmetic/1990.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,difference,sum,"[3, 5]",f,❌,outputs/arithmetic/1992/0.py,input/arithmetic/1992.txt,'-2\n8\n15','8\n-2\n15'
a,fekjfwoeifjwu5gfd,third,first,second,product,difference,sum,"[7, 10]",f,❌,outputs/arithmetic/1992/0.py,input/arithmetic/1992.txt,'-3\n17\n70','17\n-3\n70'
a,fekjfwoeifjwu5gfd,third,first,second,product,difference,sum,"[0, 0]",p,✅,outputs/arithmetic/1992/0.py,input/arithmetic/1992.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,difference,sum,"[1, 0]",p,✅,outputs/arithmetic/1992/0.py,input/arithmetic/1992.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,difference,sum,"[0, 1]",f,❌,outputs/arithmetic/1992/0.py,input/arithmetic/1992.txt,'-1\n1\n0','1\n-1\n0'
a,fekjfwoeifjwu5gfd,third,first,second,product,difference,sum,"[100, 20]",f,❌,outputs/arithmetic/1992/0.py,input/arithmetic/1992.txt,'80\n120\n2000','120\n80\n2000'
a,fekjfwoeifjwu5gfd,third,second,first,sum,difference,product,"[3, 5]",f,❌,outputs/arithmetic/2030/0.py,input/arithmetic/2030.txt,'15\n-2\n8','8\n-2\n15'
a,fekjfwoeifjwu5gfd,third,second,first,sum,difference,product,"[7, 10]",f,❌,outputs/arithmetic/2030/0.py,input/arithmetic/2030.txt,'70\n-3\n17','17\n-3\n70'
a,fekjfwoeifjwu5gfd,third,second,first,sum,difference,product,"[0, 0]",p,✅,outputs/arithmetic/2030/0.py,input/arithmetic/2030.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,sum,difference,product,"[1, 0]",f,❌,outputs/arithmetic/2030/0.py,input/arithmetic/2030.txt,'0\n1\n1','1\n1\n0'
a,fekjfwoeifjwu5gfd,third,second,first,sum,difference,product,"[0, 1]",f,❌,outputs/arithmetic/2030/0.py,input/arithmetic/2030.txt,'0\n-1\n1','1\n-1\n0'
a,fekjfwoeifjwu5gfd,third,second,first,sum,difference,product,"[100, 20]",f,❌,outputs/arithmetic/2030/0.py,input/arithmetic/2030.txt,'2000\n80\n120','120\n80\n2000'
a,fekjfwoeifjwu5gfd,third,second,first,sum,product,difference,"[3, 5]",f,❌,outputs/arithmetic/2032/0.py,input/arithmetic/2032.txt,'-2\n15\n8','8\n15\n-2'
a,fekjfwoeifjwu5gfd,third,second,first,sum,product,difference,"[7, 10]",f,❌,outputs/arithmetic/2032/0.py,input/arithmetic/2032.txt,'-3\n70\n17','17\n70\n-3'
a,fekjfwoeifjwu5gfd,third,second,first,sum,product,difference,"[0, 0]",p,✅,outputs/arithmetic/2032/0.py,input/arithmetic/2032.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,sum,product,difference,"[1, 0]",p,✅,outputs/arithmetic/2032/0.py,input/arithmetic/2032.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,sum,product,difference,"[0, 1]",f,❌,outputs/arithmetic/2032/0.py,input/arithmetic/2032.txt,'-1\n0\n1','1\n0\n-1'
a,fekjfwoeifjwu5gfd,third,second,first,sum,product,difference,"[100, 20]",f,❌,outputs/arithmetic/2032/0.py,input/arithmetic/2032.txt,'80\n2000\n120','120\n2000\n80'
a,fekjfwoeifjwu5gfd,third,second,first,difference,sum,product,"[3, 5]",f,❌,outputs/arithmetic/2036/0.py,input/arithmetic/2036.txt,'15\n8\n-2','8\n-2\n15'
a,fekjfwoeifjwu5gfd,third,second,first,difference,sum,product,"[7, 10]",f,❌,outputs/arithmetic/2036/0.py,input/arithmetic/2036.txt,'70\n17\n-3','17\n-3\n70'
a,fekjfwoeifjwu5gfd,third,second,first,difference,sum,product,"[0, 0]",p,✅,outputs/arithmetic/2036/0.py,input/arithmetic/2036.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,difference,sum,product,"[1, 0]",f,❌,outputs/arithmetic/2036/0.py,input/arithmetic/2036.txt,'0\n1\n1','1\n1\n0'
a,fekjfwoeifjwu5gfd,third,second,first,difference,sum,product,"[0, 1]",f,❌,outputs/arithmetic/2036/0.py,input/arithmetic/2036.txt,'0\n1\n-1','1\n-1\n0'
a,fekjfwoeifjwu5gfd,third,second,first,difference,sum,product,"[100, 20]",f,❌,outputs/arithmetic/2036/0.py,input/arithmetic/2036.txt,'2000\n120\n80','120\n80\n2000'
a,fekjfwoeifjwu5gfd,third,second,first,difference,product,sum,"[3, 5]",f,❌,outputs/arithmetic/2040/0.py,input/arithmetic/2040.txt,'8\n15\n-2','8\n15'
a,fekjfwoeifjwu5gfd,third,second,first,difference,product,sum,"[7, 10]",f,❌,outputs/arithmetic/2040/0.py,input/arithmetic/2040.txt,'17\n70\n-3','17\n70'
a,fekjfwoeifjwu5gfd,third,second,first,difference,product,sum,"[0, 0]",f,❌,outputs/arithmetic/2040/0.py,input/arithmetic/2040.txt,'0\n0\n0','0\n0'
a,fekjfwoeifjwu5gfd,third,second,first,difference,product,sum,"[1, 0]",f,❌,outputs/arithmetic/2040/0.py,input/arithmetic/2040.txt,'1\n0\n1','1\n0'
a,fekjfwoeifjwu5gfd,third,second,first,difference,product,sum,"[0, 1]",f,❌,outputs/arithmetic/2040/0.py,input/arithmetic/2040.txt,'1\n0\n-1','1\n0'
a,fekjfwoeifjwu5gfd,third,second,first,difference,product,sum,"[100, 20]",f,❌,outputs/arithmetic/2040/0.py,input/arithmetic/2040.txt,'120\n2000\n80','120\n2000'
a,fekjfwoeifjwu5gfd,third,second,first,product,sum,difference,"[3, 5]",f,❌,outputs/arithmetic/2044/0.py,input/arithmetic/2044.txt,'-2\n8\n15','8\n-2\n15'
a,fekjfwoeifjwu5gfd,third,second,first,product,sum,difference,"[7, 10]",f,❌,outputs/arithmetic/2044/0.py,input/arithmetic/2044.txt,'-3\n17\n70','17\n-3\n70'
a,fekjfwoeifjwu5gfd,third,second,first,product,sum,difference,"[0, 0]",p,✅,outputs/arithmetic/2044/0.py,input/arithmetic/2044.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,sum,difference,"[1, 0]",p,✅,outputs/arithmetic/2044/0.py,input/arithmetic/2044.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,sum,difference,"[0, 1]",f,❌,outputs/arithmetic/2044/0.py,input/arithmetic/2044.txt,'-1\n1\n0','1\n-1\n0'
a,fekjfwoeifjwu5gfd,third,second,first,product,sum,difference,"[100, 20]",f,❌,outputs/arithmetic/2044/0.py,input/arithmetic/2044.txt,'80\n120\n2000','120\n80\n2000'
a,fekjfwoeifjwu5gfd,third,second,first,product,difference,sum,"[3, 5]",p,✅,outputs/arithmetic/2046/0.py,input/arithmetic/2046.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,difference,sum,"[7, 10]",p,✅,outputs/arithmetic/2046/0.py,input/arithmetic/2046.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,difference,sum,"[0, 0]",p,✅,outputs/arithmetic/2046/0.py,input/arithmetic/2046.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,difference,sum,"[1, 0]",p,✅,outputs/arithmetic/2046/0.py,input/arithmetic/2046.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,difference,sum,"[0, 1]",p,✅,outputs/arithmetic/2046/0.py,input/arithmetic/2046.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,difference,sum,"[100, 20]",p,✅,outputs/arithmetic/2046/0.py,input/arithmetic/2046.txt,,
b,a,first,second,third,sum,difference,product,"[3, 5]",f,❌,outputs/arithmetic/2327/0.py,input/arithmetic/2327.txt,'8\n-2\n15','8\n2\n15'
b,a,first,second,third,sum,difference,product,"[7, 10]",f,❌,outputs/arithmetic/2327/0.py,input/arithmetic/2327.txt,'17\n-3\n70','17\n3\n70'
b,a,first,second,third,sum,difference,product,"[0, 0]",p,✅,outputs/arithmetic/2327/0.py,input/arithmetic/2327.txt,,
b,a,first,second,third,sum,difference,product,"[1, 0]",f,❌,outputs/arithmetic/2327/0.py,input/arithmetic/2327.txt,'1\n1\n0','1\n-1\n0'
b,a,first,second,third,sum,difference,product,"[0, 1]",f,❌,outputs/arithmetic/2327/0.py,input/arithmetic/2327.txt,'1\n-1\n0','1\n1\n0'
b,a,first,second,third,sum,difference,product,"[100, 20]",f,❌,outputs/arithmetic/2327/0.py,input/arithmetic/2327.txt,'120\n80\n2000','120\n-80\n2000'
b,a,first,second,third,sum,product,difference,"[3, 5]",f,❌,outputs/arithmetic/2329/0.py,input/arithmetic/2329.txt,'8\n15\n-2','8\n15\n2'
b,a,first,second,third,sum,product,difference,"[7, 10]",f,❌,outputs/arithmetic/2329/0.py,input/arithmetic/2329.txt,'17\n70\n-3','17\n70\n3'
b,a,first,second,third,sum,product,difference,"[0, 0]",p,✅,outputs/arithmetic/2329/0.py,input/arithmetic/2329.txt,,
b,a,first,second,third,sum,product,difference,"[1, 0]",f,❌,outputs/arithmetic/2329/0.py,input/arithmetic/2329.txt,'1\n0\n1','1\n0\n-1'
b,a,first,second,third,sum,product,difference,"[0, 1]",f,❌,outputs/arithmetic/2329/0.py,input/arithmetic/2329.txt,'1\n0\n-1','1\n0\n1'
b,a,first,second,third,sum,product,difference,"[100, 20]",f,❌,outputs/arithmetic/2329/0.py,input/arithmetic/2329.txt,'120\n2000\n80','120\n2000\n-80'
b,a,first,second,third,difference,sum,product,"[3, 5]",f,❌,outputs/arithmetic/2333/0.py,input/arithmetic/2333.txt,'-2\n8\n15','2\n8\n15'
b,a,first,second,third,difference,sum,product,"[7, 10]",f,❌,outputs/arithmetic/2333/0.py,input/arithmetic/2333.txt,'-3\n17\n70','3\n17\n70'
b,a,first,second,third,difference,sum,product,"[0, 0]",p,✅,outputs/arithmetic/2333/0.py,input/arithmetic/2333.txt,,
b,a,first,second,third,difference,sum,product,"[1, 0]",f,❌,outputs/arithmetic/2333/0.py,input/arithmetic/2333.txt,'1\n1\n0','-1\n1\n0'
b,a,first,second,third,difference,sum,product,"[0, 1]",f,❌,outputs/arithmetic/2333/0.py,input/arithmetic/2333.txt,'-1\n1\n0','1\n1\n0'
b,a,first,second,third,difference,sum,product,"[100, 20]",f,❌,outputs/arithmetic/2333/0.py,input/arithmetic/2333.txt,'80\n120\n2000','-80\n120\n2000'
b,a,first,second,third,difference,product,sum,"[3, 5]",f,❌,outputs/arithmetic/2337/0.py,input/arithmetic/2337.txt,'-2\n15\n8','2\n15'
b,a,first,second,third,difference,product,sum,"[7, 10]",f,❌,outputs/arithmetic/2337/0.py,input/arithmetic/2337.txt,'-3\n70\n17','3\n70'
b,a,first,second,third,difference,product,sum,"[0, 0]",f,❌,outputs/arithmetic/2337/0.py,input/arithmetic/2337.txt,'0\n0\n0','0\n0'
b,a,first,second,third,difference,product,sum,"[1, 0]",f,❌,outputs/arithmetic/2337/0.py,input/arithmetic/2337.txt,'1\n0\n1','-1\n0'
b,a,first,second,third,difference,product,sum,"[0, 1]",f,❌,outputs/arithmetic/2337/0.py,input/arithmetic/2337.txt,'-1\n0\n1','1\n0'
b,a,first,second,third,difference,product,sum,"[100, 20]",f,❌,outputs/arithmetic/2337/0.py,input/arithmetic/2337.txt,'80\n2000\n120','-80\n2000'
b,a,first,second,third,product,sum,difference,"[3, 5]",f,❌,outputs/arithmetic/2341/0.py,input/arithmetic/2341.txt,'15\n8\n-2','15\n8\n2'
b,a,first,second,third,product,sum,difference,"[7, 10]",f,❌,outputs/arithmetic/2341/0.py,input/arithmetic/2341.txt,'70\n17\n-3','70\n17\n3'
b,a,first,second,third,product,sum,difference,"[0, 0]",p,✅,outputs/arithmetic/2341/0.py,input/arithmetic/2341.txt,,
b,a,first,second,third,product,sum,difference,"[1, 0]",f,❌,outputs/arithmetic/2341/0.py,input/arithmetic/2341.txt,'0\n1\n1','0\n1\n-1'
b,a,first,second,third,product,sum,difference,"[0, 1]",f,❌,outputs/arithmetic/2341/0.py,input/arithmetic/2341.txt,'0\n1\n-1','0\n1\n1'
b,a,first,second,third,product,sum,difference,"[100, 20]",f,❌,outputs/arithmetic/2341/0.py,input/arithmetic/2341.txt,'2000\n120\n80','2000\n120\n-80'
b,a,first,second,third,product,difference,sum,"[3, 5]",f,❌,outputs/arithmetic/2343/0.py,input/arithmetic/2343.txt,'15\n-2\n8','8\n2\n15'
b,a,first,second,third,product,difference,sum,"[7, 10]",f,❌,outputs/arithmetic/2343/0.py,input/arithmetic/2343.txt,'70\n-3\n17','17\n3\n70'
b,a,first,second,third,product,difference,sum,"[0, 0]",p,✅,outputs/arithmetic/2343/0.py,input/arithmetic/2343.txt,,
b,a,first,second,third,product,difference,sum,"[1, 0]",f,❌,outputs/arithmetic/2343/0.py,input/arithmetic/2343.txt,'0\n1\n1','1\n-1\n0'
b,a,first,second,third,product,difference,sum,"[0, 1]",f,❌,outputs/arithmetic/2343/0.py,input/arithmetic/2343.txt,'0\n-1\n1','1\n1\n0'
b,a,first,second,third,product,difference,sum,"[100, 20]",f,❌,outputs/arithmetic/2343/0.py,input/arithmetic/2343.txt,'2000\n80\n120','120\n-80\n2000'
b,a,first,third,second,sum,difference,product,"[3, 5]",f,❌,outputs/arithmetic/2381/0.py,input/arithmetic/2381.txt,'8\n15\n-2','8\n2\n15'
b,a,first,third,second,sum,difference,product,"[7, 10]",f,❌,outputs/arithmetic/2381/0.py,input/arithmetic/2381.txt,'17\n70\n-3','17\n3\n70'
b,a,first,third,second,sum,difference,product,"[0, 0]",p,✅,outputs/arithmetic/2381/0.py,input/arithmetic/2381.txt,,
b,a,first,third,second,sum,difference,product,"[1, 0]",f,❌,outputs/arithmetic/2381/0.py,input/arithmetic/2381.txt,'1\n0\n1','1\n-1\n0'
b,a,first,third,second,sum,difference,product,"[0, 1]",f,❌,outputs/arithmetic/2381/0.py,input/arithmetic/2381.txt,'1\n0\n-1','1\n1\n0'
b,a,first,third,second,sum,difference,product,"[100, 20]",f,❌,outputs/arithmetic/2381/0.py,input/arithmetic/2381.txt,'120\n2000\n80','120\n-80\n2000'
b,a,first,third,second,sum,product,difference,"[3, 5]",f,❌,outputs/arithmetic/2383/0.py,input/arithmetic/2383.txt,'8\n-2\n15','8\n2\n15'
b,a,first,third,second,sum,product,difference,"[7, 10]",f,❌,outputs/arithmetic/2383/0.py,input/arithmetic/2383.txt,'17\n-3\n70','17\n3\n70'
b,a,first,third,second,sum,product,difference,"[0, 0]",p,✅,outputs/arithmetic/2383/0.py,input/arithmetic/2383.txt,,
b,a,first,third,second,sum,product,difference,"[1, 0]",f,❌,outputs/arithmetic/2383/0.py,input/arithmetic/2383.txt,'1\n1\n0','1\n-1\n0'
b,a,first,third,second,sum,product,difference,"[0, 1]",f,❌,outputs/arithmetic/2383/0.py,input/arithmetic/2383.txt,'1\n-1\n0','1\n1\n0'
b,a,first,third,second,sum,product,difference,"[100, 20]",f,❌,outputs/arithmetic/2383/0.py,input/arithmetic/2383.txt,'120\n80\n2000','120\n-80\n2000'
b,a,first,third,second,difference,sum,product,"[3, 5]",f,❌,outputs/arithmetic/2387/0.py,input/arithmetic/2387.txt,'-2\n15\n8','2\n8\n15'
b,a,first,third,second,difference,sum,product,"[7, 10]",f,❌,outputs/arithmetic/2387/0.py,input/arithmetic/2387.txt,'-3\n70\n17','3\n17\n70'
b,a,first,third,second,difference,sum,product,"[0, 0]",p,✅,outputs/arithmetic/2387/0.py,input/arithmetic/2387.txt,,
b,a,first,third,second,difference,sum,product,"[1, 0]",f,❌,outputs/arithmetic/2387/0.py,input/arithmetic/2387.txt,'1\n0\n1','-1\n1\n0'
b,a,first,third,second,difference,sum,product,"[0, 1]",f,❌,outputs/arithmetic/2387/0.py,input/arithmetic/2387.txt,'-1\n0\n1','1\n1\n0'
b,a,first,third,second,difference,sum,product,"[100, 20]",f,❌,outputs/arithmetic/2387/0.py,input/arithmetic/2387.txt,'80\n2000\n120','-80\n120\n2000'
b,a,first,third,second,difference,product,sum,"[3, 5]",f,❌,outputs/arithmetic/2391/0.py,input/arithmetic/2391.txt,'-2\n8\n15','2\n8\n15'
b,a,first,third,second,difference,product,sum,"[7, 10]",f,❌,outputs/arithmetic/2391/0.py,input/arithmetic/2391.txt,'-3\n17\n70','3\n17\n70'
b,a,first,third,second,difference,product,sum,"[0, 0]",p,✅,outputs/arithmetic/2391/0.py,input/arithmetic/2391.txt,,
b,a,first,third,second,difference,product,sum,"[1, 0]",f,❌,outputs/arithmetic/2391/0.py,input/arithmetic/2391.txt,'1\n1\n0','-1\n1\n0'
b,a,first,third,second,difference,product,sum,"[0, 1]",f,❌,outputs/arithmetic/2391/0.py,input/arithmetic/2391.txt,'-1\n1\n0','1\n1\n0'
b,a,first,third,second,difference,product,sum,"[100, 20]",f,❌,outputs/arithmetic/2391/0.py,input/arithmetic/2391.txt,'80\n120\n2000','-80\n120\n2000'
b,a,first,third,second,product,sum,difference,"[3, 5]",f,❌,outputs/arithmetic/2395/0.py,input/arithmetic/2395.txt,'15\n-2\n8','8\n2\n15'
b,a,first,third,second,product,sum,difference,"[7, 10]",f,❌,outputs/arithmetic/2395/0.py,input/arithmetic/2395.txt,'70\n-3\n17','17\n3\n70'
b,a,first,third,second,product,sum,difference,"[0, 0]",p,✅,outputs/arithmetic/2395/0.py,input/arithmetic/2395.txt,,
b,a,first,third,second,product,sum,difference,"[1, 0]",f,❌,outputs/arithmetic/2395/0.py,input/arithmetic/2395.txt,'0\n1\n1','1\n-1\n0'
b,a,first,third,second,product,sum,difference,"[0, 1]",f,❌,outputs/arithmetic/2395/0.py,input/arithmetic/2395.txt,'0\n-1\n1','1\n1\n0'
b,a,first,third,second,product,sum,difference,"[100, 20]",f,❌,outputs/arithmetic/2395/0.py,input/arithmetic/2395.txt,'2000\n80\n120','120\n-80\n2000'
b,a,first,third,second,product,difference,sum,"[3, 5]",f,❌,outputs/arithmetic/2397/0.py,input/arithmetic/2397.txt,'15\n8\n-2','8\n2\n15'
b,a,first,third,second,product,difference,sum,"[7, 10]",f,❌,outputs/arithmetic/2397/0.py,input/arithmetic/2397.txt,'70\n17\n-3','17\n3\n70'
b,a,first,third,second,product,difference,sum,"[0, 0]",p,✅,outputs/arithmetic/2397/0.py,input/arithmetic/2397.txt,,
b,a,first,third,second,product,difference,sum,"[1, 0]",f,❌,outputs/arithmetic/2397/0.py,input/arithmetic/2397.txt,'0\n1\n1','1\n-1\n0'
b,a,first,third,second,product,difference,sum,"[0, 1]",f,❌,outputs/arithmetic/2397/0.py,input/arithmetic/2397.txt,'0\n1\n-1','1\n1\n0'
b,a,first,third,second,product,difference,sum,"[100, 20]",f,❌,outputs/arithmetic/2397/0.py,input/arithmetic/2397.txt,'2000\n120\n80','120\n-80\n2000'
b,a,second,first,third,sum,difference,product,"[3, 5]",f,❌,outputs/arithmetic/2489/0.py,input/arithmetic/2489.txt,'-2\n8\n15','8\n2\n15'
b,a,second,first,third,sum,difference,product,"[7, 10]",f,❌,outputs/arithmetic/2489/0.py,input/arithmetic/2489.txt,'-3\n17\n70','17\n3\n70'
b,a,second,first,third,sum,difference,product,"[0, 0]",p,✅,outputs/arithmetic/2489/0.py,input/arithmetic/2489.txt,,
b,a,second,first,third,sum,difference,product,"[1, 0]",f,❌,outputs/arithmetic/2489/0.py,input/arithmetic/2489.txt,'1\n1\n0','1\n-1\n0'
b,a,second,first,third,sum,difference,product,"[0, 1]",f,❌,outputs/arithmetic/2489/0.py,input/arithmetic/2489.txt,'-1\n1\n0','1\n1\n0'
b,a,second,first,third,sum,difference,product,"[100, 20]",f,❌,outputs/arithmetic/2489/0.py,input/arithmetic/2489.txt,'80\n120\n2000','120\n-80\n2000'
b,a,second,first,third,sum,product,difference,"[3, 5]",f,❌,outputs/arithmetic/2491/0.py,input/arithmetic/2491.txt,'15\n8\n-2','8\n15\n2'
b,a,second,first,third,sum,product,difference,"[7, 10]",f,❌,outputs/arithmetic/2491/0.py,input/arithmetic/2491.txt,'70\n17\n-3','17\n70\n3'
b,a,second,first,third,sum,product,difference,"[0, 0]",p,✅,outputs/arithmetic/2491/0.py,input/arithmetic/2491.txt,,
b,a,second,first,third,sum,product,difference,"[1, 0]",f,❌,outputs/arithmetic/2491/0.py,input/arithmetic/2491.txt,'0\n1\n1','1\n0\n-1'
b,a,second,first,third,sum,product,difference,"[0, 1]",f,❌,outputs/arithmetic/2491/0.py,input/arithmetic/2491.txt,'0\n1\n-1','1\n0\n1'
b,a,second,first,third,sum,product,difference,"[100, 20]",f,❌,outputs/arithmetic/2491/0.py,input/arithmetic/2491.txt,'2000\n120\n80','120\n2000\n-80'
b,a,second,first,third,difference,sum,product,"[3, 5]",f,❌,outputs/arithmetic/2495/0.py,input/arithmetic/2495.txt,'8\n-2\n15','8\n2\n15'
b,a,second,first,third,difference,sum,product,"[7, 10]",f,❌,outputs/arithmetic/2495/0.py,input/arithmetic/2495.txt,'17\n-3\n70','17\n3\n70'
