ret_index,cmp_index,cmp,func_name,result_emojis,result,model_input,failed_inputs,errors,incoder_result,incoder_result_emojis,errors,failed_inputs,codeparrot_result,codeparrot_result_emojis,errors,failed_inputs
third,first,smallest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/144.txt,[],[],eefffffff,💀💀❌❌❌❌❌❌❌,"[""list index out of range"", ""list index out of range""]","[[""59"", ""72""], [""22"", ""20""], [""27"", ""89""], [""73"", ""80""], [""98"", ""34""], [""16"", ""14""], [""47"", ""75""]]",eeeeeeeee,💀💀💀💀💀💀💀💀💀,"[""'tuple' object is not callable"", ""'tuple' object is not callable"", ""'tuple' object is not callable"", ""'tuple' object is not callable"", ""'tuple' object is not callable"", ""'tuple' object is not callable"", ""'tuple' object is not callable"", ""'tuple' object is not callable"", ""'tuple' object is not callable""]",[]
third,first,smallest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/145.txt,[],[],ppppppppp,✅✅✅✅✅✅✅✅✅,[],[],fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""(90, 98, 85, 2, 7, 17, 98, 21, 46, 74, 41, 72)""], [""62"", ""(97, 16, 89, 99, 93, 14, 87, 50, 9, 10, 87, 43)""], [""49"", ""(5, 14, 49, 26, 47, 22, 63, 29, 82, 18, 90, 37)""], [""41"", ""(58, 94, 7, 0, 4, 94, 47, 99, 21, 53, 89, 69)""], [""55"", ""(83, 100, 50, 31, 47, 72, 98, 90, 59, 91, 35, 99)""], [""92"", ""(51, 61, 92, 95, 74, 31, 94, 26, 49, 99, 52, 44)""], [""65"", ""(73, 84, 6, 21, 23, 16, 94, 43, 33, 1, 55, 75)""], [""36"", ""(12, 42, 68, 94, 69, 0, 70, 82, 19, 26, 48, 84)""], [""95"", ""(10, 33, 59, 2, 86, 50, 85, 24, 48, 13, 64, 0)""]]"
third,first,smallest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/146.txt,[],[],ppppppppp,✅✅✅✅✅✅✅✅✅,[],[],fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""90""], [""62"", ""97""], [""49"", ""5""], [""41"", ""58""], [""55"", ""83""], [""92"", ""51""], [""65"", ""73""], [""36"", ""12""], [""95"", ""10""]]"
third,first,smallest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/147.txt,[],[],eefffffff,💀💀❌❌❌❌❌❌❌,"[""list index out of range"", ""list index out of range""]","[[""59"", ""(31, 36, 59, 63, 32, 79, 1, 56, 65, 98, 88, 84)""], [""22"", ""(98, 38, 42, 19, 20, 19, 23, 36, 3, 66, 56, 68)""], [""27"", ""(3, 80, 27, 94, 4, 69, 82, 16, 82, 87, 37, 5)""], [""73"", ""(72, 80, 61, 59, 48, 23, 94, 66, 89, 9, 65, 1)""], [""98"", ""(4, 31, 49, 49, 22, 75, 12, 15, 92, 58, 59, 49)""], [""16"", ""(87, 78, 23, 2, 56, 3, 35, 44, 77, 68, 37, 79)""], [""47"", ""(72, 7, 47, 74, 48, 83, 40, 44, 51, 24, 9, 81)""]]",fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""90""], [""62"", ""97""], [""49"", ""5""], [""41"", ""58""], [""55"", ""83""], [""92"", ""51""], [""65"", ""73""], [""36"", ""12""], [""95"", ""10""]]"
third,first,smallest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/148.txt,[],[],eefffffff,💀💀❌❌❌❌❌❌❌,"[""list index out of range"", ""list index out of range""]","[[""59"", ""(100, 72, 57, 2, 19, 82, 73, 25, 5, 28, 87, 0)""], [""22"", ""(47, 20, 12, 77, 7, 83, 59, 28, 85, 31, 59, 41)""], [""27"", ""(30, 89, 18, 74, 51, 43, 2, 98, 69, 48, 31, 73)""], [""73"", ""(72, 80, 61, 59, 48, 23, 94, 66, 89, 9, 65, 1)""], [""98"", ""(6, 34, 69, 17, 89, 39, 74, 13, 13, 1, 1, 26)""], [""16"", ""(26, 14, 42, 98, 80, 57, 5, 96, 56, 89, 69, 70)""], [""47"", ""(67, 75, 31, 73, 57, 49, 62, 40, 16, 35, 76, 3)""]]",fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""90""], [""62"", ""97""], [""49"", ""5""], [""41"", ""58""], [""55"", ""83""], [""92"", ""51""], [""65"", ""73""], [""36"", ""12""], [""95"", ""10""]]"
third,first,smallest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/149.txt,[],[],ppppppppp,✅✅✅✅✅✅✅✅✅,[],[],fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""90""], [""62"", ""97""], [""49"", ""5""], [""41"", ""40""], [""55"", ""36""], [""92"", ""49""], [""65"", ""41""], [""36"", ""12""], [""95"", ""61""]]"
third,first,largest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/150.txt,[],[],eefffffff,💀💀❌❌❌❌❌❌❌,"[""list index out of range"", ""list index out of range""]","[[""57"", ""72""], [""42"", ""20""], [""64"", ""89""], [""87"", ""80""], [""41"", ""34""], [""57"", ""14""], [""74"", ""75""]]",fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""90""], [""89"", ""97""], [""26"", ""5""], [""84"", ""58""], [""11"", ""83""], [""17"", ""51""], [""4"", ""73""], [""13"", ""12""], [""28"", ""10""]]"
third,first,largest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/151.txt,[],[],ppppppppp,✅✅✅✅✅✅✅✅✅,[],[],fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""90""], [""89"", ""97""], [""26"", ""5""], [""84"", ""58""], [""11"", ""83""], [""17"", ""51""], [""4"", ""73""], [""13"", ""12""], [""28"", ""10""]]"
third,first,largest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/152.txt,[],[],ppppppppp,✅✅✅✅✅✅✅✅✅,[],[],fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""90""], [""89"", ""97""], [""26"", ""5""], [""84"", ""58""], [""11"", ""83""], [""17"", ""51""], [""4"", ""73""], [""13"", ""12""], [""28"", ""10""]]"
third,first,largest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/153.txt,[],[],ppppppppp,✅✅✅✅✅✅✅✅✅,[],[],fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""90""], [""89"", ""97""], [""26"", ""5""], [""84"", ""58""], [""11"", ""83""], [""17"", ""51""], [""4"", ""73""], [""13"", ""12""], [""28"", ""10""]]"
third,first,largest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/154.txt,[],[],eefffffff,💀💀❌❌❌❌❌❌❌,"[""list index out of range"", ""list index out of range""]","[[""57"", ""72""], [""42"", ""20""], [""64"", ""89""], [""87"", ""80""], [""41"", ""34""], [""57"", ""14""], [""74"", ""75""]]",fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""90""], [""89"", ""97""], [""26"", ""5""], [""84"", ""58""], [""11"", ""83""], [""17"", ""51""], [""4"", ""73""], [""13"", ""12""], [""28"", ""10""]]"
third,first,largest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/155.txt,[],[],ppppppppp,✅✅✅✅✅✅✅✅✅,[],[],fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""90""], [""89"", ""97""], [""26"", ""5""], [""84"", ""58""], [""11"", ""83""], [""17"", ""51""], [""4"", ""73""], [""13"", ""12""], [""28"", ""10""]]"
third,second,smallest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/156.txt,[],[],eefffffff,💀💀❌❌❌❌❌❌❌,"[""list index out of range"", ""list index out of range""]","[[""59"", ""72""], [""22"", ""20""], [""46"", ""89""], [""17"", ""80""], [""49"", ""34""], [""28"", ""14""], [""74"", ""75""]]",eeeeeeeee,💀💀💀💀💀💀💀💀💀,"[""'tuple' object is not callable"", ""'tuple' object is not callable"", ""'tuple' object is not callable"", ""'tuple' object is not callable"", ""'tuple' object is not callable"", ""'tuple' object is not callable"", ""'tuple' object is not callable"", ""'tuple' object is not callable"", ""'tuple' object is not callable""]",[]
third,second,smallest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/157.txt,[],[],eefffffff,💀💀❌❌❌❌❌❌❌,"[""list index out of range"", ""list index out of range""]","[[""59"", ""(100, 72, 57, 2, 19, 82, 73, 25, 5, 28, 87, 0)""], [""22"", ""(47, 20, 12, 77, 7, 83, 59, 28, 85, 31, 59, 41)""], [""46"", ""(30, 89, 18, 74, 51, 43, 2, 98, 69, 48, 31, 73)""], [""17"", ""(72, 80, 61, 59, 48, 23, 94, 66, 89, 9, 65, 1)""], [""49"", ""(6, 34, 69, 17, 89, 39, 74, 13, 13, 1, 1, 26)""], [""28"", ""(26, 14, 42, 98, 80, 57, 5, 96, 56, 89, 69, 70)""], [""74"", ""(67, 75, 31, 73, 57, 49, 62, 40, 16, 35, 76, 3)""]]",fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""(90, 98, 85, 2, 7, 17, 98, 21, 46, 74, 41, 72)""], [""89"", ""(97, 16, 89, 99, 93, 14, 87, 50, 9, 10, 87, 43)""], [""49"", ""(5, 14, 49, 26, 47, 22, 63, 29, 82, 18, 90, 37)""], [""41"", ""(58, 94, 7, 0, 4, 94, 47, 99, 21, 53, 89, 69)""], [""93"", ""(83, 100, 50, 31, 47, 72, 98, 90, 59, 91, 35, 99)""], [""95"", ""(51, 61, 92, 95, 74, 31, 94, 26, 49, 99, 52, 44)""], [""34"", ""(73, 84, 6, 21, 23, 16, 94, 43, 33, 1, 55, 75)""], [""6"", ""(12, 42, 68, 94, 69, 0, 70, 82, 19, 26, 48, 84)""], [""77"", ""(10, 33, 59, 2, 86, 50, 85, 24, 48, 13, 64, 0)""]]"
third,second,smallest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/158.txt,[],[],eefffffff,💀💀❌❌❌❌❌❌❌,"[""list index out of range"", ""list index out of range""]","[[""59"", ""(31, 36, 59, 63, 32, 79, 1, 56, 65, 98, 88, 84)""], [""22"", ""(98, 38, 42, 19, 20, 19, 23, 36, 3, 66, 56, 68)""], [""46"", ""(3, 80, 27, 94, 4, 69, 82, 16, 82, 87, 37, 5)""], [""17"", ""(72, 80, 61, 59, 48, 23, 94, 66, 89, 9, 65, 1)""], [""49"", ""(4, 31, 49, 49, 22, 75, 12, 15, 92, 58, 59, 49)""], [""28"", ""(87, 78, 23, 2, 56, 3, 35, 44, 77, 68, 37, 79)""], [""74"", ""(72, 7, 47, 74, 48, 83, 40, 44, 51, 24, 9, 81)""]]",fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""98""], [""89"", ""16""], [""49"", ""14""], [""41"", ""94""], [""93"", ""100""], [""95"", ""61""], [""34"", ""84""], [""6"", ""42""], [""77"", ""33""]]"
third,second,smallest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/159.txt,[],[],pfppfffff,✅❌✅✅❌❌❌❌❌,[],"[[""70"", ""25""], [""46"", ""27""], [""17"", ""73""], [""49"", ""98""], [""28"", ""16""], [""74"", ""47""]]",fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""98""], [""89"", ""16""], [""49"", ""14""], [""41"", ""94""], [""93"", ""100""], [""95"", ""61""], [""34"", ""84""], [""6"", ""42""], [""77"", ""33""]]"
third,second,smallest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/160.txt,[],[],eefffffff,💀💀❌❌❌❌❌❌❌,"[""list index out of range"", ""list index out of range""]","[[""59"", ""(100, 72, 57, 2, 19, 82, 73, 25, 5, 28, 87, 0)""], [""22"", ""(47, 20, 12, 77, 7, 83, 59, 28, 85, 31, 59, 41)""], [""46"", ""(30, 89, 18, 74, 51, 43, 2, 98, 69, 48, 31, 73)""], [""17"", ""(72, 80, 61, 59, 48, 23, 94, 66, 89, 9, 65, 1)""], [""49"", ""(6, 34, 69, 17, 89, 39, 74, 13, 13, 1, 1, 26)""], [""28"", ""(26, 14, 42, 98, 80, 57, 5, 96, 56, 89, 69, 70)""], [""74"", ""(67, 75, 31, 73, 57, 49, 62, 40, 16, 35, 76, 3)""]]",fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""98""], [""89"", ""16""], [""49"", ""14""], [""41"", ""94""], [""93"", ""100""], [""95"", ""61""], [""34"", ""84""], [""6"", ""42""], [""77"", ""33""]]"
third,second,smallest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/161.txt,[],[],eefffffff,💀💀❌❌❌❌❌❌❌,"[""list index out of range"", ""list index out of range""]","[[""59"", ""(100, 72, 57, 2, 19, 82, 73, 25, 5, 28, 87, 0)""], [""22"", ""(47, 20, 12, 77, 7, 83, 59, 28, 85, 31, 59, 41)""], [""46"", ""(30, 89, 18, 74, 51, 43, 2, 98, 69, 48, 31, 73)""], [""17"", ""(72, 80, 61, 59, 48, 23, 94, 66, 89, 9, 65, 1)""], [""49"", ""(6, 34, 69, 17, 89, 39, 74, 13, 13, 1, 1, 26)""], [""28"", ""(26, 14, 42, 98, 80, 57, 5, 96, 56, 89, 69, 70)""], [""74"", ""(67, 75, 31, 73, 57, 49, 62, 40, 16, 35, 76, 3)""]]",fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""98""], [""89"", ""16""], [""49"", ""14""], [""41"", ""1""], [""93"", ""1""], [""95"", ""28""], [""34"", ""21""], [""6"", ""4""], [""77"", ""1""]]"
third,second,largest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/162.txt,[],[],ppppppppp,✅✅✅✅✅✅✅✅✅,[],[],fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""(90, 98, 85, 2, 7, 17, 98, 21, 46, 74, 41, 72)""], [""62"", ""(97, 16, 89, 99, 93, 14, 87, 50, 9, 10, 87, 43)""], [""75"", ""(5, 14, 49, 26, 47, 22, 63, 29, 82, 18, 90, 37)""], [""7"", ""(58, 94, 7, 0, 4, 94, 47, 99, 21, 53, 89, 69)""], [""50"", ""(83, 100, 50, 31, 47, 72, 98, 90, 59, 91, 35, 99)""], [""87"", ""(51, 61, 92, 95, 74, 31, 94, 26, 49, 99, 52, 44)""], [""49"", ""(73, 84, 6, 21, 23, 16, 94, 43, 33, 1, 55, 75)""], [""15"", ""(12, 42, 68, 94, 69, 0, 70, 82, 19, 26, 48, 84)""], [""28"", ""(10, 33, 59, 2, 86, 50, 85, 24, 48, 13, 64, 0)""]]"
third,second,largest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/163.txt,[],[],ppppppppp,✅✅✅✅✅✅✅✅✅,[],[],fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""(90, 98, 85, 2, 7, 17, 98, 21, 46, 74, 41, 72)""], [""62"", ""(97, 16, 89, 99, 93, 14, 87, 50, 9, 10, 87, 43)""], [""75"", ""(5, 14, 49, 26, 47, 22, 63, 29, 82, 18, 90, 37)""], [""7"", ""(58, 94, 7, 0, 4, 94, 47, 99, 21, 53, 89, 69)""], [""50"", ""(83, 100, 50, 31, 47, 72, 98, 90, 59, 91, 35, 99)""], [""87"", ""(51, 61, 92, 95, 74, 31, 94, 26, 49, 99, 52, 44)""], [""49"", ""(73, 84, 6, 21, 23, 16, 94, 43, 33, 1, 55, 75)""], [""15"", ""(12, 42, 68, 94, 69, 0, 70, 82, 19, 26, 48, 84)""], [""28"", ""(10, 33, 59, 2, 86, 50, 85, 24, 48, 13, 64, 0)""]]"
third,second,largest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/164.txt,[],[],fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""52"", ""None""], [""25"", ""None""], [""57"", ""None""], [""67"", ""None""], [""18"", ""None""], [""71"", ""None""], [""62"", ""None""], [""76"", ""None""], [""22"", ""None""]]",fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""98""], [""62"", ""16""], [""75"", ""14""], [""7"", ""94""], [""50"", ""100""], [""87"", ""61""], [""49"", ""84""], [""15"", ""42""], [""28"", ""33""]]"
third,second,largest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/165.txt,[],[],ppppppppp,✅✅✅✅✅✅✅✅✅,[],[],fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""98""], [""62"", ""16""], [""75"", ""14""], [""7"", ""94""], [""50"", ""100""], [""87"", ""61""], [""49"", ""84""], [""15"", ""42""], [""28"", ""33""]]"
third,second,largest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/166.txt,[],[],ppppppppp,✅✅✅✅✅✅✅✅✅,[],[],fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""98""], [""62"", ""16""], [""75"", ""14""], [""7"", ""94""], [""50"", ""100""], [""87"", ""61""], [""49"", ""84""], [""15"", ""42""], [""28"", ""33""]]"
third,second,largest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/167.txt,[],[],ppppppppp,✅✅✅✅✅✅✅✅✅,[],[],fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""98""], [""62"", ""16""], [""75"", ""14""], [""7"", ""94""], [""50"", ""100""], [""87"", ""61""], [""49"", ""84""], [""15"", ""42""], [""28"", ""33""]]"
third,third,smallest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/168.txt,[],[],eefffffff,💀💀❌❌❌❌❌❌❌,"[""list index out of range"", ""list index out of range""]","[[""57"", ""(100, 72, 57, 2, 19, 82, 73, 25, 5, 28, 87, 0)""], [""12"", ""(47, 20, 12, 77, 7, 83, 59, 28, 85, 31, 59, 41)""], [""18"", ""(30, 89, 18, 74, 51, 43, 2, 98, 69, 48, 31, 73)""], [""17"", ""(72, 80, 61, 59, 48, 23, 94, 66, 89, 9, 65, 1)""], [""41"", ""(6, 34, 69, 17, 89, 39, 74, 13, 13, 1, 1, 26)""], [""16"", ""(26, 14, 42, 98, 80, 57, 5, 96, 56, 89, 69, 70)""], [""0"", ""(67, 75, 31, 73, 57, 49, 62, 40, 16, 35, 76, 3)""]]",fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""98""], [""62"", ""16""], [""26"", ""14""], [""7"", ""94""], [""11"", ""100""], [""17"", ""61""], [""4"", ""84""], [""6"", ""42""], [""28"", ""33""]]"
third,third,smallest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/169.txt,[],[],ppfffffpf,✅✅❌❌❌❌❌✅❌,[],"[[""57"", ""59""], [""12"", ""22""], [""18"", ""27""], [""17"", ""73""], [""41"", ""98""], [""0"", ""47""]]",fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""(90, 98, 85, 2, 7, 17, 98, 21, 46, 74, 41, 72)""], [""62"", ""(97, 16, 89, 99, 93, 14, 87, 50, 9, 10, 87, 43)""], [""26"", ""(5, 14, 49, 26, 47, 22, 63, 29, 82, 18, 90, 37)""], [""7"", ""(58, 94, 7, 0, 4, 94, 47, 99, 21, 53, 89, 69)""], [""11"", ""(83, 100, 50, 31, 47, 72, 98, 90, 59, 91, 35, 99)""], [""17"", ""(51, 61, 92, 95, 74, 31, 94, 26, 49, 99, 52, 44)""], [""4"", ""(73, 84, 6, 21, 23, 16, 94, 43, 33, 1, 55, 75)""], [""6"", ""(12, 42, 68, 94, 69, 0, 70, 82, 19, 26, 48, 84)""], [""28"", ""(10, 33, 59, 2, 86, 50, 85, 24, 48, 13, 64, 0)""]]"
third,third,smallest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/170.txt,[],[],ppfffffpf,✅✅❌❌❌❌❌✅❌,[],"[[""57"", ""59""], [""12"", ""22""], [""18"", ""27""], [""17"", ""73""], [""41"", ""98""], [""0"", ""47""]]",fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""(90, 98, 85, 2, 7, 17, 98, 21, 46, 74, 41, 72)""], [""62"", ""(97, 16, 89, 99, 93, 14, 87, 50, 9, 10, 87, 43)""], [""26"", ""(5, 14, 49, 26, 47, 22, 63, 29, 82, 18, 90, 37)""], [""7"", ""(58, 94, 7, 0, 4, 94, 47, 99, 21, 53, 89, 69)""], [""11"", ""(83, 100, 50, 31, 47, 72, 98, 90, 59, 91, 35, 99)""], [""17"", ""(51, 61, 92, 95, 74, 31, 94, 26, 49, 99, 52, 44)""], [""4"", ""(73, 84, 6, 21, 23, 16, 94, 43, 33, 1, 55, 75)""], [""6"", ""(12, 42, 68, 94, 69, 0, 70, 82, 19, 26, 48, 84)""], [""28"", ""(10, 33, 59, 2, 86, 50, 85, 24, 48, 13, 64, 0)""]]"
third,third,smallest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/171.txt,[],[],eefffffff,💀💀❌❌❌❌❌❌❌,"[""list index out of range"", ""list index out of range""]","[[""57"", ""(100, 72, 57, 2, 19, 82, 73, 25, 5, 28, 87, 0)""], [""12"", ""(47, 20, 12, 77, 7, 83, 59, 28, 85, 31, 59, 41)""], [""18"", ""(30, 89, 18, 74, 51, 43, 2, 98, 69, 48, 31, 73)""], [""17"", ""(72, 80, 61, 59, 48, 23, 94, 66, 89, 9, 65, 1)""], [""41"", ""(6, 34, 69, 17, 89, 39, 74, 13, 13, 1, 1, 26)""], [""16"", ""(26, 14, 42, 98, 80, 57, 5, 96, 56, 89, 69, 70)""], [""0"", ""(67, 75, 31, 73, 57, 49, 62, 40, 16, 35, 76, 3)""]]",fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""98""], [""62"", ""16""], [""26"", ""14""], [""7"", ""94""], [""11"", ""100""], [""17"", ""61""], [""4"", ""84""], [""6"", ""42""], [""28"", ""33""]]"
third,third,smallest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/172.txt,[],[],eefffffff,💀💀❌❌❌❌❌❌❌,"[""list index out of range"", ""list index out of range""]","[[""57"", ""(100, 72, 57, 2, 19, 82, 73, 25, 5, 28, 87, 0)""], [""12"", ""(47, 20, 12, 77, 7, 83, 59, 28, 85, 31, 59, 41)""], [""18"", ""(30, 89, 18, 74, 51, 43, 2, 98, 69, 48, 31, 73)""], [""17"", ""(72, 80, 61, 59, 48, 23, 94, 66, 89, 9, 65, 1)""], [""41"", ""(6, 34, 69, 17, 89, 39, 74, 13, 13, 1, 1, 26)""], [""16"", ""(26, 14, 42, 98, 80, 57, 5, 96, 56, 89, 69, 70)""], [""0"", ""(67, 75, 31, 73, 57, 49, 62, 40, 16, 35, 76, 3)""]]",fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""98""], [""62"", ""16""], [""26"", ""14""], [""7"", ""94""], [""11"", ""100""], [""17"", ""61""], [""4"", ""84""], [""6"", ""42""], [""28"", ""33""]]"
third,third,smallest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/173.txt,[],[],ppppppppp,✅✅✅✅✅✅✅✅✅,[],[],fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""98""], [""62"", ""16""], [""26"", ""14""], [""7"", ""94""], [""11"", ""100""], [""17"", ""61""], [""4"", ""84""], [""6"", ""42""], [""28"", ""33""]]"
third,third,largest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/174.txt,[],[],fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""52"", ""None""], [""70"", ""None""], [""80"", ""None""], [""67"", ""None""], [""64"", ""None""], [""87"", ""None""], [""98"", ""None""], [""76"", ""None""], [""87"", ""None""]]",fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""98""], [""89"", ""16""], [""75"", ""14""], [""84"", ""94""], [""93"", ""100""], [""95"", ""61""], [""65"", ""84""], [""82"", ""42""], [""98"", ""33""]]"
third,third,largest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/175.txt,[],[],ppppppppp,✅✅✅✅✅✅✅✅✅,[],[],fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""(90, 98, 85, 2, 7, 17, 98, 21, 46, 74, 41, 72)""], [""89"", ""(97, 16, 89, 99, 93, 14, 87, 50, 9, 10, 87, 43)""], [""75"", ""(5, 14, 49, 26, 47, 22, 63, 29, 82, 18, 90, 37)""], [""84"", ""(58, 94, 7, 0, 4, 94, 47, 99, 21, 53, 89, 69)""], [""93"", ""(83, 100, 50, 31, 47, 72, 98, 90, 59, 91, 35, 99)""], [""95"", ""(51, 61, 92, 95, 74, 31, 94, 26, 49, 99, 52, 44)""], [""65"", ""(73, 84, 6, 21, 23, 16, 94, 43, 33, 1, 55, 75)""], [""82"", ""(12, 42, 68, 94, 69, 0, 70, 82, 19, 26, 48, 84)""], [""98"", ""(10, 33, 59, 2, 86, 50, 85, 24, 48, 13, 64, 0)""]]"
third,third,largest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/176.txt,[],[],ppffppfff,✅✅❌❌✅✅❌❌❌,[],"[[""80"", ""57""], [""67"", ""42""], [""98"", ""41""], [""76"", ""57""], [""87"", ""74""]]",fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""(90, 98, 85, 2, 7, 17, 98, 21, 46, 74, 41, 72)""], [""89"", ""(97, 16, 89, 99, 93, 14, 87, 50, 9, 10, 87, 43)""], [""75"", ""(5, 14, 49, 26, 47, 22, 63, 29, 82, 18, 90, 37)""], [""84"", ""(58, 94, 7, 0, 4, 94, 47, 99, 21, 53, 89, 69)""], [""93"", ""(83, 100, 50, 31, 47, 72, 98, 90, 59, 91, 35, 99)""], [""95"", ""(51, 61, 92, 95, 74, 31, 94, 26, 49, 99, 52, 44)""], [""65"", ""(73, 84, 6, 21, 23, 16, 94, 43, 33, 1, 55, 75)""], [""82"", ""(12, 42, 68, 94, 69, 0, 70, 82, 19, 26, 48, 84)""], [""98"", ""(10, 33, 59, 2, 86, 50, 85, 24, 48, 13, 64, 0)""]]"
third,third,largest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/177.txt,[],[],eeeeeeeee,💀💀💀💀💀💀💀💀💀,"[""list index out of range"", ""list index out of range"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],fffffffff,❌❌❌❌❌❌❌❌❌,[],"[[""85"", ""98""], [""89"", ""16""], [""75"", ""14""], [""84"", ""94""], [""93"", ""100""], [""95"", ""61""], [""65"", ""84""], [""82"", ""42""], [""98"", ""33""]]"
