codex_result_emojis,incoder_result_emojis,codeparrot_result_emojis,var1_name,var2_name,line_order1,line_order2,line_order3,op1,op2,op3,codex_result,model_input,failed_inputs,failed_inputs,failed_inputs,errors,errors,errors,incoder_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs,codeparrot_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs
✅✅✅✅✅✅,❌❌❌❌❌❌,💀💀💀💀💀💀,b,fekjfwoeifjwu5gfd,third,first,second,sum,difference,product,pppppp,input/codex/arithmetic/4163.txt,[],"[[""(-2, 15, 8)"", ""None""], [""(-3, 70, 17)"", ""None""], [""(0, 0, 0)"", ""None""], [""(1, 0, 1)"", ""None""], [""(-1, 0, 1)"", ""None""], [""(80, 2000, 120)"", ""None""]]",[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",ffffff,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(-2, 15, 8)"", ""None""], [""(-3, 70, 17)"", ""None""], [""(0, 0, 0)"", ""None""], [""(1, 0, 1)"", ""None""], [""(-1, 0, 1)"", ""None""], [""(80, 2000, 120)"", ""None""]]",[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(-2, 15, 8)"", ""None""], [""(-3, 70, 17)"", ""None""], [""(0, 0, 0)"", ""None""], [""(1, 0, 1)"", ""None""], [""(-1, 0, 1)"", ""None""], [""(80, 2000, 120)"", ""None""]]",[]
✅✅✅✅✅✅,❌❌✅❌❌❌,💀💀💀💀💀💀,b,fekjfwoeifjwu5gfd,third,first,second,sum,product,difference,pppppp,input/codex/arithmetic/4165.txt,[],"[[""(15, -2, 8)"", ""(5, 3, 0)""], [""(70, -3, 17)"", ""(10, 7, 0)""], [""(0, 1, 1)"", ""(0, 1, 0)""], [""(0, -1, 1)"", ""(1, 0, 0)""], [""(2000, 80, 120)"", ""(20, 100, 0)""]]",[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",ffpfff,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(15, -2, 8)"", ""(5, 3, 0)""], [""(70, -3, 17)"", ""(10, 7, 0)""], [""(0, 1, 1)"", ""(0, 1, 0)""], [""(0, -1, 1)"", ""(1, 0, 0)""], [""(2000, 80, 120)"", ""(20, 100, 0)""]]",[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(15, -2, 8)"", ""(5, 3, 0)""], [""(70, -3, 17)"", ""(10, 7, 0)""], [""(0, 1, 1)"", ""(0, 1, 0)""], [""(0, -1, 1)"", ""(1, 0, 0)""], [""(2000, 80, 120)"", ""(20, 100, 0)""]]",[]
✅✅✅✅✅✅,💀💀💀💀💀💀,💀💀💀💀💀💀,b,fekjfwoeifjwu5gfd,third,first,second,difference,sum,product,pppppp,input/codex/arithmetic/4169.txt,[],[],[],[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]","[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",eeeeee,[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]","[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],[],[],eeeeee,[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]","[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],[],[]
✅✅✅✅✅✅,❌❌✅❌❌❌,💀💀💀💀💀💀,b,fekjfwoeifjwu5gfd,third,first,second,difference,product,sum,pppppp,input/codex/arithmetic/4173.txt,[],"[[""(15, 8, -2)"", ""(-2, 15, 8)""], [""(70, 17, -3)"", ""(-3, 70, 17)""], [""(0, 1, 1)"", ""(1, 0, 1)""], [""(0, 1, -1)"", ""(-1, 0, 1)""], [""(2000, 120, 80)"", ""(80, 2000, 120)""]]",[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",ffpfff,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(15, 8, -2)"", ""(-2, 15, 8)""], [""(70, 17, -3)"", ""(-3, 70, 17)""], [""(0, 1, 1)"", ""(1, 0, 1)""], [""(0, 1, -1)"", ""(-1, 0, 1)""], [""(2000, 120, 80)"", ""(80, 2000, 120)""]]",[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(15, 8, -2)"", ""(-2, 15, 8)""], [""(70, 17, -3)"", ""(-3, 70, 17)""], [""(0, 1, 1)"", ""(1, 0, 1)""], [""(0, 1, -1)"", ""(-1, 0, 1)""], [""(2000, 120, 80)"", ""(80, 2000, 120)""]]",[]
✅✅✅✅✅✅,❌❌❌❌❌❌,💀💀💀💀💀💀,b,fekjfwoeifjwu5gfd,third,first,second,product,sum,difference,pppppp,input/codex/arithmetic/4177.txt,[],"[[""(8, -2, 15)"", ""None""], [""(17, -3, 70)"", ""None""], [""(0, 0, 0)"", ""None""], [""(1, 1, 0)"", ""None""], [""(1, -1, 0)"", ""None""], [""(120, 80, 2000)"", ""None""]]",[],[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",ffffff,[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],"[[""(8, -2, 15)"", ""None""], [""(17, -3, 70)"", ""None""], [""(0, 0, 0)"", ""None""], [""(1, 1, 0)"", ""None""], [""(1, -1, 0)"", ""None""], [""(120, 80, 2000)"", ""None""]]",[],eeeeee,[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],"[[""(8, -2, 15)"", ""None""], [""(17, -3, 70)"", ""None""], [""(0, 0, 0)"", ""None""], [""(1, 1, 0)"", ""None""], [""(1, -1, 0)"", ""None""], [""(120, 80, 2000)"", ""None""]]",[]
✅✅✅✅✅✅,❌❌✅❌❌❌,💀💀💀💀💀💀,b,fekjfwoeifjwu5gfd,third,first,second,product,difference,sum,pppppp,input/codex/arithmetic/4179.txt,[],"[[""(-2, 8, 15)"", ""(11, 0, 1)""], [""(-3, 17, 70)"", ""(21, 0, 1)""], [""(1, 1, 0)"", ""(0, 0, 1)""], [""(-1, 1, 0)"", ""(1, 0, 1)""], [""(80, 120, 2000)"", ""(20, 0, 20)""]]",[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",ffpfff,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(-2, 8, 15)"", ""(11, 0, 1)""], [""(-3, 17, 70)"", ""(21, 0, 1)""], [""(1, 1, 0)"", ""(0, 0, 1)""], [""(-1, 1, 0)"", ""(1, 0, 1)""], [""(80, 120, 2000)"", ""(20, 0, 20)""]]",[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(-2, 8, 15)"", ""(11, 0, 1)""], [""(-3, 17, 70)"", ""(21, 0, 1)""], [""(1, 1, 0)"", ""(0, 0, 1)""], [""(-1, 1, 0)"", ""(1, 0, 1)""], [""(80, 120, 2000)"", ""(20, 0, 20)""]]",[]
✅✅✅✅✅✅,❌❌✅❌❌❌,💀💀💀💀💀💀,b,fekjfwoeifjwu5gfd,third,second,first,sum,difference,product,pppppp,input/codex/arithmetic/4217.txt,[],"[[""(15, -2, 8)"", ""(8, -2, 15)""], [""(70, -3, 17)"", ""(17, -3, 70)""], [""(0, 1, 1)"", ""(1, 1, 0)""], [""(0, -1, 1)"", ""(1, -1, 0)""], [""(2000, 80, 120)"", ""(120, 80, 2000)""]]",[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",ffpfff,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(15, -2, 8)"", ""(8, -2, 15)""], [""(70, -3, 17)"", ""(17, -3, 70)""], [""(0, 1, 1)"", ""(1, 1, 0)""], [""(0, -1, 1)"", ""(1, -1, 0)""], [""(2000, 80, 120)"", ""(120, 80, 2000)""]]",[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(15, -2, 8)"", ""(8, -2, 15)""], [""(70, -3, 17)"", ""(17, -3, 70)""], [""(0, 1, 1)"", ""(1, 1, 0)""], [""(0, -1, 1)"", ""(1, -1, 0)""], [""(2000, 80, 120)"", ""(120, 80, 2000)""]]",[]
✅✅✅✅✅✅,💀💀💀💀💀💀,💀💀💀💀💀💀,b,fekjfwoeifjwu5gfd,third,second,first,sum,product,difference,pppppp,input/codex/arithmetic/4219.txt,[],[],[],[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]","[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",eeeeee,[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]","[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],[],[],eeeeee,[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]","[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],[],[]
✅✅✅✅✅✅,❌❌❌❌❌❌,💀💀💀💀💀💀,b,fekjfwoeifjwu5gfd,third,second,first,difference,sum,product,pppppp,input/codex/arithmetic/4223.txt,[],"[[""(15, 8, -2)"", ""None""], [""(70, 17, -3)"", ""None""], [""(0, 0, 0)"", ""None""], [""(0, 1, 1)"", ""None""], [""(0, 1, -1)"", ""None""], [""(2000, 120, 80)"", ""None""]]",[],[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",ffffff,[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],"[[""(15, 8, -2)"", ""None""], [""(70, 17, -3)"", ""None""], [""(0, 0, 0)"", ""None""], [""(0, 1, 1)"", ""None""], [""(0, 1, -1)"", ""None""], [""(2000, 120, 80)"", ""None""]]",[],eeeeee,[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],"[[""(15, 8, -2)"", ""None""], [""(70, 17, -3)"", ""None""], [""(0, 0, 0)"", ""None""], [""(0, 1, 1)"", ""None""], [""(0, 1, -1)"", ""None""], [""(2000, 120, 80)"", ""None""]]",[]
✅✅✅✅✅✅,❌❌✅❌❌❌,💀💀💀💀💀💀,b,fekjfwoeifjwu5gfd,third,second,first,difference,product,sum,pppppp,input/codex/arithmetic/4227.txt,[],"[[""(8, 15, -2)"", ""(15, -2, -2)""], [""(17, 70, -3)"", ""(70, -3, -3)""], [""(1, 0, 1)"", ""(0, 1, 1)""], [""(1, 0, -1)"", ""(0, -1, -1)""], [""(120, 2000, 80)"", ""(2000, 80, 80)""]]",[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",ffpfff,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(8, 15, -2)"", ""(15, -2, -2)""], [""(17, 70, -3)"", ""(70, -3, -3)""], [""(1, 0, 1)"", ""(0, 1, 1)""], [""(1, 0, -1)"", ""(0, -1, -1)""], [""(120, 2000, 80)"", ""(2000, 80, 80)""]]",[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(8, 15, -2)"", ""(15, -2, -2)""], [""(17, 70, -3)"", ""(70, -3, -3)""], [""(1, 0, 1)"", ""(0, 1, 1)""], [""(1, 0, -1)"", ""(0, -1, -1)""], [""(120, 2000, 80)"", ""(2000, 80, 80)""]]",[]
✅✅✅✅✅✅,❌❌✅❌❌❌,💀💀💀💀💀💀,b,fekjfwoeifjwu5gfd,third,second,first,product,sum,difference,pppppp,input/codex/arithmetic/4231.txt,[],"[[""(-2, 8, 15)"", ""(15, 8, -5)""], [""(-3, 17, 70)"", ""(70, 17, -10)""], [""(1, 1, 0)"", ""(0, 1, 0)""], [""(-1, 1, 0)"", ""(0, 1, -1)""], [""(80, 120, 2000)"", ""(2000, 120, -20)""]]",[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",ffpfff,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(-2, 8, 15)"", ""(15, 8, -5)""], [""(-3, 17, 70)"", ""(70, 17, -10)""], [""(1, 1, 0)"", ""(0, 1, 0)""], [""(-1, 1, 0)"", ""(0, 1, -1)""], [""(80, 120, 2000)"", ""(2000, 120, -20)""]]",[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(-2, 8, 15)"", ""(15, 8, -5)""], [""(-3, 17, 70)"", ""(70, 17, -10)""], [""(1, 1, 0)"", ""(0, 1, 0)""], [""(-1, 1, 0)"", ""(0, 1, -1)""], [""(80, 120, 2000)"", ""(2000, 120, -20)""]]",[]
✅✅✅✅✅✅,💀💀💀💀💀💀,💀💀💀💀💀💀,b,fekjfwoeifjwu5gfd,third,second,first,product,difference,sum,pppppp,input/codex/arithmetic/4233.txt,[],[],[],[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]","[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",eeeeee,[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]","[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],[],[],eeeeee,[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]","[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],[],[]
✅✅✅✅✅✅,❌❌✅❌❌❌,💀💀💀💀💀💀,fkrjf4ifji4ofj,a,first,second,third,sum,difference,product,pppppp,input/codex/arithmetic/4514.txt,[],"[[""(8, -2, 15)"", ""(8, 10, -16)""], [""(17, -3, 70)"", ""(17, 20, -51)""], [""(1, 1, 0)"", ""(1, 0, 1)""], [""(1, -1, 0)"", ""(1, 2, -1)""], [""(120, 80, 2000)"", ""(120, 40, 9600)""]]",[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",ffpfff,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(8, -2, 15)"", ""(8, 10, -16)""], [""(17, -3, 70)"", ""(17, 20, -51)""], [""(1, 1, 0)"", ""(1, 0, 1)""], [""(1, -1, 0)"", ""(1, 2, -1)""], [""(120, 80, 2000)"", ""(120, 40, 9600)""]]",[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(8, -2, 15)"", ""(8, 10, -16)""], [""(17, -3, 70)"", ""(17, 20, -51)""], [""(1, 1, 0)"", ""(1, 0, 1)""], [""(1, -1, 0)"", ""(1, 2, -1)""], [""(120, 80, 2000)"", ""(120, 40, 9600)""]]",[]
✅✅✅✅✅✅,❌❌❌❌❌❌,💀💀💀💀💀💀,fkrjf4ifji4ofj,a,first,second,third,sum,product,difference,pppppp,input/codex/arithmetic/4516.txt,[],"[[""(8, 15, -2)"", ""(8, 15, -2, 15)""], [""(17, 70, -3)"", ""(17, 70, -3, 70)""], [""(0, 0, 0)"", ""(0, 0, 0, 0)""], [""(1, 0, 1)"", ""(1, 0, 1, 0)""], [""(1, 0, -1)"", ""(1, 0, -1, 0)""], [""(120, 2000, 80)"", ""(120, 2000, 80, 2000)""]]",[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",ffffff,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(8, 15, -2)"", ""(8, 15, -2, 15)""], [""(17, 70, -3)"", ""(17, 70, -3, 70)""], [""(0, 0, 0)"", ""(0, 0, 0, 0)""], [""(1, 0, 1)"", ""(1, 0, 1, 0)""], [""(1, 0, -1)"", ""(1, 0, -1, 0)""], [""(120, 2000, 80)"", ""(120, 2000, 80, 2000)""]]",[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(8, 15, -2)"", ""(8, 15, -2, 15)""], [""(17, 70, -3)"", ""(17, 70, -3, 70)""], [""(0, 0, 0)"", ""(0, 0, 0, 0)""], [""(1, 0, 1)"", ""(1, 0, 1, 0)""], [""(1, 0, -1)"", ""(1, 0, -1, 0)""], [""(120, 2000, 80)"", ""(120, 2000, 80, 2000)""]]",[]
✅✅✅✅✅✅,❌❌✅❌❌❌,❌❌❌❌❌❌,fkrjf4ifji4ofj,a,first,second,third,difference,sum,product,pppppp,input/codex/arithmetic/4520.txt,[],"[[""(-2, 8, 15)"", ""(-2, 5, -10)""], [""(-3, 17, 70)"", ""(-3, 10, -30)""], [""(1, 1, 0)"", ""(1, 0, 0)""], [""(-1, 1, 0)"", ""(-1, 1, -1)""], [""(80, 120, 2000)"", ""(80, 20, 1600)""]]","[[""(-2, 8, 15)"", ""0""], [""(-3, 17, 70)"", ""1""], [""(0, 0, 0)"", ""0""], [""(1, 1, 0)"", ""1""], [""(-1, 1, 0)"", ""1""], [""(80, 120, 2000)"", ""0""]]",[],[],[],ffpfff,[],[],[],[],"[[""(-2, 8, 15)"", ""(-2, 5, -10)""], [""(-3, 17, 70)"", ""(-3, 10, -30)""], [""(1, 1, 0)"", ""(1, 0, 0)""], [""(-1, 1, 0)"", ""(-1, 1, -1)""], [""(80, 120, 2000)"", ""(80, 20, 1600)""]]","[[""(-2, 8, 15)"", ""0""], [""(-3, 17, 70)"", ""1""], [""(0, 0, 0)"", ""0""], [""(1, 1, 0)"", ""1""], [""(-1, 1, 0)"", ""1""], [""(80, 120, 2000)"", ""0""]]",ffffff,[],[],[],[],"[[""(-2, 8, 15)"", ""(-2, 5, -10)""], [""(-3, 17, 70)"", ""(-3, 10, -30)""], [""(1, 1, 0)"", ""(1, 0, 0)""], [""(-1, 1, 0)"", ""(-1, 1, -1)""], [""(80, 120, 2000)"", ""(80, 20, 1600)""]]","[[""(-2, 8, 15)"", ""0""], [""(-3, 17, 70)"", ""1""], [""(0, 0, 0)"", ""0""], [""(1, 1, 0)"", ""1""], [""(-1, 1, 0)"", ""1""], [""(80, 120, 2000)"", ""0""]]"
✅✅✅✅✅✅,❌❌✅✅❌❌,❌❌❌❌❌❌,fkrjf4ifji4ofj,a,first,second,third,difference,product,sum,pppppp,input/codex/arithmetic/4524.txt,[],"[[""(-2, 15, 8)"", ""(-2, 25, 8)""], [""(-3, 70, 17)"", ""(-3, 100, 17)""], [""(-1, 0, 1)"", ""(-1, 1, 1)""], [""(80, 2000, 120)"", ""(80, 400, 120)""]]","[[""(-2, 15, 8)"", ""0""], [""(-3, 70, 17)"", ""1""], [""(0, 0, 0)"", ""0""], [""(1, 0, 1)"", ""1""], [""(-1, 0, 1)"", ""1""], [""(80, 2000, 120)"", ""0""]]",[],[],[],ffppff,[],[],[],[],"[[""(-2, 15, 8)"", ""(-2, 25, 8)""], [""(-3, 70, 17)"", ""(-3, 100, 17)""], [""(-1, 0, 1)"", ""(-1, 1, 1)""], [""(80, 2000, 120)"", ""(80, 400, 120)""]]","[[""(-2, 15, 8)"", ""0""], [""(-3, 70, 17)"", ""1""], [""(0, 0, 0)"", ""0""], [""(1, 0, 1)"", ""1""], [""(-1, 0, 1)"", ""1""], [""(80, 2000, 120)"", ""0""]]",ffffff,[],[],[],[],"[[""(-2, 15, 8)"", ""(-2, 25, 8)""], [""(-3, 70, 17)"", ""(-3, 100, 17)""], [""(-1, 0, 1)"", ""(-1, 1, 1)""], [""(80, 2000, 120)"", ""(80, 400, 120)""]]","[[""(-2, 15, 8)"", ""0""], [""(-3, 70, 17)"", ""1""], [""(0, 0, 0)"", ""0""], [""(1, 0, 1)"", ""1""], [""(-1, 0, 1)"", ""1""], [""(80, 2000, 120)"", ""0""]]"
✅✅✅✅✅✅,❌❌✅❌✅❌,💀💀💀💀💀💀,fkrjf4ifji4ofj,a,first,second,third,product,sum,difference,pppppp,input/codex/arithmetic/4528.txt,[],"[[""(15, 8, -2)"", ""(3, 5, -2)""], [""(70, 17, -3)"", ""(7, 10, -3)""], [""(0, 1, 1)"", ""(1, 0, 1)""], [""(2000, 120, 80)"", ""(100, 20, 80)""]]",[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",ffpfpf,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(15, 8, -2)"", ""(3, 5, -2)""], [""(70, 17, -3)"", ""(7, 10, -3)""], [""(0, 1, 1)"", ""(1, 0, 1)""], [""(2000, 120, 80)"", ""(100, 20, 80)""]]",[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(15, 8, -2)"", ""(3, 5, -2)""], [""(70, 17, -3)"", ""(7, 10, -3)""], [""(0, 1, 1)"", ""(1, 0, 1)""], [""(2000, 120, 80)"", ""(100, 20, 80)""]]",[]
