codex_result_emojis,incoder_result_emojis,codeparrot_result_emojis,digit,factor2,factor3,example_input,codex_result,model_input,failed_inputs,failed_inputs,failed_inputs,errors,errors,errors,incoder_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs,codeparrot_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,11,3819,50,pppppppp,input/codex/fizzbuzz_count/42.txt,[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""108"", ""0""], [""364"", ""0""], [""4557"", ""0""]]","[[""2"", ""50000190950""], [""2"", ""78000297882""], [""2"", ""79000301701""], [""2"", ""100000381900""], [""4"", ""200000763800""], [""108"", ""4000015276000""], [""364"", ""10000038190000""], [""4557"", ""100000381900000""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""108"", ""0""], [""364"", ""0""], [""4557"", ""0""]]","[[""2"", ""50000190950""], [""2"", ""78000297882""], [""2"", ""79000301701""], [""2"", ""100000381900""], [""4"", ""200000763800""], [""108"", ""4000015276000""], [""364"", ""10000038190000""], [""4557"", ""100000381900000""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""108"", ""0""], [""364"", ""0""], [""4557"", ""0""]]","[[""2"", ""50000190950""], [""2"", ""78000297882""], [""2"", ""79000301701""], [""2"", ""100000381900""], [""4"", ""200000763800""], [""108"", ""4000015276000""], [""364"", ""10000038190000""], [""4557"", ""100000381900000""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,11,3819,78,pppppppp,input/codex/fizzbuzz_count/43.txt,[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""108"", ""0""], [""364"", ""0""], [""4557"", ""0""]]","[[""2"", ""4369""], [""2"", ""4677""], [""2"", ""4688""], [""2"", ""4919""], [""4"", ""6019""], [""108"", ""47819""], [""364"", ""113819""], [""4557"", ""1103819""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""108"", ""0""], [""364"", ""0""], [""4557"", ""0""]]","[[""2"", ""4369""], [""2"", ""4677""], [""2"", ""4688""], [""2"", ""4919""], [""4"", ""6019""], [""108"", ""47819""], [""364"", ""113819""], [""4557"", ""1103819""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""108"", ""0""], [""364"", ""0""], [""4557"", ""0""]]","[[""2"", ""4369""], [""2"", ""4677""], [""2"", ""4688""], [""2"", ""4919""], [""4"", ""6019""], [""108"", ""47819""], [""364"", ""113819""], [""4557"", ""1103819""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,11,3819,3298,pppppppp,input/codex/fizzbuzz_count/44.txt,[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""108"", ""0""], [""364"", ""0""], [""4557"", ""0""]]","[[""2"", ""191500""], [""2"", ""298740""], [""2"", ""302570""], [""2"", ""383000""], [""4"", ""766000""], [""108"", ""15320000""], [""364"", ""38300000""], [""4557"", ""383000000""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""108"", ""0""], [""364"", ""0""], [""4557"", ""0""]]","[[""2"", ""191500""], [""2"", ""298740""], [""2"", ""302570""], [""2"", ""383000""], [""4"", ""766000""], [""108"", ""15320000""], [""364"", ""38300000""], [""4557"", ""383000000""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""108"", ""0""], [""364"", ""0""], [""4557"", ""0""]]","[[""2"", ""191500""], [""2"", ""298740""], [""2"", ""302570""], [""2"", ""383000""], [""4"", ""766000""], [""108"", ""15320000""], [""364"", ""38300000""], [""4557"", ""383000000""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,13,11,50,pppppppp,input/codex/fizzbuzz_count/48.txt,[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""5"", ""0""], [""190"", ""0""], [""639"", ""0""], [""8040"", ""0""]]","[[""2"", ""189""], [""2"", ""463""], [""2"", ""475""], [""2"", ""762""], [""5"", ""3062""], [""190"", ""1230462""], [""639"", ""7691539""], [""8040"", ""769223077""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""5"", ""0""], [""190"", ""0""], [""639"", ""0""], [""8040"", ""0""]]","[[""2"", ""189""], [""2"", ""463""], [""2"", ""475""], [""2"", ""762""], [""5"", ""3062""], [""190"", ""1230462""], [""639"", ""7691539""], [""8040"", ""769223077""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""5"", ""0""], [""190"", ""0""], [""639"", ""0""], [""8040"", ""0""]]","[[""2"", ""189""], [""2"", ""463""], [""2"", ""475""], [""2"", ""762""], [""5"", ""3062""], [""190"", ""1230462""], [""639"", ""7691539""], [""8040"", ""769223077""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,13,11,78,pppppppp,input/codex/fizzbuzz_count/49.txt,[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""5"", ""0""], [""190"", ""0""], [""639"", ""0""], [""8040"", ""0""]]","[[""2"", ""661""], [""2"", ""1025""], [""2"", ""1038""], [""2"", ""1311""], [""5"", ""2611""], [""190"", ""52011""], [""639"", ""130011""], [""8040"", ""1300011""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""5"", ""0""], [""190"", ""0""], [""639"", ""0""], [""8040"", ""0""]]","[[""2"", ""661""], [""2"", ""1025""], [""2"", ""1038""], [""2"", ""1311""], [""5"", ""2611""], [""190"", ""52011""], [""639"", ""130011""], [""8040"", ""1300011""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""5"", ""0""], [""190"", ""0""], [""639"", ""0""], [""8040"", ""0""]]","[[""2"", ""661""], [""2"", ""1025""], [""2"", ""1038""], [""2"", ""1311""], [""5"", ""2611""], [""190"", ""52011""], [""639"", ""130011""], [""8040"", ""1300011""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,13,11,3298,pppppppp,input/codex/fizzbuzz_count/50.txt,[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""5"", ""0""], [""190"", ""0""], [""639"", ""0""], [""8040"", ""0""]]","[[""2"", ""188""], [""2"", ""462""], [""2"", ""474""], [""2"", ""761""], [""5"", ""3061""], [""190"", ""1230461""], [""639"", ""7691538""], [""8040"", ""769223076""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""5"", ""0""], [""190"", ""0""], [""639"", ""0""], [""8040"", ""0""]]","[[""2"", ""188""], [""2"", ""462""], [""2"", ""474""], [""2"", ""761""], [""5"", ""3061""], [""190"", ""1230461""], [""639"", ""7691538""], [""8040"", ""769223076""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""5"", ""0""], [""190"", ""0""], [""639"", ""0""], [""8040"", ""0""]]","[[""2"", ""188""], [""2"", ""462""], [""2"", ""474""], [""2"", ""761""], [""5"", ""3061""], [""190"", ""1230461""], [""639"", ""7691538""], [""8040"", ""769223076""]]"
✅✅✅✅✅✅✅✅,✅❌✅✅❌❌❌❌,❌❌❌❌❌❌❌❌,4,13,3819,50,pppppppp,input/codex/fizzbuzz_count/51.txt,[],"[[""0"", ""2""], [""2"", ""0""], [""92"", ""0""], [""306"", ""0""], [""3857"", ""0""]]","[[""0"", ""189""], [""0"", ""463""], [""0"", ""475""], [""0"", ""762""], [""2"", ""3062""], [""92"", ""1230462""], [""306"", ""7691539""], [""3857"", ""769223077""]]",[],[],[],pfppffff,[],[],[],[],"[[""0"", ""2""], [""2"", ""0""], [""92"", ""0""], [""306"", ""0""], [""3857"", ""0""]]","[[""0"", ""189""], [""0"", ""463""], [""0"", ""475""], [""0"", ""762""], [""2"", ""3062""], [""92"", ""1230462""], [""306"", ""7691539""], [""3857"", ""769223077""]]",ffffffff,[],[],[],[],"[[""0"", ""2""], [""2"", ""0""], [""92"", ""0""], [""306"", ""0""], [""3857"", ""0""]]","[[""0"", ""189""], [""0"", ""463""], [""0"", ""475""], [""0"", ""762""], [""2"", ""3062""], [""92"", ""1230462""], [""306"", ""7691539""], [""3857"", ""769223077""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,13,3819,78,pppppppp,input/codex/fizzbuzz_count/52.txt,[],"[[""0"", ""3""], [""0"", ""6""], [""0"", ""6""], [""0"", ""7""], [""2"", ""15""], [""92"", ""308""], [""306"", ""771""], [""3857"", ""7716""]]","[[""0"", ""189""], [""0"", ""463""], [""0"", ""475""], [""0"", ""762""], [""2"", ""3062""], [""92"", ""1230462""], [""306"", ""7691539""], [""3857"", ""769223077""]]",[],[],[],ffffffff,[],[],[],[],"[[""0"", ""3""], [""0"", ""6""], [""0"", ""6""], [""0"", ""7""], [""2"", ""15""], [""92"", ""308""], [""306"", ""771""], [""3857"", ""7716""]]","[[""0"", ""189""], [""0"", ""463""], [""0"", ""475""], [""0"", ""762""], [""2"", ""3062""], [""92"", ""1230462""], [""306"", ""7691539""], [""3857"", ""769223077""]]",ffffffff,[],[],[],[],"[[""0"", ""3""], [""0"", ""6""], [""0"", ""6""], [""0"", ""7""], [""2"", ""15""], [""92"", ""308""], [""306"", ""771""], [""3857"", ""7716""]]","[[""0"", ""189""], [""0"", ""463""], [""0"", ""475""], [""0"", ""762""], [""2"", ""3062""], [""92"", ""1230462""], [""306"", ""7691539""], [""3857"", ""769223077""]]"
✅✅✅✅✅✅✅✅,✅✅✅✅❌❌❌❌,❌❌❌❌❌❌❌❌,4,13,3819,3298,pppppppp,input/codex/fizzbuzz_count/53.txt,[],"[[""2"", ""0""], [""92"", ""0""], [""306"", ""0""], [""3857"", ""0""]]","[[""0"", ""817""], [""0"", ""2003""], [""0"", ""2055""], [""0"", ""3301""], [""2"", ""13267""], [""92"", ""5332001""], [""306"", ""33330001""], [""3857"", ""3333300001""]]",[],[],[],ppppffff,[],[],[],[],"[[""2"", ""0""], [""92"", ""0""], [""306"", ""0""], [""3857"", ""0""]]","[[""0"", ""817""], [""0"", ""2003""], [""0"", ""2055""], [""0"", ""3301""], [""2"", ""13267""], [""92"", ""5332001""], [""306"", ""33330001""], [""3857"", ""3333300001""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""92"", ""0""], [""306"", ""0""], [""3857"", ""0""]]","[[""0"", ""817""], [""0"", ""2003""], [""0"", ""2055""], [""0"", ""3301""], [""2"", ""13267""], [""92"", ""5332001""], [""306"", ""33330001""], [""3857"", ""3333300001""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,7,13,50,pppppppp,input/codex/fizzbuzz_count/54.txt,[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""9"", ""0""], [""252"", ""0""], [""837"", ""0""], [""10441"", ""0""]]","[[""3"", ""350""], [""3"", ""858""], [""3"", ""880""], [""4"", ""1414""], [""9"", ""5685""], [""252"", ""2285142""], [""837"", ""14284285""], [""10441"", ""1428557142""]]",[],[],[],ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""9"", ""0""], [""252"", ""0""], [""837"", ""0""], [""10441"", ""0""]]","[[""3"", ""350""], [""3"", ""858""], [""3"", ""880""], [""4"", ""1414""], [""9"", ""5685""], [""252"", ""2285142""], [""837"", ""14284285""], [""10441"", ""1428557142""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""9"", ""0""], [""252"", ""0""], [""837"", ""0""], [""10441"", ""0""]]","[[""3"", ""350""], [""3"", ""858""], [""3"", ""880""], [""4"", ""1414""], [""9"", ""5685""], [""252"", ""2285142""], [""837"", ""14284285""], [""10441"", ""1428557142""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,7,13,78,pppppppp,input/codex/fizzbuzz_count/55.txt,[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""9"", ""0""], [""252"", ""0""], [""837"", ""0""], [""10441"", ""0""]]","[[""3"", ""363""], [""3"", ""559""], [""3"", ""566""], [""4"", ""713""], [""9"", ""1413""], [""252"", ""28013""], [""837"", ""70013""], [""10441"", ""700013""]]",[],[],[],ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""9"", ""0""], [""252"", ""0""], [""837"", ""0""], [""10441"", ""0""]]","[[""3"", ""363""], [""3"", ""559""], [""3"", ""566""], [""4"", ""713""], [""9"", ""1413""], [""252"", ""28013""], [""837"", ""70013""], [""10441"", ""700013""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""9"", ""0""], [""252"", ""0""], [""837"", ""0""], [""10441"", ""0""]]","[[""3"", ""363""], [""3"", ""559""], [""3"", ""566""], [""4"", ""713""], [""9"", ""1413""], [""252"", ""28013""], [""837"", ""70013""], [""10441"", ""700013""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,7,13,3298,pppppppp,input/codex/fizzbuzz_count/56.txt,[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""9"", ""0""], [""252"", ""0""], [""837"", ""0""], [""10441"", ""0""]]","[[""3"", ""1000""], [""3"", ""1560""], [""3"", ""1580""], [""4"", ""2000""], [""9"", ""4000""], [""252"", ""80000""], [""837"", ""200000""], [""10441"", ""2000000""]]",[],[],[],ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""9"", ""0""], [""252"", ""0""], [""837"", ""0""], [""10441"", ""0""]]","[[""3"", ""1000""], [""3"", ""1560""], [""3"", ""1580""], [""4"", ""2000""], [""9"", ""4000""], [""252"", ""80000""], [""837"", ""200000""], [""10441"", ""2000000""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""9"", ""0""], [""252"", ""0""], [""837"", ""0""], [""10441"", ""0""]]","[[""3"", ""1000""], [""3"", ""1560""], [""3"", ""1580""], [""4"", ""2000""], [""9"", ""4000""], [""252"", ""80000""], [""837"", ""200000""], [""10441"", ""2000000""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,7,11,50,pppppppp,input/codex/fizzbuzz_count/57.txt,[],"[[""5"", ""0""], [""5"", ""1""], [""5"", ""1""], [""6"", ""0""], [""10"", ""0""], [""266"", ""0""], [""889"", ""0""], [""11038"", ""0""]]","[[""5"", ""350""], [""5"", ""858""], [""5"", ""880""], [""6"", ""1414""], [""10"", ""5685""], [""266"", ""2285142""], [""889"", ""14284285""], [""11038"", ""1428557142""]]",[],[],[],ffffffff,[],[],[],[],"[[""5"", ""0""], [""5"", ""1""], [""5"", ""1""], [""6"", ""0""], [""10"", ""0""], [""266"", ""0""], [""889"", ""0""], [""11038"", ""0""]]","[[""5"", ""350""], [""5"", ""858""], [""5"", ""880""], [""6"", ""1414""], [""10"", ""5685""], [""266"", ""2285142""], [""889"", ""14284285""], [""11038"", ""1428557142""]]",ffffffff,[],[],[],[],"[[""5"", ""0""], [""5"", ""1""], [""5"", ""1""], [""6"", ""0""], [""10"", ""0""], [""266"", ""0""], [""889"", ""0""], [""11038"", ""0""]]","[[""5"", ""350""], [""5"", ""858""], [""5"", ""880""], [""6"", ""1414""], [""10"", ""5685""], [""266"", ""2285142""], [""889"", ""14284285""], [""11038"", ""1428557142""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,7,11,78,pppppppp,input/codex/fizzbuzz_count/58.txt,[],"[[""5"", ""0""], [""5"", ""1""], [""5"", ""1""], [""6"", ""0""], [""10"", ""0""], [""266"", ""0""], [""889"", ""0""], [""11038"", ""0""]]","[[""5"", ""361""], [""5"", ""557""], [""5"", ""564""], [""6"", ""711""], [""10"", ""1411""], [""266"", ""28011""], [""889"", ""70011""], [""11038"", ""700011""]]",[],[],[],ffffffff,[],[],[],[],"[[""5"", ""0""], [""5"", ""1""], [""5"", ""1""], [""6"", ""0""], [""10"", ""0""], [""266"", ""0""], [""889"", ""0""], [""11038"", ""0""]]","[[""5"", ""361""], [""5"", ""557""], [""5"", ""564""], [""6"", ""711""], [""10"", ""1411""], [""266"", ""28011""], [""889"", ""70011""], [""11038"", ""700011""]]",ffffffff,[],[],[],[],"[[""5"", ""0""], [""5"", ""1""], [""5"", ""1""], [""6"", ""0""], [""10"", ""0""], [""266"", ""0""], [""889"", ""0""], [""11038"", ""0""]]","[[""5"", ""361""], [""5"", ""557""], [""5"", ""564""], [""6"", ""711""], [""10"", ""1411""], [""266"", ""28011""], [""889"", ""70011""], [""11038"", ""700011""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,7,11,3298,pppppppp,input/codex/fizzbuzz_count/59.txt,[],"[[""5"", ""0""], [""5"", ""1""], [""5"", ""1""], [""6"", ""0""], [""10"", ""0""], [""266"", ""0""], [""889"", ""0""], [""11038"", ""0""]]","[[""5"", ""361""], [""5"", ""869""], [""5"", ""891""], [""6"", ""1425""], [""10"", ""5696""], [""266"", ""2285153""], [""889"", ""14284296""], [""11038"", ""1428557153""]]",[],[],[],ffffffff,[],[],[],[],"[[""5"", ""0""], [""5"", ""1""], [""5"", ""1""], [""6"", ""0""], [""10"", ""0""], [""266"", ""0""], [""889"", ""0""], [""11038"", ""0""]]","[[""5"", ""361""], [""5"", ""869""], [""5"", ""891""], [""6"", ""1425""], [""10"", ""5696""], [""266"", ""2285153""], [""889"", ""14284296""], [""11038"", ""1428557153""]]",ffffffff,[],[],[],[],"[[""5"", ""0""], [""5"", ""1""], [""5"", ""1""], [""6"", ""0""], [""10"", ""0""], [""266"", ""0""], [""889"", ""0""], [""11038"", ""0""]]","[[""5"", ""361""], [""5"", ""869""], [""5"", ""891""], [""6"", ""1425""], [""10"", ""5696""], [""266"", ""2285153""], [""889"", ""14284296""], [""11038"", ""1428557153""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,7,3819,50,pppppppp,input/codex/fizzbuzz_count/60.txt,[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""1""], [""4"", ""0""], [""7"", ""0""], [""173"", ""0""], [""574"", ""0""], [""7157"", ""0""]]","[[""3"", ""4169""], [""3"", ""4365""], [""3"", ""4372""], [""4"", ""4519""], [""7"", ""5219""], [""173"", ""31819""], [""574"", ""73819""], [""7157"", ""703819""]]",[],[],[],ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""1""], [""4"", ""0""], [""7"", ""0""], [""173"", ""0""], [""574"", ""0""], [""7157"", ""0""]]","[[""3"", ""4169""], [""3"", ""4365""], [""3"", ""4372""], [""4"", ""4519""], [""7"", ""5219""], [""173"", ""31819""], [""574"", ""73819""], [""7157"", ""703819""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""1""], [""4"", ""0""], [""7"", ""0""], [""173"", ""0""], [""574"", ""0""], [""7157"", ""0""]]","[[""3"", ""4169""], [""3"", ""4365""], [""3"", ""4372""], [""4"", ""4519""], [""7"", ""5219""], [""173"", ""31819""], [""574"", ""73819""], [""7157"", ""703819""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,7,3819,78,pppppppp,input/codex/fizzbuzz_count/61.txt,[],"[[""3"", ""0""], [""3"", ""0""], [""3"", ""0""], [""4"", ""0""], [""7"", ""0""], [""173"", ""0""], [""574"", ""0""], [""7157"", ""0""]]","[[""3"", ""4169""], [""3"", ""4365""], [""3"", ""4372""], [""4"", ""4519""], [""7"", ""5219""], [""173"", ""31819""], [""574"", ""73819""], [""7157"", ""703819""]]",[],[],[],ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""0""], [""3"", ""0""], [""4"", ""0""], [""7"", ""0""], [""173"", ""0""], [""574"", ""0""], [""7157"", ""0""]]","[[""3"", ""4169""], [""3"", ""4365""], [""3"", ""4372""], [""4"", ""4519""], [""7"", ""5219""], [""173"", ""31819""], [""574"", ""73819""], [""7157"", ""703819""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""0""], [""3"", ""0""], [""4"", ""0""], [""7"", ""0""], [""173"", ""0""], [""574"", ""0""], [""7157"", ""0""]]","[[""3"", ""4169""], [""3"", ""4365""], [""3"", ""4372""], [""4"", ""4519""], [""7"", ""5219""], [""173"", ""31819""], [""574"", ""73819""], [""7157"", ""703819""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,7,3819,3298,pppppppp,input/codex/fizzbuzz_count/62.txt,[],"[[""3"", ""0""], [""3"", ""0""], [""3"", ""0""], [""4"", ""0""], [""7"", ""0""], [""173"", ""0""], [""574"", ""0""], [""7157"", ""0""]]","[[""3"", ""400""], [""3"", ""624""], [""3"", ""632""], [""4"", ""800""], [""7"", ""1600""], [""173"", ""28181""], [""574"", ""72362""], [""7157"", ""700706""]]",[],[],[],ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""0""], [""3"", ""0""], [""4"", ""0""], [""7"", ""0""], [""173"", ""0""], [""574"", ""0""], [""7157"", ""0""]]","[[""3"", ""400""], [""3"", ""624""], [""3"", ""632""], [""4"", ""800""], [""7"", ""1600""], [""173"", ""28181""], [""574"", ""72362""], [""7157"", ""700706""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""0""], [""3"", ""0""], [""4"", ""0""], [""7"", ""0""], [""173"", ""0""], [""574"", ""0""], [""7157"", ""0""]]","[[""3"", ""400""], [""3"", ""624""], [""3"", ""632""], [""4"", ""800""], [""7"", ""1600""], [""173"", ""28181""], [""574"", ""72362""], [""7157"", ""700706""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,1837,13,50,pppppppp,input/codex/fizzbuzz_count/63.txt,[],"[[""0"", ""3""], [""0"", ""2""], [""0"", ""3""], [""0"", ""3""], [""2"", ""3""], [""93"", ""3""], [""308"", ""3""], [""3869"", ""3""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""2"", ""21""], [""93"", ""8707""], [""308"", ""54431""], [""3869"", ""5443603""]]",[],[],[],ffffffff,[],[],[],[],"[[""0"", ""3""], [""0"", ""2""], [""0"", ""3""], [""0"", ""3""], [""2"", ""3""], [""93"", ""3""], [""308"", ""3""], [""3869"", ""3""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""2"", ""21""], [""93"", ""8707""], [""308"", ""54431""], [""3869"", ""5443603""]]",ffffffff,[],[],[],[],"[[""0"", ""3""], [""0"", ""2""], [""0"", ""3""], [""0"", ""3""], [""2"", ""3""], [""93"", ""3""], [""308"", ""3""], [""3869"", ""3""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""2"", ""21""], [""93"", ""8707""], [""308"", ""54431""], [""3869"", ""5443603""]]"
✅✅✅✅✅✅✅✅,❌✅❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,1837,13,78,pppppppp,input/codex/fizzbuzz_count/64.txt,[],"[[""0"", ""1""], [""0"", ""1""], [""0"", ""1""], [""2"", ""1""], [""93"", ""1""], [""308"", ""1""], [""3869"", ""1""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""2"", ""21""], [""93"", ""8707""], [""308"", ""54431""], [""3869"", ""5443603""]]",[],[],[],fpffffff,[],[],[],[],"[[""0"", ""1""], [""0"", ""1""], [""0"", ""1""], [""2"", ""1""], [""93"", ""1""], [""308"", ""1""], [""3869"", ""1""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""2"", ""21""], [""93"", ""8707""], [""308"", ""54431""], [""3869"", ""5443603""]]",ffffffff,[],[],[],[],"[[""0"", ""1""], [""0"", ""1""], [""0"", ""1""], [""2"", ""1""], [""93"", ""1""], [""308"", ""1""], [""3869"", ""1""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""2"", ""21""], [""93"", ""8707""], [""308"", ""54431""], [""3869"", ""5443603""]]"
✅✅✅✅✅✅✅✅,✅❌✅✅❌❌❌❌,❌❌❌❌❌❌❌❌,4,1837,13,3298,pppppppp,input/codex/fizzbuzz_count/65.txt,[],"[[""0"", ""1""], [""2"", ""0""], [""93"", ""0""], [""308"", ""0""], [""3869"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""2"", ""21""], [""93"", ""8707""], [""308"", ""54431""], [""3869"", ""5443603""]]",[],[],[],pfppffff,[],[],[],[],"[[""0"", ""1""], [""2"", ""0""], [""93"", ""0""], [""308"", ""0""], [""3869"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""2"", ""21""], [""93"", ""8707""], [""308"", ""54431""], [""3869"", ""5443603""]]",ffffffff,[],[],[],[],"[[""0"", ""1""], [""2"", ""0""], [""93"", ""0""], [""308"", ""0""], [""3869"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""2"", ""21""], [""93"", ""8707""], [""308"", ""54431""], [""3869"", ""5443603""]]"
