codex_result_emojis,incoder_result_emojis,codeparrot_result_emojis,sum_num,count,example_input,codex_result,model_input,failed_inputs,failed_inputs,failed_inputs,errors,errors,errors,incoder_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs,codeparrot_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs
✅✅✅✅✅✅✅,💀💀💀💀💀💀💀,✅✅✅❌❌✅✅,1,5,"[1, 3, -2, 1, 5, 8]",ppppppp,input/codex/triples_sum_to/37.txt,[],[],"[[""True"", ""False""], [""True"", ""False""]]",[],"[""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined""]",[],eeeeeee,[],"[""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined""]",[],[],[],"[[""True"", ""False""], [""True"", ""False""]]",pppffpp,[],"[""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined""]",[],[],[],"[[""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅✅❌❌✅❌,✅✅✅❌❌✅✅,1,5,"[1, 2, -3, 7, 2, 7]",ppppppp,input/codex/triples_sum_to/38.txt,[],"[[""True"", ""False""], [""True"", ""False""], [""False"", ""True""]]","[[""True"", ""False""], [""True"", ""False""]]",[],[],[],pppffpf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""False"", ""True""]]","[[""True"", ""False""], [""True"", ""False""]]",pppffpp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""False"", ""True""]]","[[""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,💀💀💀💀💀💀💀,✅✅✅❌❌✅✅,1,5,[1],ppppppp,input/codex/triples_sum_to/39.txt,[],[],"[[""True"", ""False""], [""True"", ""False""]]",[],"[""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined""]",[],eeeeeee,[],"[""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined""]",[],[],[],"[[""True"", ""False""], [""True"", ""False""]]",pppffpp,[],"[""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined""]",[],[],[],"[[""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅❌✅❌,✅✅✅✅❌✅❌,✅✅❌✅❌✅❌,1,8,"[1, 3, 5, 0]",ppppfpf,input/codex/triples_sum_to/40.txt,"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],ppppfpf,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",ppfpfpf,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅✅✅❌✅✅,✅❌❌✅✅❌❌,1,8,"[1, 3, -2, 1, 5, 8]",ppppppp,input/codex/triples_sum_to/41.txt,[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],ppppfpp,[],[],[],[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",pffppff,[],[],[],[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅✅✅❌✅✅,✅❌❌✅✅❌❌,1,8,"[1, 2, -3, 7, 2, 7]",ppppppp,input/codex/triples_sum_to/42.txt,[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],ppppfpp,[],[],[],[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",pffppff,[],[],[],[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,❌✅✅✅❌✅❌,✅❌❌✅✅❌❌,1,8,[1],ppppppp,input/codex/triples_sum_to/43.txt,[],"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],fpppfpf,[],[],[],[],"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",pffppff,[],[],[],[],"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅❌✅✅,✅✅✅✅❌✅❌,✅❌✅✅❌❌✅,1,10,"[1, 3, 5, 0]",ppppfpp,input/codex/triples_sum_to/44.txt,"[[""True"", ""False""]]","[[""True"", ""False""], [""False"", ""True""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[],[],[],ppppfpf,[],[],[],"[[""True"", ""False""]]","[[""True"", ""False""], [""False"", ""True""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",pfppffp,[],[],[],"[[""True"", ""False""]]","[[""True"", ""False""], [""False"", ""True""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
✅✅✅✅❌✅✅,✅✅✅✅❌✅✅,✅❌✅✅❌❌✅,1,10,"[1, 3, -2, 1, 5, 8]",ppppfpp,input/codex/triples_sum_to/45.txt,"[[""True"", ""False""]]","[[""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[],[],[],ppppfpp,[],[],[],"[[""True"", ""False""]]","[[""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",pfppffp,[],[],[],"[[""True"", ""False""]]","[[""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
✅✅✅✅❌✅✅,✅✅✅✅❌✅✅,✅❌✅✅❌❌✅,1,10,"[1, 2, -3, 7, 2, 7]",ppppfpp,input/codex/triples_sum_to/46.txt,"[[""True"", ""False""]]","[[""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[],[],[],ppppfpp,[],[],[],"[[""True"", ""False""]]","[[""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",pfppffp,[],[],[],"[[""True"", ""False""]]","[[""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
✅✅✅✅✅✅✅,❌✅✅✅❌✅❌,✅❌✅✅❌❌✅,1,10,[1],ppppppp,input/codex/triples_sum_to/47.txt,[],"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[],[],[],fpppfpf,[],[],[],[],"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",pfppffp,[],[],[],[],"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
✅✅✅✅✅✅✅,✅✅❌✅✅✅❌,✅❌❌✅❌✅❌,2,2,"[1, 3, 5, 0]",ppppppp,input/codex/triples_sum_to/48.txt,[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],ppfpppf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",pffpfpf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅❌✅✅✅❌,✅❌❌✅❌✅❌,2,2,"[1, 3, -2, 1, 5, 8]",ppppppp,input/codex/triples_sum_to/49.txt,[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],ppfpppf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",pffpfpf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅❌✅✅✅❌,✅❌❌✅❌✅❌,2,2,"[1, 2, -3, 7, 2, 7]",ppppppp,input/codex/triples_sum_to/50.txt,[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],ppfpppf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",pffpfpf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅❌✅✅✅❌,✅❌❌✅❌✅❌,2,2,[1],ppppppp,input/codex/triples_sum_to/51.txt,[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],ppfpppf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",pffpfpf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅❌❌✅❌✅✅,✅❌❌✅❌✅✅,2,3,"[1, 3, 5, 0]",ppppppp,input/codex/triples_sum_to/52.txt,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],pffpfpp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",pffpfpp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅❌❌✅❌✅✅,✅❌❌✅❌✅✅,2,3,"[1, 3, -2, 1, 5, 8]",ppppppp,input/codex/triples_sum_to/53.txt,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],pffpfpp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",pffpfpp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅❌❌✅❌❌✅,✅❌❌✅❌✅✅,2,3,"[1, 2, -3, 7, 2, 7]",ppppppp,input/codex/triples_sum_to/54.txt,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],pffpffp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",pffpfpp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅❌✅✅✅✅,✅❌❌✅❌✅✅,2,3,[1],ppppppp,input/codex/triples_sum_to/55.txt,[],"[[""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],ppfpppp,[],[],[],[],"[[""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",pffpfpp,[],[],[],[],"[[""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅❌✅❌✅✅✅,✅✅✅❌❌✅✅,2,4,"[1, 3, 5, 0]",ppppppp,input/codex/triples_sum_to/56.txt,[],"[[""False"", ""True""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",[],[],[],pfpfppp,[],[],[],[],"[[""False"", ""True""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",pppffpp,[],[],[],[],"[[""False"", ""True""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅❌✅❌✅✅✅,✅❌❌❌✅❌✅,2,4,"[1, 3, -2, 1, 5, 8]",ppppppp,input/codex/triples_sum_to/57.txt,[],"[[""False"", ""True""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[],[],[],pfpfppp,[],[],[],[],"[[""False"", ""True""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",pfffpfp,[],[],[],[],"[[""False"", ""True""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
✅✅✅✅✅✅✅,✅✅✅❌❌✅✅,✅❌❌❌✅❌✅,2,4,"[1, 2, -3, 7, 2, 7]",ppppppp,input/codex/triples_sum_to/58.txt,[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[],[],[],pppffpp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",pfffpfp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
✅✅✅✅✅✅✅,✅❌❌❌❌✅✅,💀✅✅❌❌✅✅,2,4,[1],ppppppp,input/codex/triples_sum_to/59.txt,[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",[],[],"[""'int' object is not iterable""]",pffffpp,[],[],"[""'int' object is not iterable""]",[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",eppffpp,[],[],"[""'int' object is not iterable""]",[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]"
✅✅✅❌❌✅✅,❌❌❌❌❌✅✅,❌❌❌❌❌✅✅,2,5,"[1, 3, 5, 0]",pppffpp,input/codex/triples_sum_to/60.txt,"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],fffffpp,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",fffffpp,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅❌❌✅✅,💀💀💀💀💀💀💀,✅❌❌❌✅❌✅,2,5,"[1, 3, -2, 1, 5, 8]",pppffpp,input/codex/triples_sum_to/61.txt,"[[""True"", ""False""], [""True"", ""False""]]",[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[],"[""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined""]",[],eeeeeee,[],"[""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined""]",[],"[[""True"", ""False""], [""True"", ""False""]]",[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",pfffpfp,[],"[""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined""]",[],"[[""True"", ""False""], [""True"", ""False""]]",[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
✅✅✅❌❌✅✅,✅✅✅❌❌✅✅,❌❌❌❌❌✅✅,2,5,"[1, 2, -3, 7, 2, 7]",pppffpp,input/codex/triples_sum_to/62.txt,"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],pppffpp,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",fffffpp,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅❌❌✅✅,💀💀💀💀💀💀💀,❌❌❌❌❌✅✅,2,5,[1],pppffpp,input/codex/triples_sum_to/63.txt,"[[""True"", ""False""], [""True"", ""False""]]",[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",[],"[""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined""]",[],eeeeeee,[],"[""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined""]",[],"[[""True"", ""False""], [""True"", ""False""]]",[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",fffffpp,[],"[""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined""]",[],"[[""True"", ""False""], [""True"", ""False""]]",[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅❌✅❌,❌❌❌❌✅❌✅,✅❌❌✅✅❌❌,2,8,"[1, 3, 5, 0]",ppppfpf,input/codex/triples_sum_to/64.txt,"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],ffffpfp,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",pffppff,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅✅✅❌✅❌,✅❌❌✅✅❌❌,2,8,"[1, 3, -2, 1, 5, 8]",ppppppp,input/codex/triples_sum_to/65.txt,[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],ppppfpf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",pffppff,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅❌✅❌,✅✅✅✅❌✅✅,✅❌❌✅✅❌❌,2,8,"[1, 2, -3, 7, 2, 7]",ppppfpf,input/codex/triples_sum_to/66.txt,"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],ppppfpp,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",pffppff,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,💀💀💀💀💀💀💀,✅❌❌✅✅❌❌,2,8,[1],ppppppp,input/codex/triples_sum_to/67.txt,[],[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],eeeeeee,[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],[],[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",pffppff,[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],[],[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅❌✅❌,❌✅✅❌✅✅✅,✅❌❌✅✅❌❌,2,10,"[1, 3, 5, 0]",ppppfpf,input/codex/triples_sum_to/68.txt,"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],fppfppp,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",pffppff,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅❌✅❌,✅❌✅✅✅✅❌,✅❌❌✅✅❌❌,2,10,"[1, 3, -2, 1, 5, 8]",ppppfpf,input/codex/triples_sum_to/69.txt,"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],pfppppf,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",pffppff,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅❌✅❌,✅✅✅✅❌✅❌,✅❌❌✅✅❌❌,2,10,"[1, 2, -3, 7, 2, 7]",ppppfpf,input/codex/triples_sum_to/70.txt,"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],ppppfpf,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",pffppff,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,❌❌❌❌✅❌❌,✅❌❌✅✅❌❌,2,10,[1],ppppppp,input/codex/triples_sum_to/71.txt,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],ffffpff,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",pffppff,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
