ret_index,cmp_index,cmp,func_name,result_emojis,result,model_input,failed_inputs,errors
second,first,smallest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/76.txt,[],[]
second,first,smallest,min_max,❌❌❌❌❌❌❌❌❌,fffffffff,input/incoder/tuple_list/77.txt,"[[""56"", ""53""], [""84"", ""59""], [""36"", ""100""], [""3"", ""98""], [""80"", ""75""], [""25"", ""96""], [""77"", ""89""], [""63"", ""97""], [""9"", ""99""]]",[]
second,first,largest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/78.txt,[],[]
second,first,largest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/79.txt,[],[]
second,first,largest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/80.txt,[],[]
second,first,largest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/81.txt,[],[]
second,first,largest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/82.txt,[],[]
second,first,largest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/83.txt,[],[]
second,second,smallest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/84.txt,[],[]
second,second,smallest,tuple_extract,❌❌❌❌❌❌❌❌❌,fffffffff,input/incoder/tuple_list/85.txt,"[[""56"", ""None""], [""51"", ""None""], [""36"", ""None""], [""3"", ""None""], [""11"", ""None""], [""12"", ""None""], [""31"", ""None""], [""8"", ""None""], [""6"", ""None""]]",[]
second,second,smallest,f,✅❌✅✅❌❌❌❌❌,pfppfffff,input/incoder/tuple_list/86.txt,"[[""51"", ""84""], [""11"", ""80""], [""12"", ""25""], [""31"", ""77""], [""8"", ""63""], [""6"", ""9""]]",[]
second,second,smallest,some_func,💀💀💀💀💀💀💀💀💀,eeeeeeeee,input/incoder/tuple_list/87.txt,[],"[""name 'second_value' is not defined"", ""name 'second_value' is not defined"", ""name 'second_value' is not defined"", ""name 'second_value' is not defined"", ""name 'second_value' is not defined"", ""name 'second_value' is not defined"", ""name 'second_value' is not defined"", ""name 'second_value' is not defined"", ""name 'second_value' is not defined""]"
second,second,smallest,fibonacci,💀❌❌❌❌❌❌❌❌,effffffff,input/incoder/tuple_list/88.txt,"[[""51"", ""(59, 51, 70, 63, 44, 65, 51, 81, 98, 86, 18, 49)""], [""36"", ""(38, 39, 80, 46, 34, 36, 75, 39, 40, 33, 4, 48)""], [""3"", ""(44, 92, 67, 91, 55, 91, 22, 83, 50, 73, 5, 73)""], [""11"", ""(13, 11, 46, 41, 14, 17, 38, 25, 67, 55, 25, 80)""], [""12"", ""(60, 90, 71, 31, 7, 15, 54, 3, 75, 50, 54, 70)""], [""31"", ""(4, 31, 49, 49, 22, 75, 12, 15, 92, 58, 59, 49)""], [""8"", ""(13, 97, 76, 38, 28, 95, 21, 1, 28, 49, 81, 97)""], [""6"", ""(47, 30, 83, 77, 94, 72, 25, 97, 11, 43, 28, 76)""]]","[""list index out of range""]"
second,second,smallest,min_max,✅❌✅✅❌❌❌❌❌,pfppfffff,input/incoder/tuple_list/89.txt,"[[""51"", ""84""], [""11"", ""80""], [""12"", ""25""], [""31"", ""77""], [""8"", ""63""], [""6"", ""9""]]",[]
second,second,largest,extract_value,❌❌❌❌❌❌❌❌❌,fffffffff,input/incoder/tuple_list/90.txt,"[[""56"", ""None""], [""84"", ""None""], [""72"", ""None""], [""92"", ""None""], [""89"", ""None""], [""90"", ""None""], [""84"", ""None""], [""97"", ""None""], [""91"", ""None""]]",[]
second,second,largest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/91.txt,[],[]
second,second,largest,f,✅❌✅❌❌❌❌❌❌,pfpffffff,input/incoder/tuple_list/92.txt,"[[""84"", ""51""], [""92"", ""38""], [""89"", ""29""], [""90"", ""46""], [""84"", ""61""], [""97"", ""90""], [""91"", ""6""]]",[]
second,second,largest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/93.txt,[],[]
second,second,largest,fibonacci,💀❌❌❌❌❌❌❌❌,effffffff,input/incoder/tuple_list/94.txt,"[[""84"", ""(59, 51, 70, 63, 44, 65, 51, 81, 98, 86, 18, 49)""], [""72"", ""(38, 39, 80, 46, 34, 36, 75, 39, 40, 33, 4, 48)""], [""92"", ""(44, 92, 67, 91, 55, 91, 22, 83, 50, 73, 5, 73)""], [""89"", ""(13, 11, 46, 41, 14, 17, 38, 25, 67, 55, 25, 80)""], [""90"", ""(60, 90, 71, 31, 7, 15, 54, 3, 75, 50, 54, 70)""], [""84"", ""(4, 31, 49, 49, 22, 75, 12, 15, 92, 58, 59, 49)""], [""97"", ""(13, 97, 76, 38, 28, 95, 21, 1, 28, 49, 81, 97)""], [""91"", ""(47, 30, 83, 77, 94, 72, 25, 97, 11, 43, 28, 76)""]]","[""list index out of range""]"
second,second,largest,min_max,✅❌✅❌❌❌❌❌❌,pfpffffff,input/incoder/tuple_list/95.txt,"[[""84"", ""51""], [""92"", ""38""], [""89"", ""29""], [""90"", ""46""], [""84"", ""61""], [""97"", ""90""], [""91"", ""6""]]",[]
second,third,smallest,extract_value,💀❌❌❌❌❌❌❌❌,effffffff,input/incoder/tuple_list/96.txt,"[[""84"", ""70""], [""72"", ""80""], [""20"", ""67""], [""89"", ""46""], [""12"", ""71""], [""61"", ""49""], [""63"", ""76""], [""89"", ""83""]]","[""list index out of range""]"
second,third,smallest,tuple_extract,❌❌❌❌❌❌❌❌❌,fffffffff,input/incoder/tuple_list/97.txt,"[[""56"", ""None""], [""84"", ""None""], [""72"", ""None""], [""20"", ""None""], [""89"", ""None""], [""12"", ""None""], [""61"", ""None""], [""63"", ""None""], [""89"", ""None""]]",[]
second,third,smallest,f,✅✅❌❌❌❌❌✅❌,ppfffffpf,input/incoder/tuple_list/98.txt,"[[""72"", ""36""], [""20"", ""3""], [""89"", ""80""], [""12"", ""25""], [""61"", ""77""], [""89"", ""9""]]",[]
second,third,smallest,some_func,✅✅❌❌❌❌❌✅❌,ppfffffpf,input/incoder/tuple_list/99.txt,"[[""72"", ""36""], [""20"", ""3""], [""89"", ""80""], [""12"", ""25""], [""61"", ""77""], [""89"", ""9""]]",[]
second,third,smallest,fibonacci,✅✅❌❌❌❌❌✅❌,ppfffffpf,input/incoder/tuple_list/100.txt,"[[""72"", ""36""], [""20"", ""3""], [""89"", ""80""], [""12"", ""25""], [""61"", ""77""], [""89"", ""9""]]",[]
second,third,smallest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/101.txt,[],[]
second,third,largest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/102.txt,[],[]
second,third,largest,tuple_extract,❌❌❌❌❌❌❌❌❌,fffffffff,input/incoder/tuple_list/103.txt,"[[""56"", ""None""], [""51"", ""None""], [""39"", ""None""], [""92"", ""None""], [""29"", ""None""], [""46"", ""None""], [""77"", ""None""], [""97"", ""None""], [""48"", ""None""]]",[]
second,third,largest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/104.txt,[],[]
second,third,largest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/105.txt,[],[]
second,third,largest,fibonacci,✅✅❌❌✅✅❌❌❌,ppffppfff,input/incoder/tuple_list/106.txt,"[[""39"", ""72""], [""92"", ""38""], [""77"", ""61""], [""97"", ""90""], [""48"", ""6""]]",[]
second,third,largest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/107.txt,[],[]
second,twelfth,smallest,extract_value,❌❌❌❌❌❌❌❌❌,fffffffff,input/incoder/tuple_list/108.txt,"[[""56"", ""52""], [""51"", ""25""], [""72"", ""57""], [""20"", ""12""], [""80"", ""18""], [""80"", ""17""], [""61"", ""41""], [""90"", ""16""], [""75"", ""0""]]",[]
second,twelfth,smallest,tuple_extract,✅❌❌❌✅❌❌❌❌,pfffpffff,input/incoder/tuple_list/109.txt,"[[""51"", ""84""], [""72"", ""36""], [""20"", ""3""], [""80"", ""25""], [""61"", ""77""], [""90"", ""63""], [""75"", ""9""]]",[]
second,twelfth,smallest,f,✅❌❌❌✅❌❌❌❌,pfffpffff,input/incoder/tuple_list/110.txt,"[[""51"", ""84""], [""72"", ""36""], [""20"", ""3""], [""80"", ""25""], [""61"", ""77""], [""90"", ""63""], [""75"", ""9""]]",[]
second,twelfth,smallest,some_func,💀❌❌❌❌❌❌❌❌,effffffff,input/incoder/tuple_list/111.txt,"[[""51"", ""(51, 84, 25, 54, 96, 23, 65, 6, 44, 32, 21, 52)""], [""72"", ""(100, 72, 57, 2, 19, 82, 73, 25, 5, 28, 87, 0)""], [""20"", ""(4, 3, 22, 82, 28, 90, 90, 70, 25, 73, 32, 83)""], [""80"", ""(30, 89, 18, 74, 51, 43, 2, 98, 69, 48, 31, 73)""], [""80"", ""(52, 25, 73, 76, 40, 51, 63, 91, 7, 69, 20, 54)""], [""61"", ""(89, 61, 41, 18, 15, 32, 57, 50, 36, 30, 43, 4)""], [""90"", ""(9, 63, 16, 64, 70, 2, 61, 78, 84, 69, 39, 71)""], [""75"", ""(47, 30, 83, 77, 94, 72, 25, 97, 11, 43, 28, 76)""]]","[""list index out of range""]"
second,twelfth,smallest,fibonacci,✅❌❌❌✅❌❌❌❌,pfffpffff,input/incoder/tuple_list/112.txt,"[[""51"", ""84""], [""72"", ""36""], [""20"", ""3""], [""80"", ""25""], [""61"", ""77""], [""90"", ""63""], [""75"", ""9""]]",[]
second,twelfth,smallest,min_max,✅❌❌❌✅❌❌❌❌,pfffpffff,input/incoder/tuple_list/113.txt,"[[""51"", ""84""], [""72"", ""36""], [""20"", ""3""], [""80"", ""25""], [""61"", ""77""], [""90"", ""63""], [""75"", ""9""]]",[]
second,twelfth,largest,extract_value,❌❌❌❌❌❌❌❌❌,fffffffff,input/incoder/tuple_list/114.txt,"[[""56"", ""None""], [""84"", ""None""], [""36"", ""None""], [""3"", ""None""], [""69"", ""None""], [""12"", ""None""], [""77"", ""None""], [""97"", ""None""], [""91"", ""None""]]",[]
second,twelfth,largest,tuple_extract,❌❌❌❌❌❌❌❌❌,fffffffff,input/incoder/tuple_list/115.txt,"[[""56"", ""None""], [""84"", ""None""], [""36"", ""None""], [""3"", ""None""], [""69"", ""None""], [""12"", ""None""], [""77"", ""None""], [""97"", ""None""], [""91"", ""None""]]",[]
second,twelfth,largest,f,💀✅❌❌✅❌❌❌✅,epffpfffp,input/incoder/tuple_list/116.txt,"[[""36"", ""39""], [""3"", ""20""], [""12"", ""66""], [""77"", ""73""], [""97"", ""8""]]","[""list index out of range""]"
second,twelfth,largest,some_func,❌❌❌❌❌❌❌❌❌,fffffffff,input/incoder/tuple_list/117.txt,"[[""56"", ""52""], [""84"", ""70""], [""36"", ""80""], [""3"", ""67""], [""69"", ""64""], [""12"", ""87""], [""77"", ""98""], [""97"", ""76""], [""91"", ""87""]]",[]
second,twelfth,largest,fibonacci,💀✅❌❌✅❌❌❌✅,epffpfffp,input/incoder/tuple_list/118.txt,"[[""36"", ""39""], [""3"", ""20""], [""12"", ""66""], [""77"", ""73""], [""97"", ""8""]]","[""list index out of range""]"
second,twelfth,largest,min_max,❌❌❌❌❌❌❌❌❌,fffffffff,input/incoder/tuple_list/119.txt,"[[""56"", ""None""], [""84"", ""None""], [""36"", ""None""], [""3"", ""None""], [""69"", ""None""], [""12"", ""None""], [""77"", ""None""], [""97"", ""None""], [""91"", ""None""]]",[]
second,eleventh,smallest,extract_value,✅✅❌❌❌❌❌❌❌,ppfffffff,input/incoder/tuple_list/120.txt,"[[""39"", ""36""], [""92"", ""3""], [""69"", ""11""], [""66"", ""12""], [""34"", ""31""], [""63"", ""8""], [""7"", ""6""]]",[]
second,eleventh,smallest,tuple_extract,✅❌❌❌❌❌❌✅❌,pffffffpf,input/incoder/tuple_list/121.txt,"[[""51"", ""84""], [""39"", ""36""], [""92"", ""3""], [""69"", ""80""], [""66"", ""25""], [""34"", ""77""], [""7"", ""9""]]",[]
second,eleventh,smallest,f,❌❌❌❌❌❌❌❌❌,fffffffff,input/incoder/tuple_list/122.txt,"[[""56"", ""None""], [""51"", ""None""], [""39"", ""None""], [""92"", ""None""], [""69"", ""None""], [""66"", ""None""], [""34"", ""None""], [""63"", ""None""], [""7"", ""None""]]",[]
second,eleventh,smallest,some_func,💀❌❌❌❌❌❌❌❌,effffffff,input/incoder/tuple_list/123.txt,"[[""51"", ""(51, 84, 25, 54, 96, 23, 65, 6, 44, 32, 21, 52)""], [""39"", ""(100, 72, 57, 2, 19, 82, 73, 25, 5, 28, 87, 0)""], [""92"", ""(4, 3, 22, 82, 28, 90, 90, 70, 25, 73, 32, 83)""], [""69"", ""(30, 89, 18, 74, 51, 43, 2, 98, 69, 48, 31, 73)""], [""66"", ""(52, 25, 73, 76, 40, 51, 63, 91, 7, 69, 20, 54)""], [""34"", ""(89, 61, 41, 18, 15, 32, 57, 50, 36, 30, 43, 4)""], [""63"", ""(9, 63, 16, 64, 70, 2, 61, 78, 84, 69, 39, 71)""], [""7"", ""(47, 30, 83, 77, 94, 72, 25, 97, 11, 43, 28, 76)""]]","[""list index out of range""]"
second,eleventh,smallest,fibonacci,💀❌❌❌❌❌❌❌❌,effffffff,input/incoder/tuple_list/124.txt,"[[""51"", ""(59, 51, 70, 63, 44, 65, 51, 81, 98, 86, 18, 49)""], [""39"", ""(38, 39, 80, 46, 34, 36, 75, 39, 40, 33, 4, 48)""], [""92"", ""(44, 92, 67, 91, 55, 91, 22, 83, 50, 73, 5, 73)""], [""69"", ""(13, 11, 46, 41, 14, 17, 38, 25, 67, 55, 25, 80)""], [""66"", ""(60, 90, 71, 31, 7, 15, 54, 3, 75, 50, 54, 70)""], [""34"", ""(4, 31, 49, 49, 22, 75, 12, 15, 92, 58, 59, 49)""], [""63"", ""(13, 97, 76, 38, 28, 95, 21, 1, 28, 49, 81, 97)""], [""7"", ""(47, 30, 83, 77, 94, 72, 25, 97, 11, 43, 28, 76)""]]","[""list index out of range""]"
second,eleventh,smallest,min_max,✅❌❌❌❌❌❌✅❌,pffffffpf,input/incoder/tuple_list/125.txt,"[[""51"", ""84""], [""39"", ""36""], [""92"", ""3""], [""69"", ""80""], [""66"", ""25""], [""34"", ""77""], [""7"", ""9""]]",[]
second,eleventh,largest,extract_value,❌❌❌❌❌❌❌❌❌,fffffffff,input/incoder/tuple_list/126.txt,"[[""56"", ""42""], [""84"", ""52""], [""36"", ""0""], [""20"", ""73""], [""29"", ""73""], [""12"", ""70""], [""73"", ""23""], [""67"", ""97""], [""9"", ""85""]]",[]
second,eleventh,largest,tuple_extract,❌❌❌❌❌❌❌❌❌,fffffffff,input/incoder/tuple_list/127.txt,"[[""56"", ""None""], [""84"", ""None""], [""36"", ""None""], [""20"", ""None""], [""29"", ""None""], [""12"", ""None""], [""73"", ""None""], [""67"", ""None""], [""9"", ""None""]]",[]
second,eleventh,largest,f,✅✅✅❌❌✅❌❌❌,pppffpfff,input/incoder/tuple_list/128.txt,"[[""20"", ""3""], [""29"", ""69""], [""73"", ""77""], [""67"", ""97""], [""9"", ""91""]]",[]
second,eleventh,largest,some_func,❌❌❌❌❌❌❌❌❌,fffffffff,input/incoder/tuple_list/129.txt,"[[""56"", ""42""], [""84"", ""52""], [""36"", ""0""], [""20"", ""73""], [""29"", ""73""], [""12"", ""70""], [""73"", ""23""], [""67"", ""97""], [""9"", ""85""]]",[]
second,eleventh,largest,fibonacci,💀💀💀💀💀💀💀💀💀,eeeeeeeee,input/incoder/tuple_list/130.txt,[],"[""list index out of range"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]"
second,eleventh,largest,min_max,❌❌❌❌❌❌❌❌❌,fffffffff,input/incoder/tuple_list/131.txt,"[[""56"", ""(53, 56, 52, 30, 89, 11, 71, 26, 84, 8, 60, 42)""], [""84"", ""(51, 84, 25, 54, 96, 23, 65, 6, 44, 32, 21, 52)""], [""36"", ""(100, 72, 57, 2, 19, 82, 73, 25, 5, 28, 87, 0)""], [""20"", ""(44, 92, 67, 91, 55, 91, 22, 83, 50, 73, 5, 73)""], [""29"", ""(30, 89, 18, 74, 51, 43, 2, 98, 69, 48, 31, 73)""], [""12"", ""(60, 90, 71, 31, 7, 15, 54, 3, 75, 50, 54, 70)""], [""73"", ""(70, 84, 62, 34, 40, 27, 57, 62, 79, 78, 45, 23)""], [""67"", ""(13, 97, 76, 38, 28, 95, 21, 1, 28, 49, 81, 97)""], [""9"", ""(84, 91, 22, 37, 72, 19, 3, 73, 53, 65, 33, 85)""]]",[]
second,last,smallest,extract_value,✅✅✅❌❌❌✅✅❌,pppfffppf,input/incoder/tuple_list/132.txt,"[[""20"", ""38""], [""80"", ""29""], [""80"", ""46""], [""75"", ""6""]]",[]
second,last,smallest,tuple_extract,❌❌❌❌❌❌❌❌❌,fffffffff,input/incoder/tuple_list/133.txt,"[[""56"", ""42""], [""51"", ""49""], [""72"", ""0""], [""20"", ""41""], [""80"", ""5""], [""80"", ""1""], [""61"", ""4""], [""90"", ""4""], [""75"", ""3""]]",[]
second,last,smallest,f,✅❌❌❌✅❌❌❌❌,pfffpffff,input/incoder/tuple_list/134.txt,"[[""51"", ""84""], [""72"", ""36""], [""20"", ""3""], [""80"", ""25""], [""61"", ""77""], [""90"", ""63""], [""75"", ""9""]]",[]
second,last,smallest,some_func,❌❌❌❌❌❌❌❌❌,fffffffff,input/incoder/tuple_list/135.txt,"[[""56"", ""None""], [""51"", ""None""], [""72"", ""None""], [""20"", ""None""], [""80"", ""None""], [""80"", ""None""], [""61"", ""None""], [""90"", ""None""], [""75"", ""None""]]",[]
second,last,smallest,fibonacci,✅❌❌❌✅❌❌❌❌,pfffpffff,input/incoder/tuple_list/136.txt,"[[""51"", ""84""], [""72"", ""36""], [""20"", ""3""], [""80"", ""25""], [""61"", ""77""], [""90"", ""63""], [""75"", ""9""]]",[]
second,last,smallest,min_max,✅❌❌❌✅❌❌❌❌,pfffpffff,input/incoder/tuple_list/137.txt,"[[""51"", ""84""], [""72"", ""36""], [""20"", ""3""], [""80"", ""25""], [""61"", ""77""], [""90"", ""63""], [""75"", ""9""]]",[]
second,last,largest,extract_value,✅❌❌❌❌❌❌❌❌,pffffffff,input/incoder/tuple_list/138.txt,"[[""84"", ""51""], [""36"", ""72""], [""3"", ""38""], [""69"", ""29""], [""12"", ""46""], [""77"", ""61""], [""97"", ""90""], [""91"", ""6""]]",[]
second,last,largest,tuple_extract,✅❌❌❌❌❌❌❌❌,pffffffff,input/incoder/tuple_list/139.txt,"[[""84"", ""51""], [""36"", ""72""], [""3"", ""38""], [""69"", ""29""], [""12"", ""46""], [""77"", ""61""], [""97"", ""90""], [""91"", ""6""]]",[]
second,last,largest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/140.txt,[],[]
second,last,largest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/141.txt,[],[]
second,last,largest,fibonacci,✅❌❌❌❌❌❌❌❌,pffffffff,input/incoder/tuple_list/142.txt,"[[""84"", ""51""], [""36"", ""72""], [""3"", ""38""], [""69"", ""29""], [""12"", ""46""], [""77"", ""61""], [""97"", ""90""], [""91"", ""6""]]",[]
second,last,largest,min_max,✅❌❌❌❌❌❌❌❌,pffffffff,input/incoder/tuple_list/143.txt,"[[""84"", ""51""], [""36"", ""72""], [""3"", ""38""], [""69"", ""29""], [""12"", ""46""], [""77"", ""61""], [""97"", ""90""], [""91"", ""6""]]",[]
third,first,smallest,extract_value,💀💀❌❌❌❌❌❌❌,eefffffff,input/incoder/tuple_list/144.txt,"[[""59"", ""72""], [""22"", ""20""], [""27"", ""89""], [""73"", ""80""], [""98"", ""34""], [""16"", ""14""], [""47"", ""75""]]","[""list index out of range"", ""list index out of range""]"
third,first,smallest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/145.txt,[],[]
third,first,smallest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/146.txt,[],[]
third,first,smallest,some_func,💀💀❌❌❌❌❌❌❌,eefffffff,input/incoder/tuple_list/147.txt,"[[""59"", ""(31, 36, 59, 63, 32, 79, 1, 56, 65, 98, 88, 84)""], [""22"", ""(98, 38, 42, 19, 20, 19, 23, 36, 3, 66, 56, 68)""], [""27"", ""(3, 80, 27, 94, 4, 69, 82, 16, 82, 87, 37, 5)""], [""73"", ""(72, 80, 61, 59, 48, 23, 94, 66, 89, 9, 65, 1)""], [""98"", ""(4, 31, 49, 49, 22, 75, 12, 15, 92, 58, 59, 49)""], [""16"", ""(87, 78, 23, 2, 56, 3, 35, 44, 77, 68, 37, 79)""], [""47"", ""(72, 7, 47, 74, 48, 83, 40, 44, 51, 24, 9, 81)""]]","[""list index out of range"", ""list index out of range""]"
third,first,smallest,fibonacci,💀💀❌❌❌❌❌❌❌,eefffffff,input/incoder/tuple_list/148.txt,"[[""59"", ""(100, 72, 57, 2, 19, 82, 73, 25, 5, 28, 87, 0)""], [""22"", ""(47, 20, 12, 77, 7, 83, 59, 28, 85, 31, 59, 41)""], [""27"", ""(30, 89, 18, 74, 51, 43, 2, 98, 69, 48, 31, 73)""], [""73"", ""(72, 80, 61, 59, 48, 23, 94, 66, 89, 9, 65, 1)""], [""98"", ""(6, 34, 69, 17, 89, 39, 74, 13, 13, 1, 1, 26)""], [""16"", ""(26, 14, 42, 98, 80, 57, 5, 96, 56, 89, 69, 70)""], [""47"", ""(67, 75, 31, 73, 57, 49, 62, 40, 16, 35, 76, 3)""]]","[""list index out of range"", ""list index out of range""]"
third,first,smallest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/149.txt,[],[]
third,first,largest,extract_value,💀💀❌❌❌❌❌❌❌,eefffffff,input/incoder/tuple_list/150.txt,"[[""57"", ""72""], [""42"", ""20""], [""64"", ""89""], [""87"", ""80""], [""41"", ""34""], [""57"", ""14""], [""74"", ""75""]]","[""list index out of range"", ""list index out of range""]"
third,first,largest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/151.txt,[],[]
third,first,largest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/152.txt,[],[]
third,first,largest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/153.txt,[],[]
third,first,largest,fibonacci,💀💀❌❌❌❌❌❌❌,eefffffff,input/incoder/tuple_list/154.txt,"[[""57"", ""72""], [""42"", ""20""], [""64"", ""89""], [""87"", ""80""], [""41"", ""34""], [""57"", ""14""], [""74"", ""75""]]","[""list index out of range"", ""list index out of range""]"
third,first,largest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/155.txt,[],[]
third,second,smallest,extract_value,💀💀❌❌❌❌❌❌❌,eefffffff,input/incoder/tuple_list/156.txt,"[[""59"", ""72""], [""22"", ""20""], [""46"", ""89""], [""17"", ""80""], [""49"", ""34""], [""28"", ""14""], [""74"", ""75""]]","[""list index out of range"", ""list index out of range""]"
third,second,smallest,tuple_extract,💀💀❌❌❌❌❌❌❌,eefffffff,input/incoder/tuple_list/157.txt,"[[""59"", ""(100, 72, 57, 2, 19, 82, 73, 25, 5, 28, 87, 0)""], [""22"", ""(47, 20, 12, 77, 7, 83, 59, 28, 85, 31, 59, 41)""], [""46"", ""(30, 89, 18, 74, 51, 43, 2, 98, 69, 48, 31, 73)""], [""17"", ""(72, 80, 61, 59, 48, 23, 94, 66, 89, 9, 65, 1)""], [""49"", ""(6, 34, 69, 17, 89, 39, 74, 13, 13, 1, 1, 26)""], [""28"", ""(26, 14, 42, 98, 80, 57, 5, 96, 56, 89, 69, 70)""], [""74"", ""(67, 75, 31, 73, 57, 49, 62, 40, 16, 35, 76, 3)""]]","[""list index out of range"", ""list index out of range""]"
third,second,smallest,f,💀💀❌❌❌❌❌❌❌,eefffffff,input/incoder/tuple_list/158.txt,"[[""59"", ""(31, 36, 59, 63, 32, 79, 1, 56, 65, 98, 88, 84)""], [""22"", ""(98, 38, 42, 19, 20, 19, 23, 36, 3, 66, 56, 68)""], [""46"", ""(3, 80, 27, 94, 4, 69, 82, 16, 82, 87, 37, 5)""], [""17"", ""(72, 80, 61, 59, 48, 23, 94, 66, 89, 9, 65, 1)""], [""49"", ""(4, 31, 49, 49, 22, 75, 12, 15, 92, 58, 59, 49)""], [""28"", ""(87, 78, 23, 2, 56, 3, 35, 44, 77, 68, 37, 79)""], [""74"", ""(72, 7, 47, 74, 48, 83, 40, 44, 51, 24, 9, 81)""]]","[""list index out of range"", ""list index out of range""]"
third,second,smallest,some_func,✅❌✅✅❌❌❌❌❌,pfppfffff,input/incoder/tuple_list/159.txt,"[[""70"", ""25""], [""46"", ""27""], [""17"", ""73""], [""49"", ""98""], [""28"", ""16""], [""74"", ""47""]]",[]
third,second,smallest,fibonacci,💀💀❌❌❌❌❌❌❌,eefffffff,input/incoder/tuple_list/160.txt,"[[""59"", ""(100, 72, 57, 2, 19, 82, 73, 25, 5, 28, 87, 0)""], [""22"", ""(47, 20, 12, 77, 7, 83, 59, 28, 85, 31, 59, 41)""], [""46"", ""(30, 89, 18, 74, 51, 43, 2, 98, 69, 48, 31, 73)""], [""17"", ""(72, 80, 61, 59, 48, 23, 94, 66, 89, 9, 65, 1)""], [""49"", ""(6, 34, 69, 17, 89, 39, 74, 13, 13, 1, 1, 26)""], [""28"", ""(26, 14, 42, 98, 80, 57, 5, 96, 56, 89, 69, 70)""], [""74"", ""(67, 75, 31, 73, 57, 49, 62, 40, 16, 35, 76, 3)""]]","[""list index out of range"", ""list index out of range""]"
third,second,smallest,min_max,💀💀❌❌❌❌❌❌❌,eefffffff,input/incoder/tuple_list/161.txt,"[[""59"", ""(100, 72, 57, 2, 19, 82, 73, 25, 5, 28, 87, 0)""], [""22"", ""(47, 20, 12, 77, 7, 83, 59, 28, 85, 31, 59, 41)""], [""46"", ""(30, 89, 18, 74, 51, 43, 2, 98, 69, 48, 31, 73)""], [""17"", ""(72, 80, 61, 59, 48, 23, 94, 66, 89, 9, 65, 1)""], [""49"", ""(6, 34, 69, 17, 89, 39, 74, 13, 13, 1, 1, 26)""], [""28"", ""(26, 14, 42, 98, 80, 57, 5, 96, 56, 89, 69, 70)""], [""74"", ""(67, 75, 31, 73, 57, 49, 62, 40, 16, 35, 76, 3)""]]","[""list index out of range"", ""list index out of range""]"
third,second,largest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/162.txt,[],[]
third,second,largest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/163.txt,[],[]
third,second,largest,f,❌❌❌❌❌❌❌❌❌,fffffffff,input/incoder/tuple_list/164.txt,"[[""52"", ""None""], [""25"", ""None""], [""57"", ""None""], [""67"", ""None""], [""18"", ""None""], [""71"", ""None""], [""62"", ""None""], [""76"", ""None""], [""22"", ""None""]]",[]
third,second,largest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/165.txt,[],[]
third,second,largest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/166.txt,[],[]
third,second,largest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/incoder/tuple_list/167.txt,[],[]
