hash_type,transform,example_input,input,result,result_emojis,model_output,model_input,expected,actual
sha256,none,sha1,,f,❌,outputs/tlh/hash/58/0.py,input/tlh/hash/58.txt,None,'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855'
sha256,none,md5,Hello world,p,✅,outputs/tlh/hash/59/0.py,input/tlh/hash/59.txt,,
sha256,none,md5,A B C,p,✅,outputs/tlh/hash/59/0.py,input/tlh/hash/59.txt,,
sha256,none,md5,password,p,✅,outputs/tlh/hash/59/0.py,input/tlh/hash/59.txt,,
sha256,none,md5,,f,❌,outputs/tlh/hash/59/0.py,input/tlh/hash/59.txt,None,'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855'
sha256,uppercase,,Hello world,p,✅,outputs/tlh/hash/60/0.py,input/tlh/hash/60.txt,,
sha256,uppercase,,A B C,p,✅,outputs/tlh/hash/60/0.py,input/tlh/hash/60.txt,,
sha256,uppercase,,password,p,✅,outputs/tlh/hash/60/0.py,input/tlh/hash/60.txt,,
sha256,uppercase,,,f,❌,outputs/tlh/hash/60/0.py,input/tlh/hash/60.txt,None,'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855'
sha256,uppercase,Hello world,Hello world,p,✅,outputs/tlh/hash/61/0.py,input/tlh/hash/61.txt,,
sha256,uppercase,Hello world,A B C,p,✅,outputs/tlh/hash/61/0.py,input/tlh/hash/61.txt,,
sha256,uppercase,Hello world,password,p,✅,outputs/tlh/hash/61/0.py,input/tlh/hash/61.txt,,
sha256,uppercase,Hello world,,f,❌,outputs/tlh/hash/61/0.py,input/tlh/hash/61.txt,None,'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855'
sha256,uppercase,Hallo welt,Hello world,p,✅,outputs/tlh/hash/62/0.py,input/tlh/hash/62.txt,,
sha256,uppercase,Hallo welt,A B C,p,✅,outputs/tlh/hash/62/0.py,input/tlh/hash/62.txt,,
sha256,uppercase,Hallo welt,password,p,✅,outputs/tlh/hash/62/0.py,input/tlh/hash/62.txt,,
sha256,uppercase,Hallo welt,,f,❌,outputs/tlh/hash/62/0.py,input/tlh/hash/62.txt,None,'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855'
sha256,uppercase,0,Hello world,p,✅,outputs/tlh/hash/63/0.py,input/tlh/hash/63.txt,,
sha256,uppercase,0,A B C,p,✅,outputs/tlh/hash/63/0.py,input/tlh/hash/63.txt,,
sha256,uppercase,0,password,p,✅,outputs/tlh/hash/63/0.py,input/tlh/hash/63.txt,,
sha256,uppercase,0,,f,❌,outputs/tlh/hash/63/0.py,input/tlh/hash/63.txt,None,'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855'
sha256,uppercase,sha1,Hello world,p,✅,outputs/tlh/hash/64/0.py,input/tlh/hash/64.txt,,
sha256,uppercase,sha1,A B C,p,✅,outputs/tlh/hash/64/0.py,input/tlh/hash/64.txt,,
sha256,uppercase,sha1,password,p,✅,outputs/tlh/hash/64/0.py,input/tlh/hash/64.txt,,
sha256,uppercase,sha1,,f,❌,outputs/tlh/hash/64/0.py,input/tlh/hash/64.txt,None,'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855'
sha256,uppercase,md5,Hello world,p,✅,outputs/tlh/hash/65/0.py,input/tlh/hash/65.txt,,
sha256,uppercase,md5,A B C,p,✅,outputs/tlh/hash/65/0.py,input/tlh/hash/65.txt,,
sha256,uppercase,md5,password,p,✅,outputs/tlh/hash/65/0.py,input/tlh/hash/65.txt,,
sha256,uppercase,md5,,f,❌,outputs/tlh/hash/65/0.py,input/tlh/hash/65.txt,None,'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855'
sha256,dash,,Hello world,p,✅,outputs/tlh/hash/66/0.py,input/tlh/hash/66.txt,,
sha256,dash,,A B C,p,✅,outputs/tlh/hash/66/0.py,input/tlh/hash/66.txt,,
sha256,dash,,password,p,✅,outputs/tlh/hash/66/0.py,input/tlh/hash/66.txt,,
sha256,dash,,,f,❌,outputs/tlh/hash/66/0.py,input/tlh/hash/66.txt,None,'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855'
sha256,dash,Hello world,Hello world,p,✅,outputs/tlh/hash/67/0.py,input/tlh/hash/67.txt,,
sha256,dash,Hello world,A B C,p,✅,outputs/tlh/hash/67/0.py,input/tlh/hash/67.txt,,
sha256,dash,Hello world,password,p,✅,outputs/tlh/hash/67/0.py,input/tlh/hash/67.txt,,
sha256,dash,Hello world,,f,❌,outputs/tlh/hash/67/0.py,input/tlh/hash/67.txt,None,'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855'
sha256,dash,Hallo welt,Hello world,p,✅,outputs/tlh/hash/68/0.py,input/tlh/hash/68.txt,,
sha256,dash,Hallo welt,A B C,p,✅,outputs/tlh/hash/68/0.py,input/tlh/hash/68.txt,,
sha256,dash,Hallo welt,password,p,✅,outputs/tlh/hash/68/0.py,input/tlh/hash/68.txt,,
sha256,dash,Hallo welt,,f,❌,outputs/tlh/hash/68/0.py,input/tlh/hash/68.txt,None,'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855'
sha256,dash,0,Hello world,p,✅,outputs/tlh/hash/69/0.py,input/tlh/hash/69.txt,,
sha256,dash,0,A B C,p,✅,outputs/tlh/hash/69/0.py,input/tlh/hash/69.txt,,
sha256,dash,0,password,p,✅,outputs/tlh/hash/69/0.py,input/tlh/hash/69.txt,,
sha256,dash,0,,f,❌,outputs/tlh/hash/69/0.py,input/tlh/hash/69.txt,None,'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855'
sha256,dash,sha1,Hello world,p,✅,outputs/tlh/hash/70/0.py,input/tlh/hash/70.txt,,
sha256,dash,sha1,A B C,p,✅,outputs/tlh/hash/70/0.py,input/tlh/hash/70.txt,,
sha256,dash,sha1,password,p,✅,outputs/tlh/hash/70/0.py,input/tlh/hash/70.txt,,
sha256,dash,sha1,,f,❌,outputs/tlh/hash/70/0.py,input/tlh/hash/70.txt,None,'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855'
sha256,dash,md5,Hello world,p,✅,outputs/tlh/hash/71/0.py,input/tlh/hash/71.txt,,
sha256,dash,md5,A B C,p,✅,outputs/tlh/hash/71/0.py,input/tlh/hash/71.txt,,
sha256,dash,md5,password,p,✅,outputs/tlh/hash/71/0.py,input/tlh/hash/71.txt,,
sha256,dash,md5,,f,❌,outputs/tlh/hash/71/0.py,input/tlh/hash/71.txt,None,'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855'
sha384,none,,Hello world,p,✅,outputs/tlh/hash/72/0.py,input/tlh/hash/72.txt,,
sha384,none,,A B C,p,✅,outputs/tlh/hash/72/0.py,input/tlh/hash/72.txt,,
sha384,none,,password,p,✅,outputs/tlh/hash/72/0.py,input/tlh/hash/72.txt,,
sha384,none,,,f,❌,outputs/tlh/hash/72/0.py,input/tlh/hash/72.txt,None,'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'
sha384,none,Hello world,Hello world,p,✅,outputs/tlh/hash/73/0.py,input/tlh/hash/73.txt,,
sha384,none,Hello world,A B C,p,✅,outputs/tlh/hash/73/0.py,input/tlh/hash/73.txt,,
sha384,none,Hello world,password,p,✅,outputs/tlh/hash/73/0.py,input/tlh/hash/73.txt,,
sha384,none,Hello world,,f,❌,outputs/tlh/hash/73/0.py,input/tlh/hash/73.txt,None,'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'
sha384,none,Hallo welt,Hello world,p,✅,outputs/tlh/hash/74/0.py,input/tlh/hash/74.txt,,
sha384,none,Hallo welt,A B C,p,✅,outputs/tlh/hash/74/0.py,input/tlh/hash/74.txt,,
sha384,none,Hallo welt,password,p,✅,outputs/tlh/hash/74/0.py,input/tlh/hash/74.txt,,
sha384,none,Hallo welt,,f,❌,outputs/tlh/hash/74/0.py,input/tlh/hash/74.txt,None,'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'
sha384,none,0,Hello world,p,✅,outputs/tlh/hash/75/0.py,input/tlh/hash/75.txt,,
sha384,none,0,A B C,p,✅,outputs/tlh/hash/75/0.py,input/tlh/hash/75.txt,,
sha384,none,0,password,p,✅,outputs/tlh/hash/75/0.py,input/tlh/hash/75.txt,,
sha384,none,0,,f,❌,outputs/tlh/hash/75/0.py,input/tlh/hash/75.txt,None,'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'
sha384,none,sha1,Hello world,p,✅,outputs/tlh/hash/76/0.py,input/tlh/hash/76.txt,,
sha384,none,sha1,A B C,p,✅,outputs/tlh/hash/76/0.py,input/tlh/hash/76.txt,,
sha384,none,sha1,password,p,✅,outputs/tlh/hash/76/0.py,input/tlh/hash/76.txt,,
sha384,none,sha1,,f,❌,outputs/tlh/hash/76/0.py,input/tlh/hash/76.txt,None,'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'
sha384,none,md5,Hello world,p,✅,outputs/tlh/hash/77/0.py,input/tlh/hash/77.txt,,
sha384,none,md5,A B C,p,✅,outputs/tlh/hash/77/0.py,input/tlh/hash/77.txt,,
sha384,none,md5,password,p,✅,outputs/tlh/hash/77/0.py,input/tlh/hash/77.txt,,
sha384,none,md5,,f,❌,outputs/tlh/hash/77/0.py,input/tlh/hash/77.txt,None,'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'
sha384,uppercase,,Hello world,p,✅,outputs/tlh/hash/78/0.py,input/tlh/hash/78.txt,,
sha384,uppercase,,A B C,p,✅,outputs/tlh/hash/78/0.py,input/tlh/hash/78.txt,,
sha384,uppercase,,password,p,✅,outputs/tlh/hash/78/0.py,input/tlh/hash/78.txt,,
sha384,uppercase,,,f,❌,outputs/tlh/hash/78/0.py,input/tlh/hash/78.txt,None,'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'
sha384,uppercase,Hello world,Hello world,p,✅,outputs/tlh/hash/79/0.py,input/tlh/hash/79.txt,,
sha384,uppercase,Hello world,A B C,p,✅,outputs/tlh/hash/79/0.py,input/tlh/hash/79.txt,,
sha384,uppercase,Hello world,password,p,✅,outputs/tlh/hash/79/0.py,input/tlh/hash/79.txt,,
sha384,uppercase,Hello world,,f,❌,outputs/tlh/hash/79/0.py,input/tlh/hash/79.txt,None,'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'
sha384,uppercase,Hallo welt,Hello world,p,✅,outputs/tlh/hash/80/0.py,input/tlh/hash/80.txt,,
sha384,uppercase,Hallo welt,A B C,p,✅,outputs/tlh/hash/80/0.py,input/tlh/hash/80.txt,,
sha384,uppercase,Hallo welt,password,p,✅,outputs/tlh/hash/80/0.py,input/tlh/hash/80.txt,,
sha384,uppercase,Hallo welt,,f,❌,outputs/tlh/hash/80/0.py,input/tlh/hash/80.txt,None,'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'
sha384,uppercase,0,Hello world,p,✅,outputs/tlh/hash/81/0.py,input/tlh/hash/81.txt,,
sha384,uppercase,0,A B C,p,✅,outputs/tlh/hash/81/0.py,input/tlh/hash/81.txt,,
sha384,uppercase,0,password,p,✅,outputs/tlh/hash/81/0.py,input/tlh/hash/81.txt,,
sha384,uppercase,0,,f,❌,outputs/tlh/hash/81/0.py,input/tlh/hash/81.txt,None,'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'
sha384,uppercase,sha1,Hello world,p,✅,outputs/tlh/hash/82/0.py,input/tlh/hash/82.txt,,
sha384,uppercase,sha1,A B C,p,✅,outputs/tlh/hash/82/0.py,input/tlh/hash/82.txt,,
sha384,uppercase,sha1,password,p,✅,outputs/tlh/hash/82/0.py,input/tlh/hash/82.txt,,
sha384,uppercase,sha1,,f,❌,outputs/tlh/hash/82/0.py,input/tlh/hash/82.txt,None,'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'
sha384,uppercase,md5,Hello world,p,✅,outputs/tlh/hash/83/0.py,input/tlh/hash/83.txt,,
sha384,uppercase,md5,A B C,p,✅,outputs/tlh/hash/83/0.py,input/tlh/hash/83.txt,,
sha384,uppercase,md5,password,p,✅,outputs/tlh/hash/83/0.py,input/tlh/hash/83.txt,,
sha384,uppercase,md5,,f,❌,outputs/tlh/hash/83/0.py,input/tlh/hash/83.txt,None,'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'
sha384,dash,,Hello world,p,✅,outputs/tlh/hash/84/0.py,input/tlh/hash/84.txt,,
sha384,dash,,A B C,p,✅,outputs/tlh/hash/84/0.py,input/tlh/hash/84.txt,,
sha384,dash,,password,p,✅,outputs/tlh/hash/84/0.py,input/tlh/hash/84.txt,,
sha384,dash,,,f,❌,outputs/tlh/hash/84/0.py,input/tlh/hash/84.txt,None,'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'
sha384,dash,Hello world,Hello world,p,✅,outputs/tlh/hash/85/0.py,input/tlh/hash/85.txt,,
sha384,dash,Hello world,A B C,p,✅,outputs/tlh/hash/85/0.py,input/tlh/hash/85.txt,,
sha384,dash,Hello world,password,p,✅,outputs/tlh/hash/85/0.py,input/tlh/hash/85.txt,,
sha384,dash,Hello world,,f,❌,outputs/tlh/hash/85/0.py,input/tlh/hash/85.txt,None,'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'
sha384,dash,Hallo welt,Hello world,p,✅,outputs/tlh/hash/86/0.py,input/tlh/hash/86.txt,,
sha384,dash,Hallo welt,A B C,p,✅,outputs/tlh/hash/86/0.py,input/tlh/hash/86.txt,,
sha384,dash,Hallo welt,password,p,✅,outputs/tlh/hash/86/0.py,input/tlh/hash/86.txt,,
sha384,dash,Hallo welt,,f,❌,outputs/tlh/hash/86/0.py,input/tlh/hash/86.txt,None,'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'
sha384,dash,0,Hello world,p,✅,outputs/tlh/hash/87/0.py,input/tlh/hash/87.txt,,
sha384,dash,0,A B C,p,✅,outputs/tlh/hash/87/0.py,input/tlh/hash/87.txt,,
sha384,dash,0,password,p,✅,outputs/tlh/hash/87/0.py,input/tlh/hash/87.txt,,
sha384,dash,0,,f,❌,outputs/tlh/hash/87/0.py,input/tlh/hash/87.txt,None,'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'
sha384,dash,sha1,Hello world,p,✅,outputs/tlh/hash/88/0.py,input/tlh/hash/88.txt,,
sha384,dash,sha1,A B C,p,✅,outputs/tlh/hash/88/0.py,input/tlh/hash/88.txt,,
sha384,dash,sha1,password,p,✅,outputs/tlh/hash/88/0.py,input/tlh/hash/88.txt,,
sha384,dash,sha1,,f,❌,outputs/tlh/hash/88/0.py,input/tlh/hash/88.txt,None,'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'
sha384,dash,md5,Hello world,p,✅,outputs/tlh/hash/89/0.py,input/tlh/hash/89.txt,,
sha384,dash,md5,A B C,p,✅,outputs/tlh/hash/89/0.py,input/tlh/hash/89.txt,,
sha384,dash,md5,password,p,✅,outputs/tlh/hash/89/0.py,input/tlh/hash/89.txt,,
sha384,dash,md5,,f,❌,outputs/tlh/hash/89/0.py,input/tlh/hash/89.txt,None,'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'
sha512,none,,Hello world,p,✅,outputs/tlh/hash/90/0.py,input/tlh/hash/90.txt,,
sha512,none,,A B C,p,✅,outputs/tlh/hash/90/0.py,input/tlh/hash/90.txt,,
sha512,none,,password,p,✅,outputs/tlh/hash/90/0.py,input/tlh/hash/90.txt,,
sha512,none,,,f,❌,outputs/tlh/hash/90/0.py,input/tlh/hash/90.txt,None,'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'
sha512,none,Hello world,Hello world,p,✅,outputs/tlh/hash/91/0.py,input/tlh/hash/91.txt,,
sha512,none,Hello world,A B C,p,✅,outputs/tlh/hash/91/0.py,input/tlh/hash/91.txt,,
sha512,none,Hello world,password,p,✅,outputs/tlh/hash/91/0.py,input/tlh/hash/91.txt,,
sha512,none,Hello world,,f,❌,outputs/tlh/hash/91/0.py,input/tlh/hash/91.txt,None,'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'
sha512,none,Hallo welt,Hello world,p,✅,outputs/tlh/hash/92/0.py,input/tlh/hash/92.txt,,
sha512,none,Hallo welt,A B C,p,✅,outputs/tlh/hash/92/0.py,input/tlh/hash/92.txt,,
sha512,none,Hallo welt,password,p,✅,outputs/tlh/hash/92/0.py,input/tlh/hash/92.txt,,
sha512,none,Hallo welt,,f,❌,outputs/tlh/hash/92/0.py,input/tlh/hash/92.txt,None,'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'
sha512,none,0,Hello world,p,✅,outputs/tlh/hash/93/0.py,input/tlh/hash/93.txt,,
sha512,none,0,A B C,p,✅,outputs/tlh/hash/93/0.py,input/tlh/hash/93.txt,,
sha512,none,0,password,p,✅,outputs/tlh/hash/93/0.py,input/tlh/hash/93.txt,,
sha512,none,0,,f,❌,outputs/tlh/hash/93/0.py,input/tlh/hash/93.txt,None,'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'
sha512,none,sha1,Hello world,p,✅,outputs/tlh/hash/94/0.py,input/tlh/hash/94.txt,,
sha512,none,sha1,A B C,p,✅,outputs/tlh/hash/94/0.py,input/tlh/hash/94.txt,,
sha512,none,sha1,password,p,✅,outputs/tlh/hash/94/0.py,input/tlh/hash/94.txt,,
sha512,none,sha1,,f,❌,outputs/tlh/hash/94/0.py,input/tlh/hash/94.txt,None,'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'
sha512,none,md5,Hello world,p,✅,outputs/tlh/hash/95/0.py,input/tlh/hash/95.txt,,
sha512,none,md5,A B C,p,✅,outputs/tlh/hash/95/0.py,input/tlh/hash/95.txt,,
sha512,none,md5,password,p,✅,outputs/tlh/hash/95/0.py,input/tlh/hash/95.txt,,
sha512,none,md5,,f,❌,outputs/tlh/hash/95/0.py,input/tlh/hash/95.txt,None,'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'
sha512,uppercase,,Hello world,p,✅,outputs/tlh/hash/96/0.py,input/tlh/hash/96.txt,,
sha512,uppercase,,A B C,p,✅,outputs/tlh/hash/96/0.py,input/tlh/hash/96.txt,,
sha512,uppercase,,password,p,✅,outputs/tlh/hash/96/0.py,input/tlh/hash/96.txt,,
sha512,uppercase,,,f,❌,outputs/tlh/hash/96/0.py,input/tlh/hash/96.txt,None,'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'
sha512,uppercase,Hello world,Hello world,p,✅,outputs/tlh/hash/97/0.py,input/tlh/hash/97.txt,,
sha512,uppercase,Hello world,A B C,p,✅,outputs/tlh/hash/97/0.py,input/tlh/hash/97.txt,,
sha512,uppercase,Hello world,password,p,✅,outputs/tlh/hash/97/0.py,input/tlh/hash/97.txt,,
sha512,uppercase,Hello world,,f,❌,outputs/tlh/hash/97/0.py,input/tlh/hash/97.txt,None,'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'
sha512,uppercase,Hallo welt,Hello world,p,✅,outputs/tlh/hash/98/0.py,input/tlh/hash/98.txt,,
sha512,uppercase,Hallo welt,A B C,p,✅,outputs/tlh/hash/98/0.py,input/tlh/hash/98.txt,,
sha512,uppercase,Hallo welt,password,p,✅,outputs/tlh/hash/98/0.py,input/tlh/hash/98.txt,,
sha512,uppercase,Hallo welt,,f,❌,outputs/tlh/hash/98/0.py,input/tlh/hash/98.txt,None,'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'
sha512,uppercase,0,Hello world,p,✅,outputs/tlh/hash/99/0.py,input/tlh/hash/99.txt,,
sha512,uppercase,0,A B C,p,✅,outputs/tlh/hash/99/0.py,input/tlh/hash/99.txt,,
sha512,uppercase,0,password,p,✅,outputs/tlh/hash/99/0.py,input/tlh/hash/99.txt,,
sha512,uppercase,0,,f,❌,outputs/tlh/hash/99/0.py,input/tlh/hash/99.txt,None,'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'
sha512,uppercase,sha1,Hello world,p,✅,outputs/tlh/hash/100/0.py,input/tlh/hash/100.txt,,
sha512,uppercase,sha1,A B C,p,✅,outputs/tlh/hash/100/0.py,input/tlh/hash/100.txt,,
sha512,uppercase,sha1,password,p,✅,outputs/tlh/hash/100/0.py,input/tlh/hash/100.txt,,
sha512,uppercase,sha1,,f,❌,outputs/tlh/hash/100/0.py,input/tlh/hash/100.txt,None,'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'
sha512,uppercase,md5,Hello world,p,✅,outputs/tlh/hash/101/0.py,input/tlh/hash/101.txt,,
sha512,uppercase,md5,A B C,p,✅,outputs/tlh/hash/101/0.py,input/tlh/hash/101.txt,,
sha512,uppercase,md5,password,p,✅,outputs/tlh/hash/101/0.py,input/tlh/hash/101.txt,,
sha512,uppercase,md5,,f,❌,outputs/tlh/hash/101/0.py,input/tlh/hash/101.txt,None,'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'
sha512,dash,,Hello world,p,✅,outputs/tlh/hash/102/0.py,input/tlh/hash/102.txt,,
sha512,dash,,A B C,p,✅,outputs/tlh/hash/102/0.py,input/tlh/hash/102.txt,,
sha512,dash,,password,p,✅,outputs/tlh/hash/102/0.py,input/tlh/hash/102.txt,,
sha512,dash,,,f,❌,outputs/tlh/hash/102/0.py,input/tlh/hash/102.txt,None,'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'
sha512,dash,Hello world,Hello world,p,✅,outputs/tlh/hash/103/0.py,input/tlh/hash/103.txt,,
sha512,dash,Hello world,A B C,p,✅,outputs/tlh/hash/103/0.py,input/tlh/hash/103.txt,,
sha512,dash,Hello world,password,p,✅,outputs/tlh/hash/103/0.py,input/tlh/hash/103.txt,,
sha512,dash,Hello world,,f,❌,outputs/tlh/hash/103/0.py,input/tlh/hash/103.txt,None,'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'
sha512,dash,Hallo welt,Hello world,p,✅,outputs/tlh/hash/104/0.py,input/tlh/hash/104.txt,,
sha512,dash,Hallo welt,A B C,p,✅,outputs/tlh/hash/104/0.py,input/tlh/hash/104.txt,,
sha512,dash,Hallo welt,password,p,✅,outputs/tlh/hash/104/0.py,input/tlh/hash/104.txt,,
sha512,dash,Hallo welt,,f,❌,outputs/tlh/hash/104/0.py,input/tlh/hash/104.txt,None,'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'
sha512,dash,0,Hello world,p,✅,outputs/tlh/hash/105/0.py,input/tlh/hash/105.txt,,
sha512,dash,0,A B C,p,✅,outputs/tlh/hash/105/0.py,input/tlh/hash/105.txt,,
sha512,dash,0,password,p,✅,outputs/tlh/hash/105/0.py,input/tlh/hash/105.txt,,
sha512,dash,0,,f,❌,outputs/tlh/hash/105/0.py,input/tlh/hash/105.txt,None,'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'
sha512,dash,sha1,Hello world,p,✅,outputs/tlh/hash/106/0.py,input/tlh/hash/106.txt,,
sha512,dash,sha1,A B C,p,✅,outputs/tlh/hash/106/0.py,input/tlh/hash/106.txt,,
sha512,dash,sha1,password,p,✅,outputs/tlh/hash/106/0.py,input/tlh/hash/106.txt,,
sha512,dash,sha1,,f,❌,outputs/tlh/hash/106/0.py,input/tlh/hash/106.txt,None,'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'
sha512,dash,md5,Hello world,p,✅,outputs/tlh/hash/107/0.py,input/tlh/hash/107.txt,,
sha512,dash,md5,A B C,p,✅,outputs/tlh/hash/107/0.py,input/tlh/hash/107.txt,,
sha512,dash,md5,password,p,✅,outputs/tlh/hash/107/0.py,input/tlh/hash/107.txt,,
sha512,dash,md5,,f,❌,outputs/tlh/hash/107/0.py,input/tlh/hash/107.txt,None,'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'
blake2b,none,,Hello world,e,💀,outputs/tlh/hash/108/0.py,input/tlh/hash/108.txt,,
blake2b,none,,A B C,e,💀,outputs/tlh/hash/108/0.py,input/tlh/hash/108.txt,,
blake2b,none,,password,e,💀,outputs/tlh/hash/108/0.py,input/tlh/hash/108.txt,,
blake2b,none,,,e,💀,outputs/tlh/hash/108/0.py,input/tlh/hash/108.txt,,
blake2b,none,Hello world,Hello world,e,💀,outputs/tlh/hash/109/0.py,input/tlh/hash/109.txt,,
blake2b,none,Hello world,A B C,e,💀,outputs/tlh/hash/109/0.py,input/tlh/hash/109.txt,,
