factor1,factor2,factor3,factor1_result,factor2_result,factor3_result,result_emojis,result,model_input,failed_inputs,errors
13,5,11,Pling,Buzz,Plang,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/547.txt,[],[]
13,5,11,Plang,Pling,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/552.txt,[],[]
13,5,11,Plang,Pling,Buzz,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/554.txt,[],[]
13,5,11,Plang,Buzz,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/555.txt,[],[]
13,5,11,Fizz,Plang,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/558.txt,[],[]
13,5,11,Fizz,Plang,Buzz,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/560.txt,[],[]
13,5,11,Fizz,Pling,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/561.txt,[],[]
13,5,11,Fizz,Pling,Plang,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/562.txt,[],[]
13,5,11,Fizz,Pling,Buzz,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/563.txt,[],[]
13,5,11,Fizz,Buzz,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/564.txt,[],[]
13,5,11,Fizz,Buzz,Plang,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/565.txt,[],[]
13,3,7,Pling,Plang,Plong,✅✅❌✅❌❌✅✅❌❌✅❌❌✅❌✅✅❌✅❌❌✅✅❌❌❌❌✅✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅✅❌✅❌❌❌✅❌❌✅❌✅✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌❌✅❌✅❌❌✅✅❌❌✅❌✅❌❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅✅❌✅❌❌✅,ppfpffppffpffpfppfpffppffffppfppfpffppffpfppfppfpfffpffpfppfppfpffppffpfppfppfpffppffpfppffpfpffppffpfpffppfpffppffpfppfppfpffp,input/codex/raindrops/567.txt,"[[""'Plang'"", ""'Pling'""], [""'5'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'10'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'13'""], [""'Plang'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'20'"", ""'Plang'""], [""'PlangPlong'"", ""'PlingPlong'""], [""'Plang'"", ""'Pling'""], [""'25'"", ""'Plang'""], [""'Pling'"", ""'26'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'Plong'"", ""'PlangPlong'""], [""'Plang'"", ""'Pling'""], [""'PlingPlang'"", ""'Pling'""], [""'40'"", ""'Plang'""], [""'PlangPlong'"", ""'PlingPlong'""], [""'Plang'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'50'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'52'""], [""'Plang'"", ""'Pling'""], [""'55'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'PlingPlang'""], [""'PlangPlong'"", ""'PlingPlong'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plong'"", ""'PlangPlong'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'PlingPlang'""], [""'PlingPlang'"", ""'Pling'""], [""'80'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'PlangPlong'"", ""'PlingPlong'""], [""'85'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'PlingPlang'""], [""'PlingPlong'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'95'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'100'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'104'""], [""'PlangPlong'"", ""'PlingPlangPlong'""], [""'Plang'"", ""'Pling'""], [""'110'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'115'"", ""'Plang'""], [""'PlingPlang'"", ""'Pling'""], [""'Plang'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'125'"", ""'Plang'""], [""'PlangPlong'"", ""'PlingPlong'""]]",[]
13,3,7,Pling,Plang,Buzz,✅✅❌✅❌❌❌✅❌❌✅❌❌❌❌✅✅❌✅❌❌✅✅❌❌❌❌❌✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅✅❌❌❌❌❌✅❌❌❌❌✅✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅❌❌✅❌❌✅✅❌❌✅❌✅✅❌❌✅❌✅❌❌✅❌❌❌✅❌✅❌❌✅✅❌✅❌❌❌✅❌❌✅❌✅❌❌✅✅❌✅❌❌✅,ppfpfffpffpffffppfpffppfffffpfppfpffppffpfppfppfffffpffffppfppfpffppffpfppfpffpffppffpfppffpfpffpfffpfpffppfpfffpffpfpffppfpffp,input/codex/raindrops/569.txt,"[[""'Plang'"", ""'Pling'""], [""'5'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'10'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'13'""], [""'Buzz'"", ""'Plong'""], [""'Plang'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'20'"", ""'Plang'""], [""'PlangBuzz'"", ""'PlingPlong'""], [""'Plang'"", ""'Pling'""], [""'25'"", ""'Plang'""], [""'Pling'"", ""'26'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plong'""], [""'Plang'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'PlangPlong'""], [""'Plang'"", ""'Pling'""], [""'PlingPlang'"", ""'Pling'""], [""'40'"", ""'Plang'""], [""'PlangBuzz'"", ""'PlingPlong'""], [""'Plang'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plong'""], [""'50'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'52'""], [""'Plang'"", ""'Pling'""], [""'55'"", ""'Plang'""], [""'Buzz'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'PlingPlang'""], [""'PlangBuzz'"", ""'PlingPlong'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'PlangPlong'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'PlingPlang'""], [""'Buzz'"", ""'Plong'""], [""'PlingPlang'"", ""'Pling'""], [""'80'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'PlangBuzz'"", ""'PlingPlong'""], [""'85'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'PlingPlang'""], [""'PlingBuzz'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'95'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'100'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'104'""], [""'PlangBuzz'"", ""'PlingPlangPlong'""], [""'Plang'"", ""'Pling'""], [""'110'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'115'"", ""'Plang'""], [""'PlingPlang'"", ""'Pling'""], [""'Buzz'"", ""'Plong'""], [""'Plang'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'125'"", ""'Plang'""], [""'PlangBuzz'"", ""'PlingPlong'""]]",[]
13,3,7,Pling,Buzz,Plong,✅✅❌✅❌❌✅✅❌❌✅❌❌✅❌✅✅❌✅❌❌✅✅❌❌❌❌✅✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅✅❌✅❌❌❌✅❌❌✅❌✅✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌❌✅❌✅❌❌✅✅❌❌✅❌✅❌❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅✅❌✅❌❌✅,ppfpffppffpffpfppfpffppffffppfppfpffppffpfppfppfpfffpffpfppfppfpffppffpfppfppfpffppffpfppffpfpffppffpfpffppfpffppffpfppfppfpffp,input/codex/raindrops/573.txt,"[[""'Buzz'"", ""'Pling'""], [""'5'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'Pling'""], [""'10'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Pling'"", ""'13'""], [""'Buzz'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'20'"", ""'Plang'""], [""'BuzzPlong'"", ""'PlingPlong'""], [""'Buzz'"", ""'Pling'""], [""'25'"", ""'Plang'""], [""'Pling'"", ""'26'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'PlangPlong'""], [""'Buzz'"", ""'Pling'""], [""'PlingBuzz'"", ""'Pling'""], [""'40'"", ""'Plang'""], [""'BuzzPlong'"", ""'PlingPlong'""], [""'Buzz'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'50'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Pling'"", ""'52'""], [""'Buzz'"", ""'Pling'""], [""'55'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'PlingPlang'""], [""'BuzzPlong'"", ""'PlingPlong'""], [""'Pling'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'PlangPlong'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'PlingPlang'""], [""'PlingBuzz'"", ""'Pling'""], [""'80'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'BuzzPlong'"", ""'PlingPlong'""], [""'85'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'PlingPlang'""], [""'PlingPlong'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'95'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'Pling'""], [""'100'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Pling'"", ""'104'""], [""'BuzzPlong'"", ""'PlingPlangPlong'""], [""'Buzz'"", ""'Pling'""], [""'110'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'Pling'""], [""'115'"", ""'Plang'""], [""'PlingBuzz'"", ""'Pling'""], [""'Buzz'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'125'"", ""'Plang'""], [""'BuzzPlong'"", ""'PlingPlong'""]]",[]
13,3,7,Pling,Buzz,Plang,✅✅❌✅❌❌❌✅❌❌✅❌❌❌❌✅✅❌✅❌❌✅✅❌❌❌❌❌✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅✅❌❌❌❌❌✅❌❌❌❌✅✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅❌❌✅❌❌✅✅❌❌✅❌✅✅❌❌✅❌✅❌❌✅❌❌❌✅❌✅❌❌✅✅❌✅❌❌❌✅❌❌✅❌✅❌❌✅✅❌✅❌❌✅,ppfpfffpffpffffppfpffppfffffpfppfpffppffpfppfppfffffpffffppfppfpffppffpfppfpffpffppffpfppffpfpffpfffpfpffppfpfffpffpfpffppfpffp,input/codex/raindrops/574.txt,"[[""'Buzz'"", ""'Pling'""], [""'5'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Plang'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'10'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Pling'"", ""'13'""], [""'Plang'"", ""'Plong'""], [""'Buzz'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'20'"", ""'Plang'""], [""'BuzzPlang'"", ""'PlingPlong'""], [""'Buzz'"", ""'Pling'""], [""'25'"", ""'Plang'""], [""'Pling'"", ""'26'""], [""'Buzz'"", ""'Pling'""], [""'Plang'"", ""'Plong'""], [""'Buzz'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'Plang'"", ""'PlangPlong'""], [""'Buzz'"", ""'Pling'""], [""'PlingBuzz'"", ""'Pling'""], [""'40'"", ""'Plang'""], [""'BuzzPlang'"", ""'PlingPlong'""], [""'Buzz'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'Plang'"", ""'Plong'""], [""'50'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Pling'"", ""'52'""], [""'Buzz'"", ""'Pling'""], [""'55'"", ""'Plang'""], [""'Plang'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'PlingPlang'""], [""'BuzzPlang'"", ""'PlingPlong'""], [""'Pling'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'Pling'""], [""'Plang'"", ""'PlangPlong'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'PlingPlang'""], [""'Plang'"", ""'Plong'""], [""'PlingBuzz'"", ""'Pling'""], [""'80'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'BuzzPlang'"", ""'PlingPlong'""], [""'85'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'PlingPlang'""], [""'PlingPlang'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'95'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Plang'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'100'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Pling'"", ""'104'""], [""'BuzzPlang'"", ""'PlingPlangPlong'""], [""'Buzz'"", ""'Pling'""], [""'110'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Plang'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'115'"", ""'Plang'""], [""'PlingBuzz'"", ""'Pling'""], [""'Plang'"", ""'Plong'""], [""'Buzz'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'125'"", ""'Plang'""], [""'BuzzPlang'"", ""'PlingPlong'""]]",[]
13,3,7,Plang,Pling,Plong,✅✅✅✅❌✅✅✅✅❌✅✅❌✅❌✅✅✅✅❌✅✅✅✅❌❌✅✅✅❌✅✅✅✅❌✅✅✅❌❌✅✅✅✅❌✅✅✅✅❌✅❌✅✅❌✅✅✅✅❌✅✅✅✅✅✅✅✅✅❌✅✅✅✅❌✅✅❌✅❌✅✅✅✅❌✅✅✅✅❌❌✅✅✅❌✅✅✅✅❌✅✅✅❌❌✅✅✅✅❌✅✅✅✅❌✅❌✅✅❌✅✅✅✅❌✅✅,ppppfppppfppfpfppppfppppffpppfppppfpppffppppfppppfpfppfppppfpppppppppfppppfppfpfppppfppppffpppfppppfpppffppppfppppfpfppfppppfpp,input/codex/raindrops/579.txt,"[[""'5'"", ""'Plang'""], [""'10'"", ""'Plang'""], [""'Plang'"", ""'13'""], [""'Pling'"", ""'PlingPlang'""], [""'20'"", ""'Plang'""], [""'25'"", ""'Plang'""], [""'Plang'"", ""'26'""], [""'Pling'"", ""'PlingPlang'""], [""'Plong'"", ""'PlangPlong'""], [""'PlangPling'"", ""'Pling'""], [""'40'"", ""'Plang'""], [""'Pling'"", ""'PlingPlang'""], [""'50'"", ""'Plang'""], [""'Plang'"", ""'52'""], [""'55'"", ""'Plang'""], [""'Pling'"", ""'PlingPlang'""], [""'Plong'"", ""'PlangPlong'""], [""'Pling'"", ""'PlingPlang'""], [""'PlangPling'"", ""'Pling'""], [""'80'"", ""'Plang'""], [""'85'"", ""'Plang'""], [""'Pling'"", ""'PlingPlang'""], [""'PlangPlong'"", ""'Plong'""], [""'95'"", ""'Plang'""], [""'100'"", ""'Plang'""], [""'Plang'"", ""'104'""], [""'PlingPlong'"", ""'PlingPlangPlong'""], [""'110'"", ""'Plang'""], [""'115'"", ""'Plang'""], [""'PlangPling'"", ""'Pling'""], [""'Pling'"", ""'PlingPlang'""], [""'125'"", ""'Plang'""]]",[]
13,3,7,Plang,Pling,Buzz,✅✅✅✅❌✅❌✅✅❌✅✅❌❌❌✅✅✅✅❌❌✅✅✅❌❌✅❌✅❌✅✅✅✅❌✅✅✅❌❌✅❌✅✅❌✅✅✅❌❌✅❌✅✅❌❌✅✅✅❌✅✅❌✅✅✅✅✅✅❌✅✅✅✅❌✅❌❌✅❌✅✅✅❌❌✅✅✅✅❌❌✅✅✅❌✅✅❌✅❌✅✅✅❌❌✅✅✅✅❌✅❌✅✅❌✅❌✅❌❌✅✅✅✅❌❌✅,ppppfpfppfppfffppppffpppffpfpfppppfpppffpfppfpppffpfppffpppfppfppppppfppppfpffpfpppffppppffpppfppfpfpppffppppfpfppfpfpffppppffp,input/codex/raindrops/581.txt,"[[""'5'"", ""'Plang'""], [""'Buzz'"", ""'Plong'""], [""'10'"", ""'Plang'""], [""'Plang'"", ""'13'""], [""'Buzz'"", ""'Plong'""], [""'Pling'"", ""'PlingPlang'""], [""'20'"", ""'Plang'""], [""'PlingBuzz'"", ""'PlingPlong'""], [""'25'"", ""'Plang'""], [""'Plang'"", ""'26'""], [""'Buzz'"", ""'Plong'""], [""'Pling'"", ""'PlingPlang'""], [""'Buzz'"", ""'PlangPlong'""], [""'PlangPling'"", ""'Pling'""], [""'40'"", ""'Plang'""], [""'PlingBuzz'"", ""'PlingPlong'""], [""'Pling'"", ""'PlingPlang'""], [""'Buzz'"", ""'Plong'""], [""'50'"", ""'Plang'""], [""'Plang'"", ""'52'""], [""'55'"", ""'Plang'""], [""'Buzz'"", ""'Plong'""], [""'Pling'"", ""'PlingPlang'""], [""'PlingBuzz'"", ""'PlingPlong'""], [""'Buzz'"", ""'PlangPlong'""], [""'Pling'"", ""'PlingPlang'""], [""'Buzz'"", ""'Plong'""], [""'PlangPling'"", ""'Pling'""], [""'80'"", ""'Plang'""], [""'PlingBuzz'"", ""'PlingPlong'""], [""'85'"", ""'Plang'""], [""'Pling'"", ""'PlingPlang'""], [""'PlangBuzz'"", ""'Plong'""], [""'95'"", ""'Plang'""], [""'Buzz'"", ""'Plong'""], [""'100'"", ""'Plang'""], [""'Plang'"", ""'104'""], [""'PlingBuzz'"", ""'PlingPlangPlong'""], [""'110'"", ""'Plang'""], [""'Buzz'"", ""'Plong'""], [""'115'"", ""'Plang'""], [""'PlangPling'"", ""'Pling'""], [""'Buzz'"", ""'Plong'""], [""'Pling'"", ""'PlingPlang'""], [""'125'"", ""'Plang'""], [""'PlingBuzz'"", ""'PlingPlong'""]]",[]
