digit,factor2,factor3,example_input,input,expected,actual,result,result_emojis,model_input
4,7,13,78,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/55.txt
4,7,13,78,78,3,None,f,❌,input/codeparrot/fizzbuzz_count/55.txt
4,7,13,78,79,3,None,f,❌,input/codeparrot/fizzbuzz_count/55.txt
4,7,13,78,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/55.txt
4,7,13,78,200,9,None,f,❌,input/codeparrot/fizzbuzz_count/55.txt
4,7,13,78,4000,252,None,f,❌,input/codeparrot/fizzbuzz_count/55.txt
4,7,13,78,10000,837,None,f,❌,input/codeparrot/fizzbuzz_count/55.txt
4,7,13,78,100000,10441,None,f,❌,input/codeparrot/fizzbuzz_count/55.txt
4,7,13,3298,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/56.txt
4,7,13,3298,78,3,None,f,❌,input/codeparrot/fizzbuzz_count/56.txt
4,7,13,3298,79,3,None,f,❌,input/codeparrot/fizzbuzz_count/56.txt
4,7,13,3298,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/56.txt
4,7,13,3298,200,9,None,f,❌,input/codeparrot/fizzbuzz_count/56.txt
4,7,13,3298,4000,252,None,f,❌,input/codeparrot/fizzbuzz_count/56.txt
4,7,13,3298,10000,837,None,f,❌,input/codeparrot/fizzbuzz_count/56.txt
4,7,13,3298,100000,10441,None,f,❌,input/codeparrot/fizzbuzz_count/56.txt
4,7,11,50,50,5,None,f,❌,input/codeparrot/fizzbuzz_count/57.txt
4,7,11,50,78,5,None,f,❌,input/codeparrot/fizzbuzz_count/57.txt
4,7,11,50,79,5,None,f,❌,input/codeparrot/fizzbuzz_count/57.txt
4,7,11,50,100,6,None,f,❌,input/codeparrot/fizzbuzz_count/57.txt
4,7,11,50,200,10,None,f,❌,input/codeparrot/fizzbuzz_count/57.txt
4,7,11,50,4000,266,None,f,❌,input/codeparrot/fizzbuzz_count/57.txt
4,7,11,50,10000,889,None,f,❌,input/codeparrot/fizzbuzz_count/57.txt
4,7,11,50,100000,11038,None,f,❌,input/codeparrot/fizzbuzz_count/57.txt
4,7,11,78,50,5,None,f,❌,input/codeparrot/fizzbuzz_count/58.txt
4,7,11,78,78,5,None,f,❌,input/codeparrot/fizzbuzz_count/58.txt
4,7,11,78,79,5,None,f,❌,input/codeparrot/fizzbuzz_count/58.txt
4,7,11,78,100,6,None,f,❌,input/codeparrot/fizzbuzz_count/58.txt
4,7,11,78,200,10,None,f,❌,input/codeparrot/fizzbuzz_count/58.txt
4,7,11,78,4000,266,None,f,❌,input/codeparrot/fizzbuzz_count/58.txt
4,7,11,78,10000,889,None,f,❌,input/codeparrot/fizzbuzz_count/58.txt
4,7,11,78,100000,11038,None,f,❌,input/codeparrot/fizzbuzz_count/58.txt
4,7,11,3298,50,5,None,f,❌,input/codeparrot/fizzbuzz_count/59.txt
4,7,11,3298,78,5,None,f,❌,input/codeparrot/fizzbuzz_count/59.txt
4,7,11,3298,79,5,None,f,❌,input/codeparrot/fizzbuzz_count/59.txt
4,7,11,3298,100,6,None,f,❌,input/codeparrot/fizzbuzz_count/59.txt
4,7,11,3298,200,10,None,f,❌,input/codeparrot/fizzbuzz_count/59.txt
4,7,11,3298,4000,266,None,f,❌,input/codeparrot/fizzbuzz_count/59.txt
4,7,11,3298,10000,889,None,f,❌,input/codeparrot/fizzbuzz_count/59.txt
4,7,11,3298,100000,11038,None,f,❌,input/codeparrot/fizzbuzz_count/59.txt
4,7,3819,50,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/60.txt
4,7,3819,50,78,3,None,f,❌,input/codeparrot/fizzbuzz_count/60.txt
4,7,3819,50,79,3,None,f,❌,input/codeparrot/fizzbuzz_count/60.txt
4,7,3819,50,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/60.txt
4,7,3819,50,200,7,None,f,❌,input/codeparrot/fizzbuzz_count/60.txt
4,7,3819,50,4000,173,None,f,❌,input/codeparrot/fizzbuzz_count/60.txt
4,7,3819,50,10000,574,None,f,❌,input/codeparrot/fizzbuzz_count/60.txt
4,7,3819,50,100000,7157,None,f,❌,input/codeparrot/fizzbuzz_count/60.txt
4,7,3819,78,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/61.txt
4,7,3819,78,78,3,None,f,❌,input/codeparrot/fizzbuzz_count/61.txt
4,7,3819,78,79,3,None,f,❌,input/codeparrot/fizzbuzz_count/61.txt
4,7,3819,78,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/61.txt
4,7,3819,78,200,7,None,f,❌,input/codeparrot/fizzbuzz_count/61.txt
4,7,3819,78,4000,173,None,f,❌,input/codeparrot/fizzbuzz_count/61.txt
4,7,3819,78,10000,574,None,f,❌,input/codeparrot/fizzbuzz_count/61.txt
4,7,3819,78,100000,7157,None,f,❌,input/codeparrot/fizzbuzz_count/61.txt
4,7,3819,3298,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/62.txt
4,7,3819,3298,78,3,None,f,❌,input/codeparrot/fizzbuzz_count/62.txt
4,7,3819,3298,79,3,None,f,❌,input/codeparrot/fizzbuzz_count/62.txt
4,7,3819,3298,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/62.txt
4,7,3819,3298,200,7,None,f,❌,input/codeparrot/fizzbuzz_count/62.txt
4,7,3819,3298,4000,173,None,f,❌,input/codeparrot/fizzbuzz_count/62.txt
4,7,3819,3298,10000,574,None,f,❌,input/codeparrot/fizzbuzz_count/62.txt
4,7,3819,3298,100000,7157,None,f,❌,input/codeparrot/fizzbuzz_count/62.txt
4,1837,13,50,50,0,None,f,❌,input/codeparrot/fizzbuzz_count/63.txt
4,1837,13,50,78,0,None,f,❌,input/codeparrot/fizzbuzz_count/63.txt
4,1837,13,50,79,0,None,f,❌,input/codeparrot/fizzbuzz_count/63.txt
4,1837,13,50,100,0,None,f,❌,input/codeparrot/fizzbuzz_count/63.txt
4,1837,13,50,200,2,None,f,❌,input/codeparrot/fizzbuzz_count/63.txt
4,1837,13,50,4000,93,None,f,❌,input/codeparrot/fizzbuzz_count/63.txt
4,1837,13,50,10000,308,None,f,❌,input/codeparrot/fizzbuzz_count/63.txt
4,1837,13,50,100000,3869,None,f,❌,input/codeparrot/fizzbuzz_count/63.txt
4,1837,13,78,50,0,None,f,❌,input/codeparrot/fizzbuzz_count/64.txt
4,1837,13,78,78,0,None,f,❌,input/codeparrot/fizzbuzz_count/64.txt
4,1837,13,78,79,0,None,f,❌,input/codeparrot/fizzbuzz_count/64.txt
4,1837,13,78,100,0,None,f,❌,input/codeparrot/fizzbuzz_count/64.txt
4,1837,13,78,200,2,None,f,❌,input/codeparrot/fizzbuzz_count/64.txt
4,1837,13,78,4000,93,None,f,❌,input/codeparrot/fizzbuzz_count/64.txt
4,1837,13,78,10000,308,None,f,❌,input/codeparrot/fizzbuzz_count/64.txt
4,1837,13,78,100000,3869,None,f,❌,input/codeparrot/fizzbuzz_count/64.txt
4,1837,13,3298,50,0,None,f,❌,input/codeparrot/fizzbuzz_count/65.txt
4,1837,13,3298,78,0,None,f,❌,input/codeparrot/fizzbuzz_count/65.txt
4,1837,13,3298,79,0,None,f,❌,input/codeparrot/fizzbuzz_count/65.txt
4,1837,13,3298,100,0,None,f,❌,input/codeparrot/fizzbuzz_count/65.txt
4,1837,13,3298,200,2,None,f,❌,input/codeparrot/fizzbuzz_count/65.txt
4,1837,13,3298,4000,93,None,f,❌,input/codeparrot/fizzbuzz_count/65.txt
4,1837,13,3298,10000,308,None,f,❌,input/codeparrot/fizzbuzz_count/65.txt
4,1837,13,3298,100000,3869,None,f,❌,input/codeparrot/fizzbuzz_count/65.txt
4,1837,3819,50,50,0,None,f,❌,input/codeparrot/fizzbuzz_count/69.txt
4,1837,3819,50,78,0,None,f,❌,input/codeparrot/fizzbuzz_count/69.txt
4,1837,3819,50,79,0,None,f,❌,input/codeparrot/fizzbuzz_count/69.txt
4,1837,3819,50,100,0,None,f,❌,input/codeparrot/fizzbuzz_count/69.txt
4,1837,3819,50,200,0,None,f,❌,input/codeparrot/fizzbuzz_count/69.txt
4,1837,3819,50,4000,1,None,f,❌,input/codeparrot/fizzbuzz_count/69.txt
4,1837,3819,50,10000,2,None,f,❌,input/codeparrot/fizzbuzz_count/69.txt
4,1837,3819,50,100000,40,None,f,❌,input/codeparrot/fizzbuzz_count/69.txt
4,1837,3819,78,50,0,None,f,❌,input/codeparrot/fizzbuzz_count/70.txt
4,1837,3819,78,78,0,None,f,❌,input/codeparrot/fizzbuzz_count/70.txt
4,1837,3819,78,79,0,None,f,❌,input/codeparrot/fizzbuzz_count/70.txt
4,1837,3819,78,100,0,None,f,❌,input/codeparrot/fizzbuzz_count/70.txt
4,1837,3819,78,200,0,None,f,❌,input/codeparrot/fizzbuzz_count/70.txt
4,1837,3819,78,4000,1,None,f,❌,input/codeparrot/fizzbuzz_count/70.txt
4,1837,3819,78,10000,2,None,f,❌,input/codeparrot/fizzbuzz_count/70.txt
4,1837,3819,78,100000,40,None,f,❌,input/codeparrot/fizzbuzz_count/70.txt
4,1837,3819,3298,50,0,None,f,❌,input/codeparrot/fizzbuzz_count/71.txt
4,1837,3819,3298,78,0,None,f,❌,input/codeparrot/fizzbuzz_count/71.txt
4,1837,3819,3298,79,0,None,f,❌,input/codeparrot/fizzbuzz_count/71.txt
4,1837,3819,3298,100,0,None,f,❌,input/codeparrot/fizzbuzz_count/71.txt
4,1837,3819,3298,200,0,None,f,❌,input/codeparrot/fizzbuzz_count/71.txt
4,1837,3819,3298,4000,1,None,f,❌,input/codeparrot/fizzbuzz_count/71.txt
4,1837,3819,3298,10000,2,None,f,❌,input/codeparrot/fizzbuzz_count/71.txt
4,1837,3819,3298,100000,40,None,f,❌,input/codeparrot/fizzbuzz_count/71.txt
3,11,13,50,50,4,None,f,❌,input/codeparrot/fizzbuzz_count/72.txt
3,11,13,50,78,4,None,f,❌,input/codeparrot/fizzbuzz_count/72.txt
3,11,13,50,79,4,None,f,❌,input/codeparrot/fizzbuzz_count/72.txt
3,11,13,50,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/72.txt
3,11,13,50,200,7,None,f,❌,input/codeparrot/fizzbuzz_count/72.txt
3,11,13,50,4000,358,None,f,❌,input/codeparrot/fizzbuzz_count/72.txt
3,11,13,50,10000,651,None,f,❌,input/codeparrot/fizzbuzz_count/72.txt
3,11,13,50,100000,8028,None,f,❌,input/codeparrot/fizzbuzz_count/72.txt
3,11,13,78,50,4,None,f,❌,input/codeparrot/fizzbuzz_count/73.txt
3,11,13,78,78,4,None,f,❌,input/codeparrot/fizzbuzz_count/73.txt
3,11,13,78,79,4,None,f,❌,input/codeparrot/fizzbuzz_count/73.txt
3,11,13,78,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/73.txt
3,11,13,78,200,7,None,f,❌,input/codeparrot/fizzbuzz_count/73.txt
3,11,13,78,4000,358,None,f,❌,input/codeparrot/fizzbuzz_count/73.txt
3,11,13,78,10000,651,None,f,❌,input/codeparrot/fizzbuzz_count/73.txt
3,11,13,78,100000,8028,None,f,❌,input/codeparrot/fizzbuzz_count/73.txt
3,11,13,3298,50,4,None,f,❌,input/codeparrot/fizzbuzz_count/74.txt
3,11,13,3298,78,4,None,f,❌,input/codeparrot/fizzbuzz_count/74.txt
3,11,13,3298,79,4,None,f,❌,input/codeparrot/fizzbuzz_count/74.txt
3,11,13,3298,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/74.txt
3,11,13,3298,200,7,None,f,❌,input/codeparrot/fizzbuzz_count/74.txt
3,11,13,3298,4000,358,None,f,❌,input/codeparrot/fizzbuzz_count/74.txt
3,11,13,3298,10000,651,None,f,❌,input/codeparrot/fizzbuzz_count/74.txt
3,11,13,3298,100000,8028,None,f,❌,input/codeparrot/fizzbuzz_count/74.txt
3,11,3819,50,50,2,None,f,❌,input/codeparrot/fizzbuzz_count/78.txt
3,11,3819,50,78,2,None,f,❌,input/codeparrot/fizzbuzz_count/78.txt
3,11,3819,50,79,2,None,f,❌,input/codeparrot/fizzbuzz_count/78.txt
3,11,3819,50,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/78.txt
3,11,3819,50,200,4,None,f,❌,input/codeparrot/fizzbuzz_count/78.txt
3,11,3819,50,4000,202,None,f,❌,input/codeparrot/fizzbuzz_count/78.txt
3,11,3819,50,10000,366,None,f,❌,input/codeparrot/fizzbuzz_count/78.txt
3,11,3819,50,100000,4557,None,f,❌,input/codeparrot/fizzbuzz_count/78.txt
3,11,3819,78,50,2,None,f,❌,input/codeparrot/fizzbuzz_count/79.txt
3,11,3819,78,78,2,None,f,❌,input/codeparrot/fizzbuzz_count/79.txt
3,11,3819,78,79,2,None,f,❌,input/codeparrot/fizzbuzz_count/79.txt
3,11,3819,78,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/79.txt
3,11,3819,78,200,4,None,f,❌,input/codeparrot/fizzbuzz_count/79.txt
3,11,3819,78,4000,202,None,f,❌,input/codeparrot/fizzbuzz_count/79.txt
3,11,3819,78,10000,366,None,f,❌,input/codeparrot/fizzbuzz_count/79.txt
3,11,3819,78,100000,4557,None,f,❌,input/codeparrot/fizzbuzz_count/79.txt
3,11,3819,3298,50,2,None,f,❌,input/codeparrot/fizzbuzz_count/80.txt
3,11,3819,3298,78,2,None,f,❌,input/codeparrot/fizzbuzz_count/80.txt
3,11,3819,3298,79,2,None,f,❌,input/codeparrot/fizzbuzz_count/80.txt
3,11,3819,3298,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/80.txt
3,11,3819,3298,200,4,None,f,❌,input/codeparrot/fizzbuzz_count/80.txt
3,11,3819,3298,4000,202,None,f,❌,input/codeparrot/fizzbuzz_count/80.txt
3,11,3819,3298,10000,366,None,f,❌,input/codeparrot/fizzbuzz_count/80.txt
3,11,3819,3298,100000,4557,None,f,❌,input/codeparrot/fizzbuzz_count/80.txt
3,13,11,50,50,4,None,f,❌,input/codeparrot/fizzbuzz_count/84.txt
3,13,11,50,78,4,None,f,❌,input/codeparrot/fizzbuzz_count/84.txt
3,13,11,50,79,4,None,f,❌,input/codeparrot/fizzbuzz_count/84.txt
3,13,11,50,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/84.txt
3,13,11,50,200,7,None,f,❌,input/codeparrot/fizzbuzz_count/84.txt
3,13,11,50,4000,358,None,f,❌,input/codeparrot/fizzbuzz_count/84.txt
3,13,11,50,10000,651,None,f,❌,input/codeparrot/fizzbuzz_count/84.txt
3,13,11,50,100000,8028,None,f,❌,input/codeparrot/fizzbuzz_count/84.txt
3,13,11,78,50,4,None,f,❌,input/codeparrot/fizzbuzz_count/85.txt
3,13,11,78,78,4,None,f,❌,input/codeparrot/fizzbuzz_count/85.txt
3,13,11,78,79,4,None,f,❌,input/codeparrot/fizzbuzz_count/85.txt
3,13,11,78,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/85.txt
3,13,11,78,200,7,None,f,❌,input/codeparrot/fizzbuzz_count/85.txt
3,13,11,78,4000,358,None,f,❌,input/codeparrot/fizzbuzz_count/85.txt
3,13,11,78,10000,651,None,f,❌,input/codeparrot/fizzbuzz_count/85.txt
3,13,11,78,100000,8028,None,f,❌,input/codeparrot/fizzbuzz_count/85.txt
3,13,11,3298,50,4,None,f,❌,input/codeparrot/fizzbuzz_count/86.txt
3,13,11,3298,78,4,None,f,❌,input/codeparrot/fizzbuzz_count/86.txt
3,13,11,3298,79,4,None,f,❌,input/codeparrot/fizzbuzz_count/86.txt
3,13,11,3298,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/86.txt
3,13,11,3298,200,7,None,f,❌,input/codeparrot/fizzbuzz_count/86.txt
3,13,11,3298,4000,358,None,f,❌,input/codeparrot/fizzbuzz_count/86.txt
3,13,11,3298,10000,651,None,f,❌,input/codeparrot/fizzbuzz_count/86.txt
3,13,11,3298,100000,8028,None,f,❌,input/codeparrot/fizzbuzz_count/86.txt
3,13,3819,50,50,2,None,f,❌,input/codeparrot/fizzbuzz_count/87.txt
3,13,3819,50,78,2,None,f,❌,input/codeparrot/fizzbuzz_count/87.txt
3,13,3819,50,79,2,None,f,❌,input/codeparrot/fizzbuzz_count/87.txt
3,13,3819,50,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/87.txt
3,13,3819,50,200,4,None,f,❌,input/codeparrot/fizzbuzz_count/87.txt
3,13,3819,50,4000,171,None,f,❌,input/codeparrot/fizzbuzz_count/87.txt
3,13,3819,50,10000,312,None,f,❌,input/codeparrot/fizzbuzz_count/87.txt
3,13,3819,50,100000,3861,None,f,❌,input/codeparrot/fizzbuzz_count/87.txt
3,13,3819,78,50,2,None,f,❌,input/codeparrot/fizzbuzz_count/88.txt
3,13,3819,78,78,2,None,f,❌,input/codeparrot/fizzbuzz_count/88.txt
3,13,3819,78,79,2,None,f,❌,input/codeparrot/fizzbuzz_count/88.txt
3,13,3819,78,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/88.txt
3,13,3819,78,200,4,None,f,❌,input/codeparrot/fizzbuzz_count/88.txt
3,13,3819,78,4000,171,None,f,❌,input/codeparrot/fizzbuzz_count/88.txt
3,13,3819,78,10000,312,None,f,❌,input/codeparrot/fizzbuzz_count/88.txt
3,13,3819,78,100000,3861,None,f,❌,input/codeparrot/fizzbuzz_count/88.txt
3,13,3819,3298,50,2,None,f,❌,input/codeparrot/fizzbuzz_count/89.txt
3,13,3819,3298,78,2,None,f,❌,input/codeparrot/fizzbuzz_count/89.txt
3,13,3819,3298,79,2,None,f,❌,input/codeparrot/fizzbuzz_count/89.txt
3,13,3819,3298,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/89.txt
3,13,3819,3298,200,4,None,f,❌,input/codeparrot/fizzbuzz_count/89.txt
3,13,3819,3298,4000,171,None,f,❌,input/codeparrot/fizzbuzz_count/89.txt
3,13,3819,3298,10000,312,None,f,❌,input/codeparrot/fizzbuzz_count/89.txt
3,13,3819,3298,100000,3861,None,f,❌,input/codeparrot/fizzbuzz_count/89.txt
3,7,13,50,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/90.txt
3,7,13,50,78,4,None,f,❌,input/codeparrot/fizzbuzz_count/90.txt
3,7,13,50,79,4,None,f,❌,input/codeparrot/fizzbuzz_count/90.txt
3,7,13,50,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/90.txt
3,7,13,50,200,8,None,f,❌,input/codeparrot/fizzbuzz_count/90.txt
3,7,13,50,4000,458,None,f,❌,input/codeparrot/fizzbuzz_count/90.txt
3,7,13,50,10000,837,None,f,❌,input/codeparrot/fizzbuzz_count/90.txt
3,7,13,50,100000,10442,None,f,❌,input/codeparrot/fizzbuzz_count/90.txt
3,7,13,78,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/91.txt
3,7,13,78,78,4,None,f,❌,input/codeparrot/fizzbuzz_count/91.txt
3,7,13,78,79,4,None,f,❌,input/codeparrot/fizzbuzz_count/91.txt
3,7,13,78,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/91.txt
3,7,13,78,200,8,None,f,❌,input/codeparrot/fizzbuzz_count/91.txt
3,7,13,78,4000,458,None,f,❌,input/codeparrot/fizzbuzz_count/91.txt
3,7,13,78,10000,837,None,f,❌,input/codeparrot/fizzbuzz_count/91.txt
3,7,13,78,100000,10442,None,f,❌,input/codeparrot/fizzbuzz_count/91.txt
3,7,13,3298,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/92.txt
3,7,13,3298,78,4,None,f,❌,input/codeparrot/fizzbuzz_count/92.txt
3,7,13,3298,79,4,None,f,❌,input/codeparrot/fizzbuzz_count/92.txt
3,7,13,3298,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/92.txt
3,7,13,3298,200,8,None,f,❌,input/codeparrot/fizzbuzz_count/92.txt
3,7,13,3298,4000,458,None,f,❌,input/codeparrot/fizzbuzz_count/92.txt
3,7,13,3298,10000,837,None,f,❌,input/codeparrot/fizzbuzz_count/92.txt
3,7,13,3298,100000,10442,None,f,❌,input/codeparrot/fizzbuzz_count/92.txt
3,7,11,50,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/93.txt
3,7,11,50,78,4,None,f,❌,input/codeparrot/fizzbuzz_count/93.txt
3,7,11,50,79,4,None,f,❌,input/codeparrot/fizzbuzz_count/93.txt
3,7,11,50,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/93.txt
3,7,11,50,200,8,None,f,❌,input/codeparrot/fizzbuzz_count/93.txt
3,7,11,50,4000,483,None,f,❌,input/codeparrot/fizzbuzz_count/93.txt
3,7,11,50,10000,874,None,f,❌,input/codeparrot/fizzbuzz_count/93.txt
3,7,11,50,100000,11030,None,f,❌,input/codeparrot/fizzbuzz_count/93.txt
3,7,11,78,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/94.txt
3,7,11,78,78,4,None,f,❌,input/codeparrot/fizzbuzz_count/94.txt
3,7,11,78,79,4,None,f,❌,input/codeparrot/fizzbuzz_count/94.txt
3,7,11,78,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/94.txt
3,7,11,78,200,8,None,f,❌,input/codeparrot/fizzbuzz_count/94.txt
3,7,11,78,4000,483,None,f,❌,input/codeparrot/fizzbuzz_count/94.txt
3,7,11,78,10000,874,None,f,❌,input/codeparrot/fizzbuzz_count/94.txt
3,7,11,78,100000,11030,None,f,❌,input/codeparrot/fizzbuzz_count/94.txt
3,7,11,3298,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/95.txt
3,7,11,3298,78,4,None,f,❌,input/codeparrot/fizzbuzz_count/95.txt
3,7,11,3298,79,4,None,f,❌,input/codeparrot/fizzbuzz_count/95.txt
3,7,11,3298,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/95.txt
3,7,11,3298,200,8,None,f,❌,input/codeparrot/fizzbuzz_count/95.txt
3,7,11,3298,4000,483,None,f,❌,input/codeparrot/fizzbuzz_count/95.txt
3,7,11,3298,10000,874,None,f,❌,input/codeparrot/fizzbuzz_count/95.txt
3,7,11,3298,100000,11030,None,f,❌,input/codeparrot/fizzbuzz_count/95.txt
3,7,3819,50,50,1,None,f,❌,input/codeparrot/fizzbuzz_count/96.txt
3,7,3819,50,78,2,None,f,❌,input/codeparrot/fizzbuzz_count/96.txt
3,7,3819,50,79,2,None,f,❌,input/codeparrot/fizzbuzz_count/96.txt
3,7,3819,50,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/96.txt
3,7,3819,50,200,4,None,f,❌,input/codeparrot/fizzbuzz_count/96.txt
3,7,3819,50,4000,314,None,f,❌,input/codeparrot/fizzbuzz_count/96.txt
3,7,3819,50,10000,572,None,f,❌,input/codeparrot/fizzbuzz_count/96.txt
3,7,3819,50,100000,7151,None,f,❌,input/codeparrot/fizzbuzz_count/96.txt
3,7,3819,78,50,1,None,f,❌,input/codeparrot/fizzbuzz_count/97.txt
3,7,3819,78,78,2,None,f,❌,input/codeparrot/fizzbuzz_count/97.txt
3,7,3819,78,79,2,None,f,❌,input/codeparrot/fizzbuzz_count/97.txt
3,7,3819,78,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/97.txt
3,7,3819,78,200,4,None,f,❌,input/codeparrot/fizzbuzz_count/97.txt
3,7,3819,78,4000,314,None,f,❌,input/codeparrot/fizzbuzz_count/97.txt
3,7,3819,78,10000,572,None,f,❌,input/codeparrot/fizzbuzz_count/97.txt
3,7,3819,78,100000,7151,None,f,❌,input/codeparrot/fizzbuzz_count/97.txt
3,7,3819,3298,50,1,None,f,❌,input/codeparrot/fizzbuzz_count/98.txt
3,7,3819,3298,78,2,None,f,❌,input/codeparrot/fizzbuzz_count/98.txt
3,7,3819,3298,79,2,None,f,❌,input/codeparrot/fizzbuzz_count/98.txt
3,7,3819,3298,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/98.txt
3,7,3819,3298,200,4,None,f,❌,input/codeparrot/fizzbuzz_count/98.txt
3,7,3819,3298,4000,314,None,f,❌,input/codeparrot/fizzbuzz_count/98.txt
3,7,3819,3298,10000,572,None,f,❌,input/codeparrot/fizzbuzz_count/98.txt
3,7,3819,3298,100000,7151,None,f,❌,input/codeparrot/fizzbuzz_count/98.txt
3,1837,13,50,50,2,None,f,❌,input/codeparrot/fizzbuzz_count/99.txt
3,1837,13,50,78,2,None,f,❌,input/codeparrot/fizzbuzz_count/99.txt
3,1837,13,50,79,2,None,f,❌,input/codeparrot/fizzbuzz_count/99.txt
3,1837,13,50,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/99.txt
3,1837,13,50,200,4,None,f,❌,input/codeparrot/fizzbuzz_count/99.txt
3,1837,13,50,4000,172,None,f,❌,input/codeparrot/fizzbuzz_count/99.txt
3,1837,13,50,10000,313,None,f,❌,input/codeparrot/fizzbuzz_count/99.txt
3,1837,13,50,100000,3874,None,f,❌,input/codeparrot/fizzbuzz_count/99.txt
3,1837,13,78,50,2,None,f,❌,input/codeparrot/fizzbuzz_count/100.txt
3,1837,13,78,78,2,None,f,❌,input/codeparrot/fizzbuzz_count/100.txt
3,1837,13,78,79,2,None,f,❌,input/codeparrot/fizzbuzz_count/100.txt
3,1837,13,78,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/100.txt
3,1837,13,78,200,4,None,f,❌,input/codeparrot/fizzbuzz_count/100.txt
3,1837,13,78,4000,172,None,f,❌,input/codeparrot/fizzbuzz_count/100.txt
3,1837,13,78,10000,313,None,f,❌,input/codeparrot/fizzbuzz_count/100.txt
3,1837,13,78,100000,3874,None,f,❌,input/codeparrot/fizzbuzz_count/100.txt
3,1837,13,3298,50,2,None,f,❌,input/codeparrot/fizzbuzz_count/101.txt
3,1837,13,3298,78,2,None,f,❌,input/codeparrot/fizzbuzz_count/101.txt
3,1837,13,3298,79,2,None,f,❌,input/codeparrot/fizzbuzz_count/101.txt
3,1837,13,3298,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/101.txt
3,1837,13,3298,200,4,None,f,❌,input/codeparrot/fizzbuzz_count/101.txt
3,1837,13,3298,4000,172,None,f,❌,input/codeparrot/fizzbuzz_count/101.txt
3,1837,13,3298,10000,313,None,f,❌,input/codeparrot/fizzbuzz_count/101.txt
3,1837,13,3298,100000,3874,None,f,❌,input/codeparrot/fizzbuzz_count/101.txt
3,1837,3819,50,50,0,None,f,❌,input/codeparrot/fizzbuzz_count/105.txt
3,1837,3819,50,78,0,None,f,❌,input/codeparrot/fizzbuzz_count/105.txt
3,1837,3819,50,79,0,None,f,❌,input/codeparrot/fizzbuzz_count/105.txt
3,1837,3819,50,100,0,None,f,❌,input/codeparrot/fizzbuzz_count/105.txt
3,1837,3819,50,200,0,None,f,❌,input/codeparrot/fizzbuzz_count/105.txt
3,1837,3819,50,4000,3,None,f,❌,input/codeparrot/fizzbuzz_count/105.txt
3,1837,3819,50,10000,5,None,f,❌,input/codeparrot/fizzbuzz_count/105.txt
3,1837,3819,50,100000,39,None,f,❌,input/codeparrot/fizzbuzz_count/105.txt
3,1837,3819,78,50,0,None,f,❌,input/codeparrot/fizzbuzz_count/106.txt
3,1837,3819,78,78,0,None,f,❌,input/codeparrot/fizzbuzz_count/106.txt
3,1837,3819,78,79,0,None,f,❌,input/codeparrot/fizzbuzz_count/106.txt
3,1837,3819,78,100,0,None,f,❌,input/codeparrot/fizzbuzz_count/106.txt
3,1837,3819,78,200,0,None,f,❌,input/codeparrot/fizzbuzz_count/106.txt
3,1837,3819,78,4000,3,None,f,❌,input/codeparrot/fizzbuzz_count/106.txt
3,1837,3819,78,10000,5,None,f,❌,input/codeparrot/fizzbuzz_count/106.txt
3,1837,3819,78,100000,39,None,f,❌,input/codeparrot/fizzbuzz_count/106.txt
