small_ret,large_ret,default_ret,small_limit,large_limit,input,expected,actual,result,result_emojis,model_input
small,house,None,2,2000,1000,'None','large',f,❌,input/codeparrot/small_or_large/119.txt
small,house,None,2,2000,2000,'house',None,f,❌,input/codeparrot/small_or_large/119.txt
small,house,None,2,2000,1000000,'house',None,f,❌,input/codeparrot/small_or_large/119.txt
small,house,None,10,15,-100,,,p,✅,input/codeparrot/small_or_large/122.txt
small,house,None,10,15,-1,,,p,✅,input/codeparrot/small_or_large/122.txt
small,house,None,10,15,0,,,p,✅,input/codeparrot/small_or_large/122.txt
small,house,None,10,15,10,'None','large',f,❌,input/codeparrot/small_or_large/122.txt
small,house,None,10,15,100,'house',None,f,❌,input/codeparrot/small_or_large/122.txt
small,house,None,10,15,1000,'house',None,f,❌,input/codeparrot/small_or_large/122.txt
small,house,None,10,15,2000,'house',None,f,❌,input/codeparrot/small_or_large/122.txt
small,house,None,10,15,1000000,'house',None,f,❌,input/codeparrot/small_or_large/122.txt
small,house,None,10,2000,-100,,,p,✅,input/codeparrot/small_or_large/123.txt
small,house,None,10,2000,-1,,,p,✅,input/codeparrot/small_or_large/123.txt
small,house,None,10,2000,0,,,p,✅,input/codeparrot/small_or_large/123.txt
small,house,None,10,2000,10,'None','large',f,❌,input/codeparrot/small_or_large/123.txt
small,house,None,10,2000,100,'None','large',f,❌,input/codeparrot/small_or_large/123.txt
small,house,None,10,2000,1000,'None','large',f,❌,input/codeparrot/small_or_large/123.txt
small,house,None,10,2000,2000,'house',None,f,❌,input/codeparrot/small_or_large/123.txt
small,house,None,10,2000,1000000,'house',None,f,❌,input/codeparrot/small_or_large/123.txt
small,house,None,1000,2000,-100,,,p,✅,input/codeparrot/small_or_large/127.txt
small,house,None,1000,2000,-1,,,p,✅,input/codeparrot/small_or_large/127.txt
small,house,None,1000,2000,0,,,p,✅,input/codeparrot/small_or_large/127.txt
small,house,None,1000,2000,10,,,p,✅,input/codeparrot/small_or_large/127.txt
small,house,None,1000,2000,100,,,p,✅,input/codeparrot/small_or_large/127.txt
small,house,None,1000,2000,1000,'None','large',f,❌,input/codeparrot/small_or_large/127.txt
small,house,None,1000,2000,2000,'house',None,f,❌,input/codeparrot/small_or_large/127.txt
small,house,None,1000,2000,1000000,'house',None,f,❌,input/codeparrot/small_or_large/127.txt
small,house,neither,-100,-1,-100,'neither','large',f,❌,input/codeparrot/small_or_large/128.txt
small,house,neither,-100,-1,-1,'house','small',f,❌,input/codeparrot/small_or_large/128.txt
small,house,neither,-100,-1,0,'house','small',f,❌,input/codeparrot/small_or_large/128.txt
small,house,neither,-100,-1,10,'house','small',f,❌,input/codeparrot/small_or_large/128.txt
small,house,neither,-100,-1,100,'house','small',f,❌,input/codeparrot/small_or_large/128.txt
small,house,neither,-100,-1,1000,'house','small',f,❌,input/codeparrot/small_or_large/128.txt
small,house,neither,-100,-1,2000,'house','small',f,❌,input/codeparrot/small_or_large/128.txt
small,house,neither,-100,-1,1000000,'house','small',f,❌,input/codeparrot/small_or_large/128.txt
small,house,neither,-100,2,-100,'neither','large',f,❌,input/codeparrot/small_or_large/129.txt
small,house,neither,-100,2,-1,'neither','large',f,❌,input/codeparrot/small_or_large/129.txt
small,house,neither,-100,2,0,'neither','large',f,❌,input/codeparrot/small_or_large/129.txt
small,house,neither,-100,2,10,'house','small',f,❌,input/codeparrot/small_or_large/129.txt
small,house,neither,-100,2,100,'house','small',f,❌,input/codeparrot/small_or_large/129.txt
small,house,neither,-100,2,1000,'house','small',f,❌,input/codeparrot/small_or_large/129.txt
small,house,neither,-100,2,2000,'house','small',f,❌,input/codeparrot/small_or_large/129.txt
small,house,neither,-100,2,1000000,'house','small',f,❌,input/codeparrot/small_or_large/129.txt
small,house,neither,-100,15,-100,'neither','large',f,❌,input/codeparrot/small_or_large/130.txt
small,house,neither,-100,15,-1,'neither','large',f,❌,input/codeparrot/small_or_large/130.txt
small,house,neither,-100,15,0,'neither','large',f,❌,input/codeparrot/small_or_large/130.txt
small,house,neither,-100,15,10,'neither','large',f,❌,input/codeparrot/small_or_large/130.txt
small,house,neither,-100,15,100,'house','small',f,❌,input/codeparrot/small_or_large/130.txt
small,house,neither,-100,15,1000,'house','small',f,❌,input/codeparrot/small_or_large/130.txt
small,house,neither,-100,15,2000,'house','small',f,❌,input/codeparrot/small_or_large/130.txt
small,house,neither,-100,15,1000000,'house','small',f,❌,input/codeparrot/small_or_large/130.txt
small,house,neither,-100,2000,-100,'neither','large',f,❌,input/codeparrot/small_or_large/131.txt
small,house,neither,-100,2000,-1,'neither','large',f,❌,input/codeparrot/small_or_large/131.txt
small,house,neither,-100,2000,0,'neither','large',f,❌,input/codeparrot/small_or_large/131.txt
small,house,neither,-100,2000,10,'neither','large',f,❌,input/codeparrot/small_or_large/131.txt
small,house,neither,-100,2000,100,'neither','large',f,❌,input/codeparrot/small_or_large/131.txt
small,house,neither,-100,2000,1000,'neither','large',f,❌,input/codeparrot/small_or_large/131.txt
small,house,neither,-100,2000,2000,'house','small',f,❌,input/codeparrot/small_or_large/131.txt
small,house,neither,-100,2000,1000000,'house','small',f,❌,input/codeparrot/small_or_large/131.txt
small,house,neither,2,15,-100,,,p,✅,input/codeparrot/small_or_large/134.txt
small,house,neither,2,15,-1,,,p,✅,input/codeparrot/small_or_large/134.txt
small,house,neither,2,15,0,,,p,✅,input/codeparrot/small_or_large/134.txt
small,house,neither,2,15,10,'neither','large',f,❌,input/codeparrot/small_or_large/134.txt
small,house,neither,2,15,100,'house','small',f,❌,input/codeparrot/small_or_large/134.txt
small,house,neither,2,15,1000,'house','small',f,❌,input/codeparrot/small_or_large/134.txt
small,house,neither,2,15,2000,'house','small',f,❌,input/codeparrot/small_or_large/134.txt
small,house,neither,2,15,1000000,'house','small',f,❌,input/codeparrot/small_or_large/134.txt
small,house,neither,2,2000,-100,,,p,✅,input/codeparrot/small_or_large/135.txt
small,house,neither,2,2000,-1,,,p,✅,input/codeparrot/small_or_large/135.txt
small,house,neither,2,2000,0,,,p,✅,input/codeparrot/small_or_large/135.txt
small,house,neither,2,2000,10,'neither','large',f,❌,input/codeparrot/small_or_large/135.txt
small,house,neither,2,2000,100,'neither','large',f,❌,input/codeparrot/small_or_large/135.txt
small,house,neither,2,2000,1000,'neither','large',f,❌,input/codeparrot/small_or_large/135.txt
small,house,neither,2,2000,2000,'house','small',f,❌,input/codeparrot/small_or_large/135.txt
small,house,neither,2,2000,1000000,'house','small',f,❌,input/codeparrot/small_or_large/135.txt
small,house,neither,10,15,-100,,,p,✅,input/codeparrot/small_or_large/138.txt
small,house,neither,10,15,-1,,,p,✅,input/codeparrot/small_or_large/138.txt
small,house,neither,10,15,0,,,p,✅,input/codeparrot/small_or_large/138.txt
small,house,neither,10,15,10,'neither','large',f,❌,input/codeparrot/small_or_large/138.txt
small,house,neither,10,15,100,'house','small',f,❌,input/codeparrot/small_or_large/138.txt
small,house,neither,10,15,1000,'house','small',f,❌,input/codeparrot/small_or_large/138.txt
small,house,neither,10,15,2000,'house','small',f,❌,input/codeparrot/small_or_large/138.txt
small,house,neither,10,15,1000000,'house','small',f,❌,input/codeparrot/small_or_large/138.txt
small,house,neither,10,2000,-100,,,p,✅,input/codeparrot/small_or_large/139.txt
small,house,neither,10,2000,-1,,,p,✅,input/codeparrot/small_or_large/139.txt
small,house,neither,10,2000,0,,,p,✅,input/codeparrot/small_or_large/139.txt
small,house,neither,10,2000,10,'neither','large',f,❌,input/codeparrot/small_or_large/139.txt
small,house,neither,10,2000,100,'neither','large',f,❌,input/codeparrot/small_or_large/139.txt
small,house,neither,10,2000,1000,'neither','large',f,❌,input/codeparrot/small_or_large/139.txt
small,house,neither,10,2000,2000,'house','small',f,❌,input/codeparrot/small_or_large/139.txt
small,house,neither,10,2000,1000000,'house','small',f,❌,input/codeparrot/small_or_large/139.txt
small,house,neither,1000,2000,-100,,,p,✅,input/codeparrot/small_or_large/143.txt
small,house,neither,1000,2000,-1,,,p,✅,input/codeparrot/small_or_large/143.txt
small,house,neither,1000,2000,0,,,p,✅,input/codeparrot/small_or_large/143.txt
small,house,neither,1000,2000,10,,,p,✅,input/codeparrot/small_or_large/143.txt
small,house,neither,1000,2000,100,,,p,✅,input/codeparrot/small_or_large/143.txt
small,house,neither,1000,2000,1000,'neither','large',f,❌,input/codeparrot/small_or_large/143.txt
small,house,neither,1000,2000,2000,'house','large',f,❌,input/codeparrot/small_or_large/143.txt
small,house,neither,1000,2000,1000000,'house','large',f,❌,input/codeparrot/small_or_large/143.txt
large,small,,-100,-1,-100,None,'large',f,❌,input/codeparrot/small_or_large/192.txt
large,small,,-100,-1,-1,'small','large',f,❌,input/codeparrot/small_or_large/192.txt
large,small,,-100,-1,0,'small',None,f,❌,input/codeparrot/small_or_large/192.txt
large,small,,-100,-1,10,'small',None,f,❌,input/codeparrot/small_or_large/192.txt
large,small,,-100,-1,100,'small',None,f,❌,input/codeparrot/small_or_large/192.txt
large,small,,-100,-1,1000,'small',None,f,❌,input/codeparrot/small_or_large/192.txt
large,small,,-100,-1,2000,'small',None,f,❌,input/codeparrot/small_or_large/192.txt
large,small,,-100,-1,1000000,'small',None,f,❌,input/codeparrot/small_or_large/192.txt
large,small,,-100,2,-100,None,'large',f,❌,input/codeparrot/small_or_large/193.txt
large,small,,-100,2,-1,None,'large',f,❌,input/codeparrot/small_or_large/193.txt
large,small,,-100,2,0,None,'large',f,❌,input/codeparrot/small_or_large/193.txt
large,small,,-100,2,10,'small',None,f,❌,input/codeparrot/small_or_large/193.txt
large,small,,-100,2,100,'small',None,f,❌,input/codeparrot/small_or_large/193.txt
large,small,,-100,2,1000,'small',None,f,❌,input/codeparrot/small_or_large/193.txt
large,small,,-100,2,2000,'small',None,f,❌,input/codeparrot/small_or_large/193.txt
large,small,,-100,2,1000000,'small',None,f,❌,input/codeparrot/small_or_large/193.txt
large,small,,-100,15,-100,None,'small',f,❌,input/codeparrot/small_or_large/194.txt
large,small,,-100,15,-1,None,'small',f,❌,input/codeparrot/small_or_large/194.txt
large,small,,-100,15,0,None,'small',f,❌,input/codeparrot/small_or_large/194.txt
large,small,,-100,15,10,None,'small',f,❌,input/codeparrot/small_or_large/194.txt
large,small,,-100,15,100,'small',None,f,❌,input/codeparrot/small_or_large/194.txt
large,small,,-100,15,1000,'small',None,f,❌,input/codeparrot/small_or_large/194.txt
large,small,,-100,15,2000,'small',None,f,❌,input/codeparrot/small_or_large/194.txt
large,small,,-100,15,1000000,'small',None,f,❌,input/codeparrot/small_or_large/194.txt
large,small,,-100,2000,-100,None,'small',f,❌,input/codeparrot/small_or_large/195.txt
large,small,,-100,2000,-1,None,'small',f,❌,input/codeparrot/small_or_large/195.txt
large,small,,-100,2000,0,None,'small',f,❌,input/codeparrot/small_or_large/195.txt
large,small,,-100,2000,10,None,'small',f,❌,input/codeparrot/small_or_large/195.txt
large,small,,-100,2000,100,None,'small',f,❌,input/codeparrot/small_or_large/195.txt
large,small,,-100,2000,1000,None,'small',f,❌,input/codeparrot/small_or_large/195.txt
large,small,,-100,2000,2000,'small','large',f,❌,input/codeparrot/small_or_large/195.txt
large,small,,-100,2000,1000000,'small','large',f,❌,input/codeparrot/small_or_large/195.txt
large,small,,2,15,-100,'large','small',f,❌,input/codeparrot/small_or_large/198.txt
large,small,,2,15,-1,'large','small',f,❌,input/codeparrot/small_or_large/198.txt
large,small,,2,15,0,'large','small',f,❌,input/codeparrot/small_or_large/198.txt
large,small,,2,15,10,None,'large',f,❌,input/codeparrot/small_or_large/198.txt
large,small,,2,15,100,'small',None,f,❌,input/codeparrot/small_or_large/198.txt
large,small,,2,15,1000,'small',None,f,❌,input/codeparrot/small_or_large/198.txt
large,small,,2,15,2000,'small',None,f,❌,input/codeparrot/small_or_large/198.txt
large,small,,2,15,1000000,'small',None,f,❌,input/codeparrot/small_or_large/198.txt
large,small,,2,2000,-100,'large','small',f,❌,input/codeparrot/small_or_large/199.txt
large,small,,2,2000,-1,'large','small',f,❌,input/codeparrot/small_or_large/199.txt
large,small,,2,2000,0,'large','small',f,❌,input/codeparrot/small_or_large/199.txt
large,small,,2,2000,10,None,'large',f,❌,input/codeparrot/small_or_large/199.txt
large,small,,2,2000,100,None,'large',f,❌,input/codeparrot/small_or_large/199.txt
large,small,,2,2000,1000,None,'large',f,❌,input/codeparrot/small_or_large/199.txt
large,small,,2,2000,2000,'small',None,f,❌,input/codeparrot/small_or_large/199.txt
large,small,,2,2000,1000000,'small',None,f,❌,input/codeparrot/small_or_large/199.txt
large,small,,10,15,-100,'large','small',f,❌,input/codeparrot/small_or_large/202.txt
large,small,,10,15,-1,'large','small',f,❌,input/codeparrot/small_or_large/202.txt
large,small,,10,15,0,'large','small',f,❌,input/codeparrot/small_or_large/202.txt
large,small,,10,15,10,None,'large',f,❌,input/codeparrot/small_or_large/202.txt
large,small,,10,15,100,'small',None,f,❌,input/codeparrot/small_or_large/202.txt
large,small,,10,15,1000,'small',None,f,❌,input/codeparrot/small_or_large/202.txt
large,small,,10,15,2000,'small',None,f,❌,input/codeparrot/small_or_large/202.txt
large,small,,10,15,1000000,'small',None,f,❌,input/codeparrot/small_or_large/202.txt
large,small,,10,2000,-100,'large','small',f,❌,input/codeparrot/small_or_large/203.txt
large,small,,10,2000,-1,'large','small',f,❌,input/codeparrot/small_or_large/203.txt
large,small,,10,2000,0,'large','small',f,❌,input/codeparrot/small_or_large/203.txt
large,small,,10,2000,10,None,'large',f,❌,input/codeparrot/small_or_large/203.txt
large,small,,10,2000,100,None,'large',f,❌,input/codeparrot/small_or_large/203.txt
large,small,,10,2000,1000,None,'large',f,❌,input/codeparrot/small_or_large/203.txt
large,small,,10,2000,2000,'small',None,f,❌,input/codeparrot/small_or_large/203.txt
large,small,,10,2000,1000000,'small',None,f,❌,input/codeparrot/small_or_large/203.txt
large,small,,1000,2000,-100,'large','small',f,❌,input/codeparrot/small_or_large/207.txt
large,small,,1000,2000,-1,'large','small',f,❌,input/codeparrot/small_or_large/207.txt
large,small,,1000,2000,0,'large','small',f,❌,input/codeparrot/small_or_large/207.txt
large,small,,1000,2000,10,'large','small',f,❌,input/codeparrot/small_or_large/207.txt
large,small,,1000,2000,100,'large','small',f,❌,input/codeparrot/small_or_large/207.txt
large,small,,1000,2000,1000,None,'large',f,❌,input/codeparrot/small_or_large/207.txt
large,small,,1000,2000,2000,'small',None,f,❌,input/codeparrot/small_or_large/207.txt
large,small,,1000,2000,1000000,'small',None,f,❌,input/codeparrot/small_or_large/207.txt
large,small,None,-100,-1,-100,'None','large',f,❌,input/codeparrot/small_or_large/208.txt
large,small,None,-100,-1,-1,'small',None,f,❌,input/codeparrot/small_or_large/208.txt
large,small,None,-100,-1,0,'small',None,f,❌,input/codeparrot/small_or_large/208.txt
large,small,None,-100,-1,10,'small',None,f,❌,input/codeparrot/small_or_large/208.txt
large,small,None,-100,-1,100,'small',None,f,❌,input/codeparrot/small_or_large/208.txt
large,small,None,-100,-1,1000,'small',None,f,❌,input/codeparrot/small_or_large/208.txt
large,small,None,-100,-1,2000,'small',None,f,❌,input/codeparrot/small_or_large/208.txt
large,small,None,-100,-1,1000000,'small',None,f,❌,input/codeparrot/small_or_large/208.txt
large,small,None,-100,2,-100,'None','large',f,❌,input/codeparrot/small_or_large/209.txt
large,small,None,-100,2,-1,'None','large',f,❌,input/codeparrot/small_or_large/209.txt
large,small,None,-100,2,0,'None','large',f,❌,input/codeparrot/small_or_large/209.txt
large,small,None,-100,2,10,'small',None,f,❌,input/codeparrot/small_or_large/209.txt
large,small,None,-100,2,100,'small',None,f,❌,input/codeparrot/small_or_large/209.txt
large,small,None,-100,2,1000,'small',None,f,❌,input/codeparrot/small_or_large/209.txt
large,small,None,-100,2,2000,'small',None,f,❌,input/codeparrot/small_or_large/209.txt
large,small,None,-100,2,1000000,'small',None,f,❌,input/codeparrot/small_or_large/209.txt
large,small,None,-100,15,-100,'None','small',f,❌,input/codeparrot/small_or_large/210.txt
large,small,None,-100,15,-1,'None','small',f,❌,input/codeparrot/small_or_large/210.txt
large,small,None,-100,15,0,'None','small',f,❌,input/codeparrot/small_or_large/210.txt
large,small,None,-100,15,10,'None','small',f,❌,input/codeparrot/small_or_large/210.txt
large,small,None,-100,15,100,'small',None,f,❌,input/codeparrot/small_or_large/210.txt
large,small,None,-100,15,1000,'small',None,f,❌,input/codeparrot/small_or_large/210.txt
large,small,None,-100,15,2000,'small',None,f,❌,input/codeparrot/small_or_large/210.txt
large,small,None,-100,15,1000000,'small',None,f,❌,input/codeparrot/small_or_large/210.txt
large,small,None,-100,2000,-100,'None','small',f,❌,input/codeparrot/small_or_large/211.txt
large,small,None,-100,2000,-1,'None','small',f,❌,input/codeparrot/small_or_large/211.txt
large,small,None,-100,2000,0,'None','small',f,❌,input/codeparrot/small_or_large/211.txt
large,small,None,-100,2000,10,'None','small',f,❌,input/codeparrot/small_or_large/211.txt
large,small,None,-100,2000,100,'None','small',f,❌,input/codeparrot/small_or_large/211.txt
large,small,None,-100,2000,1000,'None','small',f,❌,input/codeparrot/small_or_large/211.txt
large,small,None,-100,2000,2000,'small','large',f,❌,input/codeparrot/small_or_large/211.txt
large,small,None,-100,2000,1000000,'small','large',f,❌,input/codeparrot/small_or_large/211.txt
large,small,None,2,15,-100,'large','small',f,❌,input/codeparrot/small_or_large/214.txt
large,small,None,2,15,-1,'large','small',f,❌,input/codeparrot/small_or_large/214.txt
large,small,None,2,15,0,'large','small',f,❌,input/codeparrot/small_or_large/214.txt
large,small,None,2,15,10,'None','large',f,❌,input/codeparrot/small_or_large/214.txt
large,small,None,2,15,100,'small',None,f,❌,input/codeparrot/small_or_large/214.txt
large,small,None,2,15,1000,'small',None,f,❌,input/codeparrot/small_or_large/214.txt
large,small,None,2,15,2000,'small',None,f,❌,input/codeparrot/small_or_large/214.txt
large,small,None,2,15,1000000,'small',None,f,❌,input/codeparrot/small_or_large/214.txt
large,small,None,2,2000,-100,'large','small',f,❌,input/codeparrot/small_or_large/215.txt
large,small,None,2,2000,-1,'large','small',f,❌,input/codeparrot/small_or_large/215.txt
large,small,None,2,2000,0,'large','small',f,❌,input/codeparrot/small_or_large/215.txt
large,small,None,2,2000,10,'None','large',f,❌,input/codeparrot/small_or_large/215.txt
large,small,None,2,2000,100,'None','large',f,❌,input/codeparrot/small_or_large/215.txt
large,small,None,2,2000,1000,'None','large',f,❌,input/codeparrot/small_or_large/215.txt
large,small,None,2,2000,2000,'small',None,f,❌,input/codeparrot/small_or_large/215.txt
large,small,None,2,2000,1000000,'small',None,f,❌,input/codeparrot/small_or_large/215.txt
large,small,None,10,15,-100,'large','small',f,❌,input/codeparrot/small_or_large/218.txt
large,small,None,10,15,-1,'large','small',f,❌,input/codeparrot/small_or_large/218.txt
large,small,None,10,15,0,'large','small',f,❌,input/codeparrot/small_or_large/218.txt
large,small,None,10,15,10,'None','large',f,❌,input/codeparrot/small_or_large/218.txt
large,small,None,10,15,100,'small',None,f,❌,input/codeparrot/small_or_large/218.txt
large,small,None,10,15,1000,'small',None,f,❌,input/codeparrot/small_or_large/218.txt
large,small,None,10,15,2000,'small',None,f,❌,input/codeparrot/small_or_large/218.txt
large,small,None,10,15,1000000,'small',None,f,❌,input/codeparrot/small_or_large/218.txt
large,small,None,10,2000,-100,'large','small',f,❌,input/codeparrot/small_or_large/219.txt
large,small,None,10,2000,-1,'large','small',f,❌,input/codeparrot/small_or_large/219.txt
large,small,None,10,2000,0,'large','small',f,❌,input/codeparrot/small_or_large/219.txt
large,small,None,10,2000,10,'None','large',f,❌,input/codeparrot/small_or_large/219.txt
large,small,None,10,2000,100,'None','large',f,❌,input/codeparrot/small_or_large/219.txt
large,small,None,10,2000,1000,'None','large',f,❌,input/codeparrot/small_or_large/219.txt
large,small,None,10,2000,2000,'small',None,f,❌,input/codeparrot/small_or_large/219.txt
large,small,None,10,2000,1000000,'small',None,f,❌,input/codeparrot/small_or_large/219.txt
large,small,None,1000,2000,-100,'large','small',f,❌,input/codeparrot/small_or_large/223.txt
large,small,None,1000,2000,-1,'large','small',f,❌,input/codeparrot/small_or_large/223.txt
large,small,None,1000,2000,0,'large','small',f,❌,input/codeparrot/small_or_large/223.txt
large,small,None,1000,2000,10,'large','small',f,❌,input/codeparrot/small_or_large/223.txt
large,small,None,1000,2000,100,'large','small',f,❌,input/codeparrot/small_or_large/223.txt
large,small,None,1000,2000,1000,'None','large',f,❌,input/codeparrot/small_or_large/223.txt
large,small,None,1000,2000,2000,'small',None,f,❌,input/codeparrot/small_or_large/223.txt
large,small,None,1000,2000,1000000,'small',None,f,❌,input/codeparrot/small_or_large/223.txt
large,small,neither,-100,-1,-100,'neither',0,f,❌,input/codeparrot/small_or_large/224.txt
large,small,neither,-100,-1,-1,'small',99,f,❌,input/codeparrot/small_or_large/224.txt
large,small,neither,-100,-1,0,'small',100,f,❌,input/codeparrot/small_or_large/224.txt
large,small,neither,-100,-1,10,'small',110,f,❌,input/codeparrot/small_or_large/224.txt
large,small,neither,-100,-1,100,'small',200,f,❌,input/codeparrot/small_or_large/224.txt
large,small,neither,-100,-1,1000,'small',1100,f,❌,input/codeparrot/small_or_large/224.txt
large,small,neither,-100,-1,2000,'small',2100,f,❌,input/codeparrot/small_or_large/224.txt
large,small,neither,-100,-1,1000000,'small',1000100,f,❌,input/codeparrot/small_or_large/224.txt
large,small,neither,-100,2,-100,'neither','large',f,❌,input/codeparrot/small_or_large/225.txt
large,small,neither,-100,2,-1,'neither','large',f,❌,input/codeparrot/small_or_large/225.txt
large,small,neither,-100,2,0,'neither','large',f,❌,input/codeparrot/small_or_large/225.txt
large,small,neither,-100,2,10,,,p,✅,input/codeparrot/small_or_large/225.txt
large,small,neither,-100,2,100,,,p,✅,input/codeparrot/small_or_large/225.txt
large,small,neither,-100,2,1000,,,p,✅,input/codeparrot/small_or_large/225.txt
large,small,neither,-100,2,2000,,,p,✅,input/codeparrot/small_or_large/225.txt
large,small,neither,-100,2,1000000,,,p,✅,input/codeparrot/small_or_large/225.txt
large,small,neither,-100,15,-100,'neither','large',f,❌,input/codeparrot/small_or_large/226.txt
large,small,neither,-100,15,-1,'neither','large',f,❌,input/codeparrot/small_or_large/226.txt
large,small,neither,-100,15,0,'neither','large',f,❌,input/codeparrot/small_or_large/226.txt
large,small,neither,-100,15,10,'neither','large',f,❌,input/codeparrot/small_or_large/226.txt
large,small,neither,-100,15,100,,,p,✅,input/codeparrot/small_or_large/226.txt
large,small,neither,-100,15,1000,,,p,✅,input/codeparrot/small_or_large/226.txt
large,small,neither,-100,15,2000,,,p,✅,input/codeparrot/small_or_large/226.txt
large,small,neither,-100,15,1000000,,,p,✅,input/codeparrot/small_or_large/226.txt
large,small,neither,-100,2000,-100,'neither','large',f,❌,input/codeparrot/small_or_large/227.txt
large,small,neither,-100,2000,-1,'neither','large',f,❌,input/codeparrot/small_or_large/227.txt
large,small,neither,-100,2000,0,'neither','large',f,❌,input/codeparrot/small_or_large/227.txt
large,small,neither,-100,2000,10,'neither','large',f,❌,input/codeparrot/small_or_large/227.txt
large,small,neither,-100,2000,100,'neither','large',f,❌,input/codeparrot/small_or_large/227.txt
large,small,neither,-100,2000,1000,'neither','large',f,❌,input/codeparrot/small_or_large/227.txt
large,small,neither,-100,2000,2000,,,p,✅,input/codeparrot/small_or_large/227.txt
large,small,neither,-100,2000,1000000,,,p,✅,input/codeparrot/small_or_large/227.txt
large,small,neither,2,15,-100,'large','small',f,❌,input/codeparrot/small_or_large/230.txt
large,small,neither,2,15,-1,'large','small',f,❌,input/codeparrot/small_or_large/230.txt
large,small,neither,2,15,0,'large','small',f,❌,input/codeparrot/small_or_large/230.txt
large,small,neither,2,15,10,'neither','large',f,❌,input/codeparrot/small_or_large/230.txt
large,small,neither,2,15,100,,,p,✅,input/codeparrot/small_or_large/230.txt
large,small,neither,2,15,1000,,,p,✅,input/codeparrot/small_or_large/230.txt
large,small,neither,2,15,2000,,,p,✅,input/codeparrot/small_or_large/230.txt
large,small,neither,2,15,1000000,,,p,✅,input/codeparrot/small_or_large/230.txt
large,small,neither,2,2000,-100,'large','small',f,❌,input/codeparrot/small_or_large/231.txt
large,small,neither,2,2000,-1,'large','small',f,❌,input/codeparrot/small_or_large/231.txt
large,small,neither,2,2000,0,'large','small',f,❌,input/codeparrot/small_or_large/231.txt
large,small,neither,2,2000,10,'neither','large',f,❌,input/codeparrot/small_or_large/231.txt
large,small,neither,2,2000,100,'neither','large',f,❌,input/codeparrot/small_or_large/231.txt
large,small,neither,2,2000,1000,'neither','large',f,❌,input/codeparrot/small_or_large/231.txt
large,small,neither,2,2000,2000,,,p,✅,input/codeparrot/small_or_large/231.txt
large,small,neither,2,2000,1000000,,,p,✅,input/codeparrot/small_or_large/231.txt
large,small,neither,10,15,-100,'large','small',f,❌,input/codeparrot/small_or_large/234.txt
large,small,neither,10,15,-1,'large','small',f,❌,input/codeparrot/small_or_large/234.txt
large,small,neither,10,15,0,'large','small',f,❌,input/codeparrot/small_or_large/234.txt
large,small,neither,10,15,10,'neither','large',f,❌,input/codeparrot/small_or_large/234.txt
large,small,neither,10,15,100,,,p,✅,input/codeparrot/small_or_large/234.txt
large,small,neither,10,15,1000,,,p,✅,input/codeparrot/small_or_large/234.txt
large,small,neither,10,15,2000,,,p,✅,input/codeparrot/small_or_large/234.txt
large,small,neither,10,15,1000000,,,p,✅,input/codeparrot/small_or_large/234.txt
large,small,neither,10,2000,-100,'large','small',f,❌,input/codeparrot/small_or_large/235.txt
large,small,neither,10,2000,-1,'large','small',f,❌,input/codeparrot/small_or_large/235.txt
large,small,neither,10,2000,0,'large','small',f,❌,input/codeparrot/small_or_large/235.txt
large,small,neither,10,2000,10,'neither','large',f,❌,input/codeparrot/small_or_large/235.txt
large,small,neither,10,2000,100,'neither','large',f,❌,input/codeparrot/small_or_large/235.txt
large,small,neither,10,2000,1000,'neither','large',f,❌,input/codeparrot/small_or_large/235.txt
large,small,neither,10,2000,2000,,,p,✅,input/codeparrot/small_or_large/235.txt
large,small,neither,10,2000,1000000,,,p,✅,input/codeparrot/small_or_large/235.txt
large,small,neither,1000,2000,-100,'large','small',f,❌,input/codeparrot/small_or_large/239.txt
large,small,neither,1000,2000,-1,'large','small',f,❌,input/codeparrot/small_or_large/239.txt
large,small,neither,1000,2000,0,'large','small',f,❌,input/codeparrot/small_or_large/239.txt
large,small,neither,1000,2000,10,'large','small',f,❌,input/codeparrot/small_or_large/239.txt
large,small,neither,1000,2000,100,'large','small',f,❌,input/codeparrot/small_or_large/239.txt
large,small,neither,1000,2000,1000,'neither','large',f,❌,input/codeparrot/small_or_large/239.txt
large,small,neither,1000,2000,2000,,,p,✅,input/codeparrot/small_or_large/239.txt
large,small,neither,1000,2000,1000000,,,p,✅,input/codeparrot/small_or_large/239.txt
large,house,,-100,-1,-100,None,'small',f,❌,input/codeparrot/small_or_large/240.txt
large,house,,-100,-1,-1,'house',None,f,❌,input/codeparrot/small_or_large/240.txt
large,house,,-100,-1,0,'house',None,f,❌,input/codeparrot/small_or_large/240.txt
large,house,,-100,-1,10,'house',None,f,❌,input/codeparrot/small_or_large/240.txt
large,house,,-100,-1,100,'house',None,f,❌,input/codeparrot/small_or_large/240.txt
large,house,,-100,-1,1000,'house',None,f,❌,input/codeparrot/small_or_large/240.txt
large,house,,-100,-1,2000,'house',None,f,❌,input/codeparrot/small_or_large/240.txt
large,house,,-100,-1,1000000,'house',None,f,❌,input/codeparrot/small_or_large/240.txt
large,house,,-100,2,-100,None,'small',f,❌,input/codeparrot/small_or_large/241.txt
large,house,,-100,2,-1,None,'small',f,❌,input/codeparrot/small_or_large/241.txt
large,house,,-100,2,0,None,'small',f,❌,input/codeparrot/small_or_large/241.txt
