sum_num,count,example_input,result_emojis,result,model_input,failed_inputs,errors
100,5,"[1, 2, -3, 7, 2, 7]",💀💀💀💀💀💀💀,eeeeeee,input/codeparrot/triples_sum_to/134.txt,[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]"
100,5,[1],✅✅✅✅❌❌✅,ppppffp,input/codeparrot/triples_sum_to/135.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
100,8,"[1, 3, 5, 0]",✅❌❌✅✅✅✅,pffpppp,input/codeparrot/triples_sum_to/136.txt,"[[""False"", ""True""], [""False"", ""True""]]",[]
100,8,"[1, 3, -2, 1, 5, 8]",✅✅❌✅❌❌✅,ppfpffp,input/codeparrot/triples_sum_to/137.txt,"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",[]
100,8,"[1, 2, -3, 7, 2, 7]",✅❌❌✅✅✅✅,pffpppp,input/codeparrot/triples_sum_to/138.txt,"[[""False"", ""True""], [""False"", ""True""]]",[]
100,8,[1],✅✅❌✅❌❌✅,ppfpffp,input/codeparrot/triples_sum_to/139.txt,"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",[]
100,10,"[1, 3, 5, 0]",✅❌✅✅❌❌✅,pfppffp,input/codeparrot/triples_sum_to/140.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
100,10,"[1, 3, -2, 1, 5, 8]",✅❌✅✅❌❌✅,pfppffp,input/codeparrot/triples_sum_to/141.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
100,10,"[1, 2, -3, 7, 2, 7]",✅❌✅✅❌❌✅,pfppffp,input/codeparrot/triples_sum_to/142.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
100,10,[1],✅❌✅✅❌❌✅,pfppffp,input/codeparrot/triples_sum_to/143.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
