hash_type,transform,example_input,result_emojis,result,model_input,failed_inputs,errors
blake2b,uppercase,md5,❌❌❌✅,fffp,input/codeparrot/hash/119.txt,"[[""'6ff843ba685842aa82031d3f53c48b66326df7639a63d128974c5c14f31a0f33343a8c65551134ed1ae0f2b0dd2bb495dc81039e3eeb0aa1bb0388bbeac29183'"", ""'7b502c3a1f48c8609ae212cdfb639dee39673f5e'""], [""'88996ebafa64d19e2c056aac9776c9e5b54e16b6621a300fd5a3d0891a8e4ff54522534fe1616e38972364eac9cc016b01e16a7b7eb0186ba92b344d995bc850'"", ""'031b4059d83c350702d1fc095cd752d889a6a78f'""], [""'7c863950ac93c93692995e4732ce1e1466ad74a775352ffbaaf2a4a4ce9b549d0b414a1f3150452be6c7c72c694a7cb46f76452917298d33e67611f0a42addb8'"", ""'5baa61e4c9b93f3f0682250b6cf8331b7ee68fd8'""]]",[]
blake2b,dash,,❌❌❌✅,fffp,input/codeparrot/hash/120.txt,"[[""'6ff843ba685842aa82031d3f53c48b66326df7639a63d128974c5c14f31a0f33343a8c65551134ed1ae0f2b0dd2bb495dc81039e3eeb0aa1bb0388bbeac29183'"", ""'7b502c3a1f48c8609ae212cdfb639dee39673f5e'""], [""'88996ebafa64d19e2c056aac9776c9e5b54e16b6621a300fd5a3d0891a8e4ff54522534fe1616e38972364eac9cc016b01e16a7b7eb0186ba92b344d995bc850'"", ""'031b4059d83c350702d1fc095cd752d889a6a78f'""], [""'7c863950ac93c93692995e4732ce1e1466ad74a775352ffbaaf2a4a4ce9b549d0b414a1f3150452be6c7c72c694a7cb46f76452917298d33e67611f0a42addb8'"", ""'5baa61e4c9b93f3f0682250b6cf8331b7ee68fd8'""]]",[]
blake2b,dash,Hello world,❌❌❌✅,fffp,input/codeparrot/hash/121.txt,"[[""'6ff843ba685842aa82031d3f53c48b66326df7639a63d128974c5c14f31a0f33343a8c65551134ed1ae0f2b0dd2bb495dc81039e3eeb0aa1bb0388bbeac29183'"", ""'7b502c3a1f48c8609ae212cdfb639dee39673f5e'""], [""'88996ebafa64d19e2c056aac9776c9e5b54e16b6621a300fd5a3d0891a8e4ff54522534fe1616e38972364eac9cc016b01e16a7b7eb0186ba92b344d995bc850'"", ""'031b4059d83c350702d1fc095cd752d889a6a78f'""], [""'7c863950ac93c93692995e4732ce1e1466ad74a775352ffbaaf2a4a4ce9b549d0b414a1f3150452be6c7c72c694a7cb46f76452917298d33e67611f0a42addb8'"", ""'5baa61e4c9b93f3f0682250b6cf8331b7ee68fd8'""]]",[]
blake2b,dash,Hallo welt,❌❌❌✅,fffp,input/codeparrot/hash/122.txt,"[[""'6ff843ba685842aa82031d3f53c48b66326df7639a63d128974c5c14f31a0f33343a8c65551134ed1ae0f2b0dd2bb495dc81039e3eeb0aa1bb0388bbeac29183'"", ""'Hello world'""], [""'88996ebafa64d19e2c056aac9776c9e5b54e16b6621a300fd5a3d0891a8e4ff54522534fe1616e38972364eac9cc016b01e16a7b7eb0186ba92b344d995bc850'"", ""'A B C'""], [""'7c863950ac93c93692995e4732ce1e1466ad74a775352ffbaaf2a4a4ce9b549d0b414a1f3150452be6c7c72c694a7cb46f76452917298d33e67611f0a42addb8'"", ""'password'""]]",[]
blake2b,dash,0,❌❌❌✅,fffp,input/codeparrot/hash/123.txt,"[[""'6ff843ba685842aa82031d3f53c48b66326df7639a63d128974c5c14f31a0f33343a8c65551134ed1ae0f2b0dd2bb495dc81039e3eeb0aa1bb0388bbeac29183'"", ""'7b502c3a1f48c8609ae212cdfb639dee39673f5e'""], [""'88996ebafa64d19e2c056aac9776c9e5b54e16b6621a300fd5a3d0891a8e4ff54522534fe1616e38972364eac9cc016b01e16a7b7eb0186ba92b344d995bc850'"", ""'031b4059d83c350702d1fc095cd752d889a6a78f'""], [""'7c863950ac93c93692995e4732ce1e1466ad74a775352ffbaaf2a4a4ce9b549d0b414a1f3150452be6c7c72c694a7cb46f76452917298d33e67611f0a42addb8'"", ""'5baa61e4c9b93f3f0682250b6cf8331b7ee68fd8'""]]",[]
blake2b,dash,sha1,❌❌❌✅,fffp,input/codeparrot/hash/124.txt,"[[""'6ff843ba685842aa82031d3f53c48b66326df7639a63d128974c5c14f31a0f33343a8c65551134ed1ae0f2b0dd2bb495dc81039e3eeb0aa1bb0388bbeac29183'"", ""'7b502c3a1f48c8609ae212cdfb639dee39673f5e'""], [""'88996ebafa64d19e2c056aac9776c9e5b54e16b6621a300fd5a3d0891a8e4ff54522534fe1616e38972364eac9cc016b01e16a7b7eb0186ba92b344d995bc850'"", ""'031b4059d83c350702d1fc095cd752d889a6a78f'""], [""'7c863950ac93c93692995e4732ce1e1466ad74a775352ffbaaf2a4a4ce9b549d0b414a1f3150452be6c7c72c694a7cb46f76452917298d33e67611f0a42addb8'"", ""'5baa61e4c9b93f3f0682250b6cf8331b7ee68fd8'""]]",[]
blake2b,dash,md5,❌❌❌✅,fffp,input/codeparrot/hash/125.txt,"[[""'6ff843ba685842aa82031d3f53c48b66326df7639a63d128974c5c14f31a0f33343a8c65551134ed1ae0f2b0dd2bb495dc81039e3eeb0aa1bb0388bbeac29183'"", ""'3e25960a79dbc69b674cd4ec67a72c62'""], [""'88996ebafa64d19e2c056aac9776c9e5b54e16b6621a300fd5a3d0891a8e4ff54522534fe1616e38972364eac9cc016b01e16a7b7eb0186ba92b344d995bc850'"", ""'0ef78513b0cb8cef12743f5aeb35f888'""], [""'7c863950ac93c93692995e4732ce1e1466ad74a775352ffbaaf2a4a4ce9b549d0b414a1f3150452be6c7c72c694a7cb46f76452917298d33e67611f0a42addb8'"", ""'5f4dcc3b5aa765d61d8327deb882cf99'""]]",[]
blake2s,none,,❌❌❌✅,fffp,input/codeparrot/hash/126.txt,"[[""'619a15b0f4dd21ef4bd626a9146af64561caf1325b21bccf755e4d7fbc31a65f'"", ""'7b502c3a1f48c8609ae212cdfb639dee39673f5e'""], [""'5b1708ed07f3bdfefa734764c64ae8e2301db044aabec90faf222e6d5905109c'"", ""'031b4059d83c350702d1fc095cd752d889a6a78f'""], [""'4c81099df884bd6e14a639d648bccd808512e48af211ae4f44d545ea6d5e5f2b'"", ""'5baa61e4c9b93f3f0682250b6cf8331b7ee68fd8'""]]",[]
blake2s,none,Hello world,❌❌❌✅,fffp,input/codeparrot/hash/127.txt,"[[""'619a15b0f4dd21ef4bd626a9146af64561caf1325b21bccf755e4d7fbc31a65f'"", ""'Hello world'""], [""'5b1708ed07f3bdfefa734764c64ae8e2301db044aabec90faf222e6d5905109c'"", ""'A B C'""], [""'4c81099df884bd6e14a639d648bccd808512e48af211ae4f44d545ea6d5e5f2b'"", ""'password'""]]",[]
blake2s,none,Hallo welt,❌❌❌✅,fffp,input/codeparrot/hash/128.txt,"[[""'619a15b0f4dd21ef4bd626a9146af64561caf1325b21bccf755e4d7fbc31a65f'"", ""None""], [""'5b1708ed07f3bdfefa734764c64ae8e2301db044aabec90faf222e6d5905109c'"", ""None""], [""'4c81099df884bd6e14a639d648bccd808512e48af211ae4f44d545ea6d5e5f2b'"", ""None""]]",[]
blake2s,none,0,💀💀💀💀,eeee,input/codeparrot/hash/129.txt,[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]"
blake2s,none,sha1,💀💀💀✅,eeep,input/codeparrot/hash/130.txt,[],"[""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing""]"
blake2s,none,md5,❌❌❌✅,fffp,input/codeparrot/hash/131.txt,"[[""'619a15b0f4dd21ef4bd626a9146af64561caf1325b21bccf755e4d7fbc31a65f'"", ""'7b502c3a1f48c8609ae212cdfb639dee39673f5e'""], [""'5b1708ed07f3bdfefa734764c64ae8e2301db044aabec90faf222e6d5905109c'"", ""'031b4059d83c350702d1fc095cd752d889a6a78f'""], [""'4c81099df884bd6e14a639d648bccd808512e48af211ae4f44d545ea6d5e5f2b'"", ""'5baa61e4c9b93f3f0682250b6cf8331b7ee68fd8'""]]",[]
blake2s,uppercase,,❌❌❌❌,ffff,input/codeparrot/hash/132.txt,"[[""'619a15b0f4dd21ef4bd626a9146af64561caf1325b21bccf755e4d7fbc31a65f'"", ""'7b502c3a1f48c8609ae212cdfb639dee39673f5e'""], [""'5b1708ed07f3bdfefa734764c64ae8e2301db044aabec90faf222e6d5905109c'"", ""'031b4059d83c350702d1fc095cd752d889a6a78f'""], [""'4c81099df884bd6e14a639d648bccd808512e48af211ae4f44d545ea6d5e5f2b'"", ""'5baa61e4c9b93f3f0682250b6cf8331b7ee68fd8'""], [""None"", ""'da39a3ee5e6b4b0d3255bfef95601890afd80709'""]]",[]
blake2s,uppercase,Hello world,💀💀💀✅,eeep,input/codeparrot/hash/133.txt,[],"[""invalid string"", ""invalid string"", ""invalid string""]"
blake2s,uppercase,Hallo welt,❌❌❌✅,fffp,input/codeparrot/hash/134.txt,"[[""'619a15b0f4dd21ef4bd626a9146af64561caf1325b21bccf755e4d7fbc31a65f'"", ""None""], [""'5b1708ed07f3bdfefa734764c64ae8e2301db044aabec90faf222e6d5905109c'"", ""None""], [""'4c81099df884bd6e14a639d648bccd808512e48af211ae4f44d545ea6d5e5f2b'"", ""None""]]",[]
blake2s,uppercase,0,❌❌❌✅,fffp,input/codeparrot/hash/135.txt,"[[""'619a15b0f4dd21ef4bd626a9146af64561caf1325b21bccf755e4d7fbc31a65f'"", ""'Hello world'""], [""'5b1708ed07f3bdfefa734764c64ae8e2301db044aabec90faf222e6d5905109c'"", ""'A B C'""], [""'4c81099df884bd6e14a639d648bccd808512e48af211ae4f44d545ea6d5e5f2b'"", ""'password'""]]",[]
blake2s,uppercase,sha1,💀💀💀✅,eeep,input/codeparrot/hash/136.txt,[],"[""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing""]"
blake2s,uppercase,md5,💀💀💀✅,eeep,input/codeparrot/hash/137.txt,[],"[""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing""]"
blake2s,dash,,💀💀💀✅,eeep,input/codeparrot/hash/138.txt,[],"[""text must be a bytes"", ""text must be a bytes"", ""text must be a bytes""]"
blake2s,dash,Hello world,❌❌❌✅,fffp,input/codeparrot/hash/139.txt,"[[""'619a15b0f4dd21ef4bd626a9146af64561caf1325b21bccf755e4d7fbc31a65f'"", ""'Hello world'""], [""'5b1708ed07f3bdfefa734764c64ae8e2301db044aabec90faf222e6d5905109c'"", ""'A B C'""], [""'4c81099df884bd6e14a639d648bccd808512e48af211ae4f44d545ea6d5e5f2b'"", ""'password'""]]",[]
blake2s,dash,Hallo welt,❌❌❌✅,fffp,input/codeparrot/hash/140.txt,"[[""'619a15b0f4dd21ef4bd626a9146af64561caf1325b21bccf755e4d7fbc31a65f'"", ""'7b502c3a1f48c8609ae212cdfb639dee39673f5e'""], [""'5b1708ed07f3bdfefa734764c64ae8e2301db044aabec90faf222e6d5905109c'"", ""'031b4059d83c350702d1fc095cd752d889a6a78f'""], [""'4c81099df884bd6e14a639d648bccd808512e48af211ae4f44d545ea6d5e5f2b'"", ""'5baa61e4c9b93f3f0682250b6cf8331b7ee68fd8'""]]",[]
blake2s,dash,0,❌❌❌✅,fffp,input/codeparrot/hash/141.txt,"[[""'619a15b0f4dd21ef4bd626a9146af64561caf1325b21bccf755e4d7fbc31a65f'"", ""'ello worl'""], [""'5b1708ed07f3bdfefa734764c64ae8e2301db044aabec90faf222e6d5905109c'"", ""' B '""], [""'4c81099df884bd6e14a639d648bccd808512e48af211ae4f44d545ea6d5e5f2b'"", ""'asswor'""]]",[]
blake2s,dash,sha1,❌❌❌✅,fffp,input/codeparrot/hash/142.txt,"[[""'619a15b0f4dd21ef4bd626a9146af64561caf1325b21bccf755e4d7fbc31a65f'"", ""'7b502c3a1f48c8609ae212cdfb639dee39673f5e'""], [""'5b1708ed07f3bdfefa734764c64ae8e2301db044aabec90faf222e6d5905109c'"", ""'031b4059d83c350702d1fc095cd752d889a6a78f'""], [""'4c81099df884bd6e14a639d648bccd808512e48af211ae4f44d545ea6d5e5f2b'"", ""'5baa61e4c9b93f3f0682250b6cf8331b7ee68fd8'""]]",[]
blake2s,dash,md5,❌❌❌✅,fffp,input/codeparrot/hash/143.txt,"[[""'619a15b0f4dd21ef4bd626a9146af64561caf1325b21bccf755e4d7fbc31a65f'"", ""'3e25960a79dbc69b674cd4ec67a72c62'""], [""'5b1708ed07f3bdfefa734764c64ae8e2301db044aabec90faf222e6d5905109c'"", ""'0ef78513b0cb8cef12743f5aeb35f888'""], [""'4c81099df884bd6e14a639d648bccd808512e48af211ae4f44d545ea6d5e5f2b'"", ""'5f4dcc3b5aa765d61d8327deb882cf99'""]]",[]
sha3_512,none,,💀💀💀✅,eeep,input/codeparrot/hash/144.txt,[],"[""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing""]"
sha3_512,none,Hello world,💀💀💀✅,eeep,input/codeparrot/hash/145.txt,[],"[""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'""]"
sha3_512,none,Hallo welt,✅✅✅✅,pppp,input/codeparrot/hash/146.txt,[],[]
sha3_512,none,0,💀💀💀✅,eeep,input/codeparrot/hash/147.txt,[],"[""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing""]"
sha3_512,none,sha1,💀💀💀✅,eeep,input/codeparrot/hash/148.txt,[],"[""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing""]"
sha3_512,none,md5,💀💀💀✅,eeep,input/codeparrot/hash/149.txt,[],"[""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'""]"
sha3_512,uppercase,,✅✅✅✅,pppp,input/codeparrot/hash/150.txt,[],[]
sha3_512,uppercase,Hello world,💀💀💀✅,eeep,input/codeparrot/hash/151.txt,[],"[""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'""]"
sha3_512,uppercase,Hallo welt,💀💀💀✅,eeep,input/codeparrot/hash/152.txt,[],"[""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing""]"
sha3_512,uppercase,0,💀💀💀✅,eeep,input/codeparrot/hash/153.txt,[],"[""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing""]"
sha3_512,uppercase,sha1,💀💀💀✅,eeep,input/codeparrot/hash/154.txt,[],"[""name 'to_unicode' is not defined"", ""name 'to_unicode' is not defined"", ""name 'to_unicode' is not defined""]"
sha3_512,uppercase,md5,💀💀💀✅,eeep,input/codeparrot/hash/155.txt,[],"[""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'""]"
sha3_512,dash,,💀💀💀✅,eeep,input/codeparrot/hash/156.txt,[],"[""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'""]"
sha3_512,dash,Hello world,💀💀💀✅,eeep,input/codeparrot/hash/157.txt,[],"[""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'""]"
sha3_512,dash,Hallo welt,💀💀💀✅,eeep,input/codeparrot/hash/158.txt,[],"[""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'""]"
sha3_512,dash,0,💀💀💀✅,eeep,input/codeparrot/hash/159.txt,[],"[""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'""]"
sha3_512,dash,sha1,💀💀💀✅,eeep,input/codeparrot/hash/160.txt,[],"[""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'""]"
sha3_512,dash,md5,💀💀💀✅,eeep,input/codeparrot/hash/161.txt,[],"[""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'"", ""module 'hashlib' has no attribute 'sha3'""]"
