var1_name,var2_name,line_order1,line_order2,line_order3,op1,op2,op3,input,result,result_emojis,model_input,expected,actual
a,fekjfwoeifjwu5gfd,first,third,second,sum,difference,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/1652.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,sum,difference,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/1652.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,sum,difference,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/1652.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,sum,difference,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/1652.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,sum,difference,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/1652.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,sum,difference,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/1652.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,sum,product,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/1654.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,sum,product,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/1654.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,sum,product,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/1654.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,sum,product,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/1654.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,sum,product,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/1654.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,sum,product,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/1654.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,difference,sum,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/1658.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,difference,sum,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/1658.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,difference,sum,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/1658.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,difference,sum,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/1658.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,difference,sum,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/1658.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,difference,sum,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/1658.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,difference,product,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/1662.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,difference,product,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/1662.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,difference,product,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/1662.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,difference,product,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/1662.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,difference,product,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/1662.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,difference,product,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/1662.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,product,sum,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/1666.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,product,sum,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/1666.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,product,sum,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/1666.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,product,sum,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/1666.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,product,sum,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/1666.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,product,sum,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/1666.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,product,difference,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/1668.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,product,difference,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/1668.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,product,difference,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/1668.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,product,difference,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/1668.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,product,difference,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/1668.txt,,
a,fekjfwoeifjwu5gfd,first,third,second,product,difference,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/1668.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,sum,difference,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/1760.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,sum,difference,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/1760.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,sum,difference,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/1760.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,sum,difference,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/1760.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,sum,difference,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/1760.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,sum,difference,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/1760.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,sum,product,difference,"[3, 5]",f,❌,input/codeparrot/arithmetic/1762.txt,"(15, 8, -2)",3
a,fekjfwoeifjwu5gfd,second,first,third,sum,product,difference,"[7, 10]",f,❌,input/codeparrot/arithmetic/1762.txt,"(70, 17, -3)",7
a,fekjfwoeifjwu5gfd,second,first,third,sum,product,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/1762.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,sum,product,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/1762.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,sum,product,difference,"[0, 1]",f,❌,input/codeparrot/arithmetic/1762.txt,"(0, 1, -1)",0
a,fekjfwoeifjwu5gfd,second,first,third,sum,product,difference,"[100, 20]",f,❌,input/codeparrot/arithmetic/1762.txt,"(2000, 120, 80)",0
a,fekjfwoeifjwu5gfd,second,first,third,difference,sum,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/1766.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,difference,sum,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/1766.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,difference,sum,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/1766.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,difference,sum,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/1766.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,difference,sum,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/1766.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,difference,sum,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/1766.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,difference,product,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/1770.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,difference,product,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/1770.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,difference,product,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/1770.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,difference,product,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/1770.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,difference,product,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/1770.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,difference,product,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/1770.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,product,sum,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/1774.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,product,sum,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/1774.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,product,sum,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/1774.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,product,sum,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/1774.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,product,sum,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/1774.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,product,sum,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/1774.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,product,difference,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/1776.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,product,difference,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/1776.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,product,difference,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/1776.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,product,difference,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/1776.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,product,difference,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/1776.txt,,
a,fekjfwoeifjwu5gfd,second,first,third,product,difference,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/1776.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,sum,difference,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/1868.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,sum,difference,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/1868.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,sum,difference,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/1868.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,sum,difference,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/1868.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,sum,difference,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/1868.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,sum,difference,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/1868.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,sum,product,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/1870.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,sum,product,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/1870.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,sum,product,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/1870.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,sum,product,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/1870.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,sum,product,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/1870.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,sum,product,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/1870.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,difference,sum,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/1874.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,difference,sum,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/1874.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,difference,sum,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/1874.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,difference,sum,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/1874.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,difference,sum,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/1874.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,difference,sum,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/1874.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,difference,product,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/1878.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,difference,product,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/1878.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,difference,product,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/1878.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,difference,product,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/1878.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,difference,product,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/1878.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,difference,product,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/1878.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,product,sum,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/1882.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,product,sum,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/1882.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,product,sum,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/1882.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,product,sum,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/1882.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,product,sum,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/1882.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,product,sum,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/1882.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,product,difference,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/1884.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,product,difference,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/1884.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,product,difference,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/1884.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,product,difference,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/1884.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,product,difference,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/1884.txt,,
a,fekjfwoeifjwu5gfd,second,third,first,product,difference,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/1884.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,sum,difference,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/1976.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,sum,difference,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/1976.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,sum,difference,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/1976.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,sum,difference,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/1976.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,sum,difference,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/1976.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,sum,difference,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/1976.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,sum,product,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/1978.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,sum,product,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/1978.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,sum,product,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/1978.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,sum,product,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/1978.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,sum,product,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/1978.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,sum,product,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/1978.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,difference,sum,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/1982.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,difference,sum,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/1982.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,difference,sum,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/1982.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,difference,sum,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/1982.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,difference,sum,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/1982.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,difference,sum,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/1982.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,difference,product,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/1986.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,difference,product,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/1986.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,difference,product,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/1986.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,difference,product,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/1986.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,difference,product,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/1986.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,difference,product,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/1986.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,sum,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/1990.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,sum,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/1990.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,sum,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/1990.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,sum,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/1990.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,sum,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/1990.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,sum,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/1990.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,difference,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/1992.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,difference,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/1992.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,difference,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/1992.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,difference,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/1992.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,difference,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/1992.txt,,
a,fekjfwoeifjwu5gfd,third,first,second,product,difference,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/1992.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,sum,difference,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/2030.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,sum,difference,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/2030.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,sum,difference,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/2030.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,sum,difference,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/2030.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,sum,difference,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/2030.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,sum,difference,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/2030.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,sum,product,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/2032.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,sum,product,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/2032.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,sum,product,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/2032.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,sum,product,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/2032.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,sum,product,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/2032.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,sum,product,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/2032.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,difference,sum,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/2036.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,difference,sum,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/2036.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,difference,sum,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/2036.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,difference,sum,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/2036.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,difference,sum,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/2036.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,difference,sum,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/2036.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,difference,product,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/2040.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,difference,product,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/2040.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,difference,product,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/2040.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,difference,product,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/2040.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,difference,product,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/2040.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,difference,product,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/2040.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,sum,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/2044.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,sum,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/2044.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,sum,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/2044.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,sum,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/2044.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,sum,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/2044.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,sum,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/2044.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,difference,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/2046.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,difference,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/2046.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,difference,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/2046.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,difference,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/2046.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,difference,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/2046.txt,,
a,fekjfwoeifjwu5gfd,third,second,first,product,difference,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/2046.txt,,
b,a,first,second,third,sum,difference,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/2327.txt,,
b,a,first,second,third,sum,difference,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/2327.txt,,
b,a,first,second,third,sum,difference,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/2327.txt,,
b,a,first,second,third,sum,difference,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/2327.txt,,
b,a,first,second,third,sum,difference,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/2327.txt,,
b,a,first,second,third,sum,difference,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/2327.txt,,
b,a,first,second,third,sum,product,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/2329.txt,,
b,a,first,second,third,sum,product,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/2329.txt,,
b,a,first,second,third,sum,product,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/2329.txt,,
b,a,first,second,third,sum,product,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/2329.txt,,
b,a,first,second,third,sum,product,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/2329.txt,,
b,a,first,second,third,sum,product,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/2329.txt,,
b,a,first,second,third,difference,sum,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/2333.txt,,
b,a,first,second,third,difference,sum,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/2333.txt,,
b,a,first,second,third,difference,sum,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/2333.txt,,
b,a,first,second,third,difference,sum,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/2333.txt,,
b,a,first,second,third,difference,sum,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/2333.txt,,
b,a,first,second,third,difference,sum,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/2333.txt,,
b,a,first,second,third,difference,product,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/2337.txt,,
b,a,first,second,third,difference,product,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/2337.txt,,
b,a,first,second,third,difference,product,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/2337.txt,,
b,a,first,second,third,difference,product,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/2337.txt,,
b,a,first,second,third,difference,product,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/2337.txt,,
b,a,first,second,third,difference,product,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/2337.txt,,
b,a,first,second,third,product,sum,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/2341.txt,,
b,a,first,second,third,product,sum,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/2341.txt,,
b,a,first,second,third,product,sum,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/2341.txt,,
b,a,first,second,third,product,sum,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/2341.txt,,
b,a,first,second,third,product,sum,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/2341.txt,,
b,a,first,second,third,product,sum,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/2341.txt,,
b,a,first,second,third,product,difference,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/2343.txt,,
b,a,first,second,third,product,difference,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/2343.txt,,
b,a,first,second,third,product,difference,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/2343.txt,,
b,a,first,second,third,product,difference,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/2343.txt,,
