sum_num,count,example_input,result_emojis,result,model_input,failed_inputs,errors
100,2,"[1, 3, 5, 0]",💀💀💀💀💀💀💀💀💀,eeeeeeeee,input/codeparrot/n_sum_to/120.txt,[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]"
100,2,"[1, 3, -2, 1, 5, 8]",💀💀💀💀💀💀💀💀💀,eeeeeeeee,input/codeparrot/n_sum_to/121.txt,[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]"
100,2,"[1, 2, -3, 7, 2, 7]",💀💀💀💀💀💀💀💀💀,eeeeeeeee,input/codeparrot/n_sum_to/122.txt,[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]"
100,2,[1],💀💀💀💀💀💀💀💀💀,eeeeeeeee,input/codeparrot/n_sum_to/123.txt,[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]"
100,3,"[1, 3, 5, 0]",✅✅✅✅✅✅❌✅✅,ppppppfpp,input/codeparrot/n_sum_to/124.txt,"[[""True"", ""False""]]",[]
100,3,"[1, 3, -2, 1, 5, 8]",✅✅✅💀✅✅❌✅✅,pppeppfpp,input/codeparrot/n_sum_to/125.txt,"[[""True"", ""False""]]","[""'int' object is not iterable""]"
100,3,"[1, 2, -3, 7, 2, 7]",✅✅✅💀✅✅❌✅✅,pppeppfpp,input/codeparrot/n_sum_to/126.txt,"[[""True"", ""False""]]","[""'int' object is not iterable""]"
100,3,[1],✅✅✅💀✅✅❌✅✅,pppeppfpp,input/codeparrot/n_sum_to/127.txt,"[[""True"", ""False""]]","[""cannot unpack non-iterable int object""]"
100,4,"[1, 3, 5, 0]",✅✅✅✅✅✅❌❌✅,ppppppffp,input/codeparrot/n_sum_to/128.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
100,4,"[1, 3, -2, 1, 5, 8]",✅✅❌❌✅✅❌❌✅,ppffppffp,input/codeparrot/n_sum_to/129.txt,"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",[]
100,4,"[1, 2, -3, 7, 2, 7]",❌✅❌❌✅✅❌❌✅,fpffppffp,input/codeparrot/n_sum_to/130.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",[]
100,4,[1],✅✅✅✅✅✅❌❌✅,ppppppffp,input/codeparrot/n_sum_to/131.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
100,5,"[1, 3, 5, 0]",✅✅✅✅✅✅❌❌✅,ppppppffp,input/codeparrot/n_sum_to/132.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
100,5,"[1, 3, -2, 1, 5, 8]",✅❌❌✅❌✅✅✅✅,pffpfpppp,input/codeparrot/n_sum_to/133.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",[]
100,5,"[1, 2, -3, 7, 2, 7]",💀💀💀💀💀💀💀💀💀,eeeeeeeee,input/codeparrot/n_sum_to/134.txt,[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]"
100,5,[1],✅✅✅✅✅✅❌❌✅,ppppppffp,input/codeparrot/n_sum_to/135.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
100,8,"[1, 3, 5, 0]",✅❌❌✅❌✅✅✅✅,pffpfpppp,input/codeparrot/n_sum_to/136.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",[]
100,8,"[1, 3, -2, 1, 5, 8]",✅✅❌✅❌✅❌❌✅,ppfpfpffp,input/codeparrot/n_sum_to/137.txt,"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",[]
100,8,"[1, 2, -3, 7, 2, 7]",✅❌❌✅❌✅✅✅✅,pffpfpppp,input/codeparrot/n_sum_to/138.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",[]
100,8,[1],✅✅❌✅❌✅❌❌✅,ppfpfpffp,input/codeparrot/n_sum_to/139.txt,"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",[]
100,10,"[1, 3, 5, 0]",✅❌❌✅✅✅❌❌✅,pffpppffp,input/codeparrot/n_sum_to/140.txt,"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
100,10,"[1, 3, -2, 1, 5, 8]",✅❌❌✅✅✅❌❌✅,pffpppffp,input/codeparrot/n_sum_to/141.txt,"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
100,10,"[1, 2, -3, 7, 2, 7]",✅❌❌✅✅✅❌❌✅,pffpppffp,input/codeparrot/n_sum_to/142.txt,"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
100,10,[1],✅❌❌✅✅✅❌❌✅,pffpppffp,input/codeparrot/n_sum_to/143.txt,"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
